l1 0.093501, l2 0.119783, l3 0.0940253
0.63 , 84.8274 , -65.9426 , -65.6338
0.63 , 85.4118 , -62.1428 , -65.1478
0.64 , 84.875 , -64.8974 , -65.6338
0.64 , 85.4118 , -62.1428 , -65.1478
0.65 , 84.8987 , -64.3273 , -65.61
0.65 , 85.4118 , -62.1428 , -65.1478
0.66 , 84.9462 , -64.3273 , -65.5625
0.66 , 85.4118 , -62.1428 , -65.1478
0.67 , 84.97 , -64.3273 , -65.6813
0.67 , 85.4118 , -62.1428 , -65.1478
0.68 , 84.97 , -64.3273 , -65.6338
0.68 , 85.4118 , -62.1428 , -65.1478
0.69 , 84.97 , -64.2798 , -65.6338
0.69 , 85.4118 , -62.1428 , -65.1478
0.7 , 84.9937 , -64.256 , -65.61
0.7 , 85.4118 , -62.1428 , -65.1478
0.71 , 85.2075 , -64.2085 , -65.6575
0.71 , 85.4118 , -62.1428 , -65.1478
0.72 , 85.2788 , -64.1135 , -65.6338
0.72 , 85.4118 , -62.1428 , -65.1478
0.73 , 85.3025 , -63.9472 , -65.6338
0.73 , 85.4118 , -62.1428 , -65.1478
0.74 , 85.3263 , -63.7097 , -65.5625
0.74 , 85.4118 , -62.1428 , -65.1478
0.75 , 85.35 , -63.1396 , -65.61
0.75 , 85.4118 , -62.1428 , -65.1478
0.76 , 85.35 , -63.1396 , -65.6575
0.76 , 85.4118 , -62.1428 , -65.1478
0.77 , 85.35 , -63.0445 , -65.6575
0.77 , 85.4118 , -62.1428 , -65.1478
0.78 , 85.35 , -62.7832 , -65.6338
0.78 , 85.4118 , -62.1428 , -65.1478
0.79 , 85.35 , -62.4269 , -65.5863
0.79 , 85.4118 , -62.1428 , -65.1478
0.8 , 85.35 , -62.4269 , -65.5625
0.8 , 85.4118 , -62.1428 , -65.1478
0.81 , 85.3738 , -62.4032 , -65.6338
0.81 , 85.4118 , -62.1428 , -65.1478
0.82 , 85.3738 , -62.4032 , -65.6338
0.82 , 85.4118 , -62.1428 , -65.1478
0.83 , 85.3738 , -62.3557 , -65.5625
0.83 , 85.4118 , -62.1428 , -65.1478
0.84 , 85.3738 , -62.2369 , -65.6338
0.84 , 85.4118 , -62.1428 , -65.1478
0.85 , 85.3738 , -62.1181 , -65.6575
0.85 , 85.4118 , -62.1428 , -65.1478
0.86 , 85.3738 , -62.1181 , -65.6338
0.86 , 85.4118 , -62.1428 , -65.1478
0.87 , 85.3738 , -62.1419 , -65.5863
0.87 , 85.4118 , -62.1428 , -65.1478
0.88 , 85.3738 , -62.1419 , -65.5625
0.88 , 85.4118 , -62.1428 , -65.1478
0.89 , 85.3738 , -62.1419 , -65.6575
0.89 , 85.4118 , -62.1428 , -65.1478
0.9 , 85.3738 , -62.1181 , -65.6338
0.9 , 85.4118 , -62.1428 , -65.1478
0.91 , 85.3738 , -62.1181 , -65.61
0.91 , 85.4118 , -62.1428 , -65.1478
0.92 , 85.3738 , -62.1419 , -65.5863
0.92 , 85.4118 , -62.1428 , -65.1478
0.93 , 85.3738 , -62.1419 , -65.5863
0.93 , 85.4118 , -62.1428 , -65.1478
0.94 , 85.3738 , -62.0944 , -65.6338
0.94 , 85.4118 , -62.1428 , -65.1478
0.95 , 85.3738 , -62.1181 , -65.5625
0.95 , 85.4118 , -62.1428 , -65.1478
0.96 , 85.3738 , -62.1181 , -65.61
0.96 , 85.4118 , -62.1428 , -65.1478
0.97 , 85.3738 , -62.1181 , -65.6338
0.97 , 85.4118 , -62.1428 , -65.1478
0.98 , 85.3738 , -62.1181 , -65.6338
0.98 , 85.4118 , -62.1428 , -65.1478
0.99 , 85.3976 , -62.0944 , -65.6575
0.99 , 85.4118 , -62.1428 , -65.1478
1 , 85.3738 , -62.0944 , -65.61
1 , 85.4118 , -62.1428 , -65.1478
1.01 , 85.3738 , -62.0944 , -65.5863
1.01 , 85.4118 , -62.1428 , -65.1478
1.02 , 85.3738 , -62.0944 , -65.6338
1.02 , 85.4118 , -62.1428 , -65.1478
1.03 , 85.3738 , -62.0706 , -65.61
1.03 , 85.4118 , -62.1428 , -65.1478
1.04 , 85.3738 , -62.1181 , -65.5863
1.04 , 85.4118 , -62.1428 , -65.1478
1.05 , 85.3738 , -62.0944 , -65.5625
1.05 , 85.4118 , -62.1428 , -65.1478
1.06 , 85.3738 , -62.1656 , -65.6338
1.06 , 85.4118 , -62.1428 , -65.1478
1.07 , 85.3738 , -62.0944 , -65.6575
1.07 , 85.4118 , -62.1428 , -65.1478
1.08 , 85.3738 , -62.0944 , -65.5625
1.08 , 85.4118 , -62.1428 , -65.1478
1.09 , 85.3738 , -62.1419 , -65.4675
1.09 , 85.4118 , -62.1428 , -65.1478
1.1 , 85.3738 , -62.1181 , -65.4675
1.1 , 85.4118 , -62.1428 , -65.1478
1.11 , 85.3738 , -62.0706 , -65.4437
1.11 , 85.4118 , -62.1428 , -65.1478
1.12 , 85.3738 , -62.0706 , -65.3962
1.12 , 85.4118 , -62.1428 , -65.1478
1.13 , 85.3738 , -62.0706 , -65.42
1.13 , 85.4118 , -62.1428 , -65.1478
1.14 , 85.3738 , -62.1419 , -65.4437
1.14 , 85.4118 , -62.1428 , -65.1478
1.15 , 85.3738 , -62.0944 , -65.4437
1.15 , 85.4118 , -62.1428 , -65.1478
1.16 , 85.3738 , -62.1181 , -65.3487
1.16 , 85.4118 , -62.1428 , -65.1478
1.17 , 85.3738 , -62.0706 , -65.3487
1.17 , 85.4118 , -62.1428 , -65.1478
1.18 , 85.3738 , -62.0944 , -65.3725
1.18 , 85.4118 , -62.1428 , -65.1478
1.19 , 85.3738 , -62.0944 , -65.3487
1.19 , 85.4118 , -62.1428 , -65.1478
1.2 , 85.3738 , -62.1419 , -65.23
1.2 , 85.4118 , -62.1428 , -65.1478
1.21 , 85.3738 , -62.0706 , -65.2537
1.21 , 85.4118 , -62.1428 , -65.1478
1.22 , 85.3738 , -62.0944 , -65.2775
1.22 , 85.4118 , -62.1428 , -65.1478
1.23 , 85.3738 , -62.0706 , -65.2062
1.23 , 85.4118 , -62.1428 , -65.1478
1.24 , 85.3738 , -62.1894 , -65.2062
1.24 , 85.4118 , -62.1428 , -65.1478
1.25 , 85.3738 , -62.1419 , -65.2062
1.25 , 85.4118 , -62.1428 , -65.1478
1.26 , 85.3976 , -62.1181 , -65.1824
1.26 , 85.4118 , -62.1428 , -65.1478
1.27 , 85.3738 , -62.0944 , -65.1587
1.27 , 85.4118 , -62.1428 , -65.1478
1.28 , 85.3738 , -62.1181 , -65.1824
1.28 , 85.4118 , -62.1428 , -65.1478
1.29 , 85.3976 , -62.0468 , -65.1824
1.29 , 85.4118 , -62.1428 , -65.1478
1.3 , 85.3976 , -62.0706 , -65.1587
1.3 , 85.4118 , -62.1428 , -65.1478
1.31 , 85.3738 , -62.0944 , -65.0874
1.31 , 85.4118 , -62.1428 , -65.1478
1.32 , 85.3738 , -62.1181 , -65.1587
1.32 , 85.4118 , -62.1428 , -65.1478
1.33 , 85.3738 , -62.0944 , -65.1112
1.33 , 85.4118 , -62.1428 , -65.1478
1.34 , 85.3738 , -62.0468 , -65.1587
1.34 , 85.4118 , -62.1428 , -65.1478
1.35 , 85.3738 , -62.0706 , -65.1349
1.35 , 85.4118 , -62.1428 , -65.1478
1.36 , 85.3738 , -62.0944 , -65.1824
1.36 , 85.4118 , -62.1428 , -65.1478
1.37 , 85.3976 , -62.0944 , -65.1112
1.37 , 85.4118 , -62.1428 , -65.1478
1.38 , 85.3738 , -62.1419 , -65.0874
1.38 , 85.4118 , -62.1428 , -65.1478
1.39 , 85.3738 , -62.1181 , -65.0874
1.39 , 85.4118 , -62.1428 , -65.1478
1.4 , 85.3738 , -62.0944 , -65.0637
1.4 , 85.4118 , -62.1428 , -65.1478
1.41 , 85.3738 , -62.1181 , -65.0874
1.41 , 85.4118 , -62.1428 , -65.1478
1.42 , 85.3738 , -62.1419 , -65.0874
1.42 , 85.4118 , -62.1428 , -65.1478
1.43 , 85.4451 , -62.1181 , -65.0637
1.43 , 85.4118 , -62.1428 , -65.1478
1.44 , 85.4451 , -62.0706 , -65.0637
1.44 , 85.4118 , -62.1428 , -65.1478
1.45 , 85.4688 , -62.0944 , -65.0874
1.45 , 85.4118 , -62.1428 , -65.1478
1.46 , 85.4451 , -62.1181 , -65.0637
1.46 , 85.4118 , -62.1428 , -65.1478
1.47 , 85.4688 , -62.0944 , -65.0637
1.47 , 85.4118 , -62.1428 , -65.1478
1.48 , 85.4688 , -62.1181 , -65.0874
1.48 , 85.4118 , -62.1428 , -65.1478
1.49 , 85.4688 , -62.0944 , -65.0637
1.49 , 85.4118 , -62.1428 , -65.1478
1.5 , 85.4688 , -62.1181 , -65.0637
1.5 , 85.4118 , -62.1428 , -65.1478
1.51 , 85.4451 , -62.0944 , -65.0637
1.51 , 85.4118 , -62.1428 , -65.1478
1.52 , 85.4451 , -62.0944 , -65.0874
1.52 , 85.4118 , -62.1428 , -65.1478
1.53 , 85.4688 , -62.0944 , -65.0874
1.53 , 85.4118 , -62.1428 , -65.1478
1.54 , 85.4688 , -62.0706 , -65.0637
1.54 , 85.4118 , -62.1428 , -65.1478
1.55 , 85.4688 , -62.0944 , -65.0637
1.55 , 85.4118 , -62.1428 , -65.1478
1.56 , 85.4688 , -62.0706 , -65.0874
1.56 , 85.4118 , -62.1428 , -65.1478
1.57 , 85.4688 , -62.0706 , -65.0874
1.57 , 85.4118 , -62.1428 , -65.1478
1.58 , 85.4688 , -62.0944 , -65.0399
1.58 , 85.4118 , -62.1428 , -65.1478
1.59 , 85.4688 , -62.0944 , -65.0637
1.59 , 85.4118 , -62.1428 , -65.1478
1.6 , 85.4688 , -62.0706 , -65.0637
1.6 , 85.4118 , -62.1428 , -65.1478
1.61 , 85.4451 , -62.0944 , -65.0637
1.61 , 85.4118 , -62.1428 , -65.1478
1.62 , 85.4688 , -62.0706 , -65.0399
1.62 , 85.4118 , -62.1428 , -65.1478
1.63 , 85.4451 , -62.0944 , -65.0399
1.63 , 85.4118 , -62.1428 , -65.1478
1.64 , 85.4926 , -62.1181 , -65.0874
1.64 , 85.4118 , -62.1428 , -65.1478
1.65 , 85.4451 , -62.1419 , -65.0637
1.65 , 85.4118 , -62.1428 , -65.1478
1.66 , 85.4451 , -62.1181 , -65.0637
1.66 , 85.4118 , -62.1428 , -65.1478
1.67 , 85.4451 , -62.0944 , -65.0637
1.67 , 85.4118 , -62.1428 , -65.1478
1.68 , 85.4451 , -62.0944 , -64.9924
1.68 , 85.4118 , -62.1428 , -65.1478
1.69 , 85.4451 , -62.0944 , -65.0874
1.69 , 85.4118 , -62.1428 , -65.1478
1.7 , 85.4451 , -62.0944 , -65.0874
1.7 , 85.4118 , -62.1428 , -65.1478
1.71 , 85.4451 , -62.1181 , -65.0399
1.71 , 85.4118 , -62.1428 , -65.1478
1.72 , 85.4688 , -62.0706 , -65.1112
1.72 , 85.4118 , -62.1428 , -65.1478
1.73 , 85.4688 , -62.0706 , -65.0874
1.73 , 85.4118 , -62.1428 , -65.1478
1.74 , 85.4688 , -62.0706 , -65.0874
1.74 , 85.4118 , -62.1428 , -65.1478
1.75 , 85.4688 , -62.0944 , -65.0637
1.75 , 85.4118 , -62.1428 , -65.1478
1.76 , 85.4688 , -62.0468 , -65.0874
1.76 , 85.4118 , -62.1428 , -65.1478
1.77 , 85.4451 , -62.0944 , -65.0637
1.77 , 85.4118 , -62.1428 , -65.1478
1.78 , 85.4688 , -62.0944 , -65.0874
1.78 , 85.4118 , -62.1428 , -65.1478
1.79 , 85.4451 , -62.1181 , -65.0874
1.79 , 85.4118 , -62.1428 , -65.1478
1.8 , 85.4688 , -62.1181 , -65.0874
1.8 , 85.4118 , -62.1428 , -65.1478
1.81 , 85.4688 , -62.1181 , -65.0637
1.81 , 85.4118 , -62.1428 , -65.1478
1.82 , 85.4688 , -62.1181 , -65.0637
1.82 , 85.4118 , -62.1428 , -65.1478
1.83 , 85.4688 , -62.1181 , -65.0874
1.83 , 85.4118 , -62.1428 , -65.1478
1.84 , 85.4688 , -62.1656 , -65.0637
1.84 , 85.4118 , -62.1428 , -65.1478
1.85 , 85.4688 , -62.1181 , -65.0637
1.85 , 85.4118 , -62.1428 , -65.1478
1.86 , 85.4688 , -62.1181 , -65.0637
1.86 , 85.4118 , -62.1428 , -65.1478
1.87 , 85.4451 , -62.0944 , -65.0637
1.87 , 85.4118 , -62.1428 , -65.1478
1.88 , 85.4451 , -62.0944 , -65.0399
1.88 , 85.4118 , -62.1428 , -65.1478
1.89 , 85.4451 , -62.1419 , -65.0637
1.89 , 85.4118 , -62.1428 , -65.1478
1.9 , 85.4451 , -62.0468 , -65.0874
1.9 , 85.4118 , -62.1428 , -65.1478
1.91 , 85.4451 , -62.0944 , -65.0637
1.91 , 85.4118 , -62.1428 , -65.1478
1.92 , 85.4213 , -62.0944 , -65.0399
1.92 , 85.4118 , -62.1428 , -65.1478
1.93 , 85.4451 , -62.0944 , -65.0874
1.93 , 85.4118 , -62.1428 , -65.1478
1.94 , 85.4213 , -62.0944 , -65.0874
1.94 , 85.4118 , -62.1428 , -65.1478
1.95 , 85.4451 , -62.0944 , -65.0637
1.95 , 85.4118 , -62.1428 , -65.1478
1.96 , 85.4451 , -62.1181 , -65.0399
1.96 , 85.4118 , -62.1428 , -65.1478
1.97 , 85.4688 , -62.1181 , -65.0874
1.97 , 85.4118 , -62.1428 , -65.1478
1.98 , 85.4688 , -62.1181 , -65.0874
1.98 , 85.4118 , -62.1428 , -65.1478
1.99 , 85.4688 , -62.0944 , -65.0399
1.99 , 85.4118 , -62.1428 , -65.1478
2 , 85.4688 , -62.0944 , -65.0637
2 , 85.4118 , -62.1428 , -65.1478
2.01 , 85.4451 , -62.0944 , -65.0637
2.01 , 85.4118 , -62.1428 , -65.1478
2.02 , 85.4451 , -62.1181 , -65.0399
2.02 , 85.4118 , -62.1428 , -65.1478
2.03 , 85.4451 , -62.0944 , -65.0637
2.03 , 85.4118 , -62.1428 , -65.1478
2.04 , 85.4451 , -62.0944 , -65.0399
2.04 , 85.4118 , -62.1428 , -65.1478
2.05 , 85.4688 , -62.0944 , -65.0637
2.05 , 85.4118 , -62.1428 , -65.1478
2.06 , 85.4688 , -62.0944 , -65.0874
2.06 , 85.4118 , -62.1428 , -65.1478
2.07 , 85.4688 , -62.1181 , -65.0399
2.07 , 85.4118 , -62.1428 , -65.1478
2.08 , 85.4688 , -62.1181 , -65.0874
2.08 , 85.4118 , -62.1428 , -65.1478
2.09 , 85.4688 , -62.0706 , -65.0637
2.09 , 85.4118 , -62.1428 , -65.1478
2.1 , 85.4688 , -62.1181 , -65.0637
2.1 , 85.4118 , -62.1428 , -65.1478
2.11 , 85.4688 , -62.1656 , -65.0637
2.11 , 85.4118 , -62.1428 , -65.1478
2.12 , 85.4688 , -62.0944 , -65.0874
2.12 , 85.4118 , -62.1428 , -65.1478
2.13 , 85.4688 , -62.1419 , -65.0874
2.13 , 85.4118 , -62.1428 , -65.1478
2.14 , 85.4688 , -62.0944 , -65.0399
2.14 , 85.4118 , -62.1428 , -65.1478
2.15 , 85.4688 , -62.1181 , -65.0637
2.15 , 85.4118 , -62.1428 , -65.1478
2.16 , 85.4688 , -62.0944 , -65.0874
2.16 , 85.4118 , -62.1428 , -65.1478
2.17 , 85.4688 , -62.0706 , -65.0874
2.17 , 85.4118 , -62.1428 , -65.1478
2.18 , 85.4688 , -62.0944 , -65.0637
2.18 , 85.4118 , -62.1428 , -65.1478
2.19 , 85.4688 , -62.1181 , -65.0399
2.19 , 85.4118 , -62.1428 , -65.1478
2.2 , 85.4688 , -62.0944 , -65.0874
2.2 , 85.4118 , -62.1428 , -65.1478
2.21 , 85.4688 , -62.1181 , -65.0399
2.21 , 85.4118 , -62.1428 , -65.1478
2.22 , 85.4451 , -62.0944 , -65.0637
2.22 , 85.4118 , -62.1428 , -65.1478
2.23 , 85.4688 , -62.0468 , -65.0874
2.23 , 85.4118 , -62.1428 , -65.1478
2.24 , 85.4451 , -62.1181 , -65.0637
2.24 , 85.4118 , -62.1428 , -65.1478
2.25 , 85.4688 , -62.1181 , -65.0399
2.25 , 85.4118 , -62.1428 , -65.1478
2.26 , 85.4688 , -62.0944 , -65.0637
2.26 , 85.4118 , -62.1428 , -65.1478
2.27 , 85.4451 , -62.1181 , -65.0874
2.27 , 85.4118 , -62.1428 , -65.1478
2.28 , 85.4688 , -62.1181 , -65.0874
2.28 , 85.4118 , -62.1428 , -65.1478
2.29 , 85.4688 , -62.0944 , -65.0637
2.29 , 85.4118 , -62.1428 , -65.1478
2.3 , 85.4688 , -62.0944 , -65.0637
2.3 , 85.4118 , -62.1428 , -65.1478
2.31 , 85.4688 , -62.1181 , -65.0874
2.31 , 85.4118 , -62.1428 , -65.1478
2.32 , 85.4688 , -62.0944 , -65.0637
2.32 , 85.4118 , -62.1428 , -65.1478
2.33 , 85.4451 , -62.1181 , -65.0637
2.33 , 85.4118 , -62.1428 , -65.1478
2.34 , 85.4688 , -62.1181 , -65.0874
2.34 , 85.4118 , -62.1428 , -65.1478
2.35 , 85.4688 , -62.1181 , -65.0874
2.35 , 85.4118 , -62.1428 , -65.1478
2.36 , 85.4688 , -62.1181 , -65.0399
2.36 , 85.4118 , -62.1428 , -65.1478
2.37 , 85.4688 , -62.0944 , -65.0637
2.37 , 85.4118 , -62.1428 , -65.1478
2.38 , 85.4688 , -62.0706 , -65.0874
2.38 , 85.4118 , -62.1428 , -65.1478
2.39 , 85.4688 , -62.1181 , -65.0874
2.39 , 85.4118 , -62.1428 , -65.1478
2.4 , 85.4688 , -62.1181 , -65.0637
2.4 , 85.4118 , -62.1428 , -65.1478
2.41 , 85.4688 , -62.0944 , -65.0874
2.41 , 85.4118 , -62.1428 , -65.1478
2.42 , 85.4451 , -62.1181 , -65.0874
2.42 , 85.4118 , -62.1428 , -65.1478
2.43 , 85.4688 , -62.0944 , -65.0637
2.43 , 85.4118 , -62.1428 , -65.1478
2.44 , 85.4688 , -62.0944 , -65.0874
2.44 , 85.4118 , -62.1428 , -65.1478
2.45 , 85.4688 , -62.0944 , -65.0874
2.45 , 85.4118 , -62.1428 , -65.1478
2.46 , 85.4688 , -62.1181 , -65.0399
2.46 , 85.4118 , -62.1428 , -65.1478
2.47 , 85.4688 , -62.0944 , -65.0162
2.47 , 85.4118 , -62.1428 , -65.1478
2.48 , 85.4451 , -62.1181 , -65.0874
2.48 , 85.4118 , -62.1428 , -65.1478
2.49 , 85.4688 , -62.1419 , -65.0637
2.49 , 85.4118 , -62.1428 , -65.1478
2.5 , 85.4213 , -62.0944 , -65.0399
2.5 , 85.4118 , -62.1428 , -65.1478
2.51 , 85.4213 , -62.0944 , -65.0637
2.51 , 85.4118 , -62.1428 , -65.1478
2.52 , 85.4688 , -62.1181 , -65.0874
2.52 , 85.4118 , -62.1428 , -65.1478
2.53 , 85.4688 , -62.0944 , -65.0399
2.53 , 85.4118 , -62.1428 , -65.1478
2.54 , 85.4451 , -62.0468 , -65.0637
2.54 , 85.4118 , -62.1428 , -65.1478
2.55 , 85.4688 , -62.1181 , -65.0874
2.55 , 85.4118 , -62.1428 , -65.1478
2.56 , 85.4451 , -62.0468 , -65.0399
2.56 , 85.4118 , -62.1428 , -65.1478
2.57 , 85.4451 , -62.0944 , -65.0399
2.57 , 85.4118 , -62.1428 , -65.1478
2.58 , 85.4451 , -62.0944 , -65.0874
2.58 , 85.4118 , -62.1428 , -65.1478
2.59 , 85.4451 , -62.0944 , -65.0874
2.59 , 85.4118 , -62.1428 , -65.1478
2.6 , 85.4451 , -62.0944 , -65.0637
2.6 , 85.4118 , -62.1428 , -65.1478
2.61 , 85.4213 , -62.1181 , -65.0637
2.61 , 85.4118 , -62.1428 , -65.1478
2.62 , 85.4451 , -62.0944 , -65.0874
2.62 , 85.4118 , -62.1428 , -65.1478
2.63 , 85.4451 , -62.0944 , -65.0637
2.63 , 85.4118 , -62.1428 , -65.1478
2.64 , 85.4688 , -62.1181 , -65.0637
2.64 , 85.4118 , -62.1428 , -65.1478
2.65 , 85.4451 , -62.1181 , -65.0874
2.65 , 85.4118 , -62.1428 , -65.1478
2.66 , 85.4451 , -62.0944 , -65.0874
2.66 , 85.4118 , -62.1428 , -65.1478
2.67 , 85.4451 , -62.0706 , -65.0637
2.67 , 85.4118 , -62.1428 , -65.1478
2.68 , 85.4451 , -62.1181 , -65.0874
2.68 , 85.4118 , -62.1428 , -65.1478
2.69 , 85.4451 , -62.0706 , -65.0874
2.69 , 85.4118 , -62.1428 , -65.1478
2.7 , 85.4451 , -62.0944 , -65.0399
2.7 , 85.4118 , -62.1428 , -65.1478
2.71 , 85.4688 , -62.0944 , -65.0637
2.71 , 85.4118 , -62.1428 , -65.1478
2.72 , 85.4688 , -62.0944 , -65.0874
2.72 , 85.4118 , -62.1428 , -65.1478
2.73 , 85.4688 , -62.0468 , -65.0874
2.73 , 85.4118 , -62.1428 , -65.1478
2.74 , 85.4688 , -62.0944 , -65.0399
2.74 , 85.4118 , -62.1428 , -65.1478
2.75 , 85.4688 , -62.0706 , -65.0637
2.75 , 85.4118 , -62.1428 , -65.1478
2.76 , 85.4451 , -62.1181 , -65.0874
2.76 , 85.4118 , -62.1428 , -65.1478
2.77 , 85.4451 , -62.0468 , -65.0874
2.77 , 85.4118 , -62.1428 , -65.1478
2.78 , 85.4451 , -62.0944 , -65.0637
2.78 , 85.4118 , -62.1428 , -65.1478
2.79 , 85.4451 , -62.1419 , -65.0874
2.79 , 85.4118 , -62.1428 , -65.1478
2.8 , 85.4688 , -62.0944 , -65.0637
2.8 , 85.4118 , -62.1428 , -65.1478
2.81 , 85.4451 , -62.1181 , -65.0637
2.81 , 85.4118 , -62.1428 , -65.1478
2.82 , 85.4451 , -62.0706 , -65.1112
2.82 , 85.4118 , -62.1428 , -65.1478
2.83 , 85.4451 , -62.1181 , -65.0637
2.83 , 85.4118 , -62.1428 , -65.1478
2.84 , 85.4451 , -62.0944 , -65.0637
2.84 , 85.4118 , -62.1428 , -65.1478
2.85 , 85.4451 , -62.0944 , -65.0637
2.85 , 85.4118 , -62.1428 , -65.1478
2.86 , 85.4688 , -62.1181 , -65.0637
2.86 , 85.4118 , -62.1428 , -65.1478
2.87 , 85.4688 , -62.1181 , -65.0874
2.87 , 85.4118 , -62.1428 , -65.1478
2.88 , 85.4688 , -62.0468 , -65.0637
2.88 , 85.4118 , -62.1428 , -65.1478
2.89 , 85.4688 , -62.1419 , -65.0874
2.89 , 85.4118 , -62.1428 , -65.1478
2.9 , 85.4688 , -62.0944 , -65.0874
2.9 , 85.4118 , -62.1428 , -65.1478
2.91 , 85.4451 , -62.1419 , -65.0399
2.91 , 85.4118 , -62.1428 , -65.1478
2.92 , 85.4451 , -62.0944 , -65.0874
2.92 , 85.4118 , -62.1428 , -65.1478
2.93 , 85.4688 , -62.1656 , -65.0637
2.93 , 85.4118 , -62.1428 , -65.1478
2.94 , 85.4688 , -62.1181 , -65.0399
2.94 , 85.4118 , -62.1428 , -65.1478
2.95 , 85.4451 , -62.0944 , -65.0637
2.95 , 85.4118 , -62.1428 , -65.1478
2.96 , 85.4451 , -62.1181 , -65.0637
2.96 , 85.4118 , -62.1428 , -65.1478
2.97 , 85.4451 , -62.0944 , -65.0637
2.97 , 85.4118 , -62.1428 , -65.1478
2.98 , 85.4451 , -62.0468 , -65.0162
2.98 , 85.4118 , -62.1428 , -65.1478
2.99 , 85.4451 , -62.0944 , -65.0874
2.99 , 85.4118 , -62.1428 , -65.1478
3 , 85.4451 , -62.1181 , -65.0874
3 , 85.4118 , -62.1428 , -65.1478
l1 0.0875671, l2 0.102132, l3 0.11761
0 , 85.4688 , -62.0944 , -65.0637
0 , 71.235 , -12.2162 , -100.896
0.01 , 85.4451 , -62.0944 , -65.0637
0.01 , 71.235 , -12.2162 , -100.896
0.02 , 85.4688 , -62.1181 , -65.0162
0.02 , 71.235 , -12.2162 , -100.896
0.03 , 85.4451 , -62.0944 , -65.0637
0.03 , 71.235 , -12.2162 , -100.896
0.04 , 85.4688 , -62.0944 , -65.0637
0.04 , 71.235 , -12.2162 , -100.896
0.05 , 85.4688 , -62.0944 , -65.0637
0.05 , 71.235 , -12.2162 , -100.896
0.06 , 85.4688 , -62.0944 , -65.0874
0.06 , 71.235 , -12.2162 , -100.896
0.07 , 85.4451 , -62.0944 , -65.1349
0.07 , 71.235 , -12.2162 , -100.896
0.08 , 85.4688 , -62.1181 , -65.325
0.08 , 71.235 , -12.2162 , -100.896
0.09 , 85.4688 , -62.0944 , -65.8238
0.09 , 71.235 , -12.2162 , -100.896
0.1 , 85.4688 , -61.9993 , -65.9426
0.1 , 71.235 , -12.2162 , -100.896
0.11 , 85.4688 , -62.0706 , -65.9426
0.11 , 71.235 , -12.2162 , -100.896
0.12 , 85.4451 , -62.1419 , -65.9901
0.12 , 71.235 , -12.2162 , -100.896
0.13 , 85.4688 , -62.1181 , -65.9901
0.13 , 71.235 , -12.2162 , -100.896
0.14 , 85.4688 , -62.0944 , -66.1089
0.14 , 71.235 , -12.2162 , -100.896
0.15 , 85.4451 , -62.0944 , -66.3702
0.15 , 71.235 , -12.2162 , -100.896
0.16 , 85.4688 , -62.1181 , -66.4889
0.16 , 71.235 , -12.2162 , -100.896
0.17 , 85.4688 , -62.1181 , -66.9403
0.17 , 71.235 , -12.2162 , -100.896
0.18 , 85.4688 , -62.0944 , -67.938
0.18 , 71.235 , -12.2162 , -100.896
0.19 , 85.4688 , -62.1181 , -69.4583
0.19 , 71.235 , -12.2162 , -100.896
0.2 , 85.4688 , -62.0706 , -72.19
0.2 , 71.235 , -12.2162 , -100.896
0.21 , 85.4688 , -62.0468 , -75.0881
0.21 , 71.235 , -12.2162 , -100.896
0.22 , 85.4688 , -62.0944 , -77.5823
0.22 , 71.235 , -12.2162 , -100.896
0.23 , 85.4688 , -62.1419 , -80.4329
0.23 , 71.235 , -12.2162 , -100.896
0.24 , 85.4451 , -62.0944 , -82.8083
0.24 , 71.235 , -12.2162 , -100.896
0.25 , 85.4688 , -62.0944 , -85.1363
0.25 , 71.235 , -12.2162 , -100.896
0.26 , 85.4688 , -62.1181 , -86.8703
0.26 , 71.235 , -12.2162 , -100.896
0.27 , 85.4688 , -62.0231 , -88.3194
0.27 , 71.235 , -12.2162 , -100.896
0.28 , 85.4688 , -61.5718 , -89.7209
0.28 , 71.235 , -12.2162 , -100.896
0.29 , 85.4688 , -61.0016 , -91.4787
0.29 , 71.235 , -12.2162 , -100.896
0.3 , 85.4688 , -60.099 , -93.7354
0.3 , 71.235 , -12.2162 , -100.896
0.31 , 85.4688 , -58.7925 , -94.8519
0.31 , 71.235 , -12.2162 , -100.896
0.32 , 85.4451 , -57.4147 , -94.8044
0.32 , 71.235 , -12.2162 , -100.896
0.33 , 85.3738 , -56.4883 , -94.8281
0.33 , 71.235 , -12.2162 , -100.896
0.34 , 85.3738 , -55.7044 , -94.8994
0.34 , 71.235 , -12.2162 , -100.896
0.35 , 85.35 , -55.158 , -95.2794
0.35 , 71.235 , -12.2162 , -100.896
0.36 , 85.35 , -55.063 , -97.061
0.36 , 71.235 , -12.2162 , -100.896
0.37 , 85.2788 , -54.778 , -100.102
0.37 , 71.235 , -12.2162 , -100.896
0.38 , 85.2788 , -53.9941 , -100.577
0.38 , 71.235 , -12.2162 , -100.896
0.39 , 85.1125 , -53.3527 , -100.553
0.39 , 71.235 , -12.2162 , -100.896
0.4 , 84.3999 , -52.0937 , -100.529
0.4 , 71.235 , -12.2162 , -100.896
0.41 , 82.5945 , -49.4807 , -100.553
0.41 , 71.235 , -12.2162 , -100.896
0.42 , 80.0053 , -46.4639 , -100.577
0.42 , 71.235 , -12.2162 , -100.896
0.43 , 77.7248 , -40.6203 , -100.553
