0, 1, 1, -1.0246, 0.0248015
0.025, 1, 1, -1.0246, 0.0248015
0.05, 1, 1, -1.0246, 0.0248015
0.075, 1, 1, -1.0246, 0.0248015
0.1, 1, 1, -1.0246, 0.0248015
0.125, 1, 1, -1.0246, 0.0248015
0.15, 1, 1, -1.0246, 0.0248015
0.175, 1, 1, -1.0246, 0.0248015
0.2, 1, 1, -1.0246, 0.0248015
0.225, 1, 1, -1.0246, 0.0248015
0.25, 1, 1, -1.0246, 0.0248015
0.275, 1, 1, -1.0246, 0.0248015
0.3, 1, 1, -1.0246, 0.0248015
0.325, 1, 1, -1.0246, 0.0248015
0.35, 1, 1, -1.0246, 0.0248015
0.375, 1, 1, -1.0246, 0.0248015
0.4, 1, 1, -1.0246, 0.0248015
0.425, 1, 1, -1.0246, 0.0248015
0.45, 1, 1, -1.0246, 0.0248015
0.475, 1, 1, -1.0246, 0.0248015
0.5, 1, 1, -1.0246, 0.0248015
0.525, 1, 1, -1.0246, 0.0248015
0.55, 1, 1, -1.0246, 0.0248015
0.575, 1, 1, -1.0246, 0.0248015
0.6, 1, 1, -1.0246, 0.0248015
0.625, 1, 1, -1.0246, 0.0248015
0.65, 1, 1, -1.0246, 0.0248015
0.675, 1, 1, -1.0246, 0.0248015
0.7, 1, 1, -1.0246, 0.0248015
0.725, 1, 1, -1.0246, 0.0248015
0.75, 1, 1, -1.0246, 0.0248015
0.775, 1, 1, -1.0246, 0.0248015
0.8, 1, 1, -1.0246, 0.0248015
0.825, 1, 1, -1.03142, 0.0186657
0.85, 1, 1, -1.03142, 0.0186657
0.875, 1, 1, -1.03142, 0.0186657
0.9, 1, 1, -1.03142, 0.0186657
0.925, 1, 1, -1.03142, 0.0186657
0.95, 1, 1, -1.03142, 0.0186657
0.975, 1, 1, -1.03142, 0.0186657
1, 1, 1, -1.03142, 0.0186657
1.025, 1, 1, -1.00259, -0.00642652
1.05, 1, 1, -0.995061, -0.00490222
1.075, 1, 1, -0.994135, -0.00477649
1.1, 1, 1, -0.993496, -0.00479219
1.125, 1, 1, -0.993496, -0.00479219
1.15, 1, 1, -0.993496, -0.00479219
1.175, 1, 1, -0.99171, -0.00566885
1.2, 1, 1, -0.99171, -0.00566885
1.225, 1, 1, -0.99171, -0.00566885
1.25, 1, 1, -0.99171, -0.00566885
1.275, 1, 1, -0.99171, -0.00566885
1.3, 1, 1, -1.01387, 0.018691
1.325, 1, 1, -1.01387, 0.018691
1.35, 1, 1, -1.01387, 0.018691
1.375, 1, 1, -1.01387, 0.018691
1.4, 1, 1, -1.01387, 0.018691
