0, 0, 0, -0.00076699, 23, 0, 0.0639159
0.025, 0.00395062, 0, 0.000383495, 0.32, 2.4858, 0.782969
0.05, 0.0113839, 0, 0.0451246, 0.29, 3.14065, 3.00005
0.075, 0.0180164, 0, 0.143044, 0.27, 3.2907, 3.21976
0.1, 0.0357197, 0, 0.203508, 1.2, 3.2905, 3.51937
0.125, 0.0648378, 0, 0.294396, 1.23, 2.64774, 2.88021
0.15, 0.0807677, 0, 0.342845, 0.19, 3.29215, 2.22108
0.175, 0.0826006, 0, 0.444471, 0.12, 2.54799, 3.05997
0.2, 0.0896969, 0, 0.482948, 0.62, 2.88039, 2.32094
0.225, 0.107112, 0, 0.576265, 0.97, 4.19239, 3.21976
0.25, 0.142121, 0, 0.641332, 2.08, 4.49497, 4.61792
0.275, 0.192439, 0, 0.782202, 2.28, 4.28497, 4.11858
0.3, 0.248182, 0, 0.856728, 2.62, 3.39904, 4.25839
0.325, 0.307239, 0, 0.963084, 2.66, 3.35763, 3.23974
0.35, 0.384591, 0, 1.01345, 4.22, 1.92169, 3.37955
0.375, 0.478675, 0, 1.06522, 4.17, 2.01077, 1.94144
0.4, 0.589202, 0, 1.09411, 5.74, 2.84981, 1.96142
0.425, 0.711197, 0, 1.17465, 5.32, 2.68911, 2.80031
0.45, 0.834254, 0, 1.23166, 6.07, 2.67438, 2.52068
0.475, 0.969087, 0, 1.30734, 6.52, 3.81194, 2.16116
0.5, 1.13059, 0, 1.37419, 8.5, 2.42831, 3.47942
0.525, 1.3128, 0, 1.4459, 8.52, 2.36563, 2.40084
0.55, 1.51125, 0, 1.48451, 10.18, 1.5972, 2.06129
0.575, 1.72023, 0, 1.52184, 9.77, 0.940911, 1.28231
0.6, 1.91985, 0, 1.53807, 9.84, 1.18411, 0.822917
0.625, 2.11689, 0, 1.58064, 9.96, 0.886436, 1.10255
0.65, 2.30919, 0, 1.5869, 9.85, 1.77205, 0.243679
0.675, 2.49884, 0, 1.63829, 10.13, 2.36809, 2.02134
0.7, 2.6806, 0, 1.67907, 9.59, 1.74746, 2.32094
0.725, 2.85503, 0, 1.72982, 9.9, 1.09689, 1.56194
0.75, 3.0491, 0, 1.74772, 11.53, 0.927449, 0.962733
0.775, 3.25678, 0, 1.7752, 11.39, 0.18706, 1.16247
0.8, 3.47019, 0, 1.77878, 12.41, -0.275936, -0.015979
0.825, 3.69389, 0, 1.77878, 12.65, -0.340601, 0.0639159
0.85, 3.91194, 0, 1.77878, 12.4, 0.967921, 0.0639159
0.875, 4.12239, 0, 1.78747, 12.47, 0.609633, 1.0626
0.9, 4.32924, 0, 1.80064, 12.53, 1.13102, 0.583232
0.925, 4.53062, 0, 1.82978, 12.44, 0.814121, 0.723048
0.95, 4.72369, 0, 1.84448, 12.26, 0.18111, 0.523311
0.975, 4.9115, 0, 1.84704, 12.4, 0.0640061, 0.143811
1, 5.1127, 0, 1.84857, 13.72, -0.619139, 0.123837
1.025, 5.32276, 0, 1.84845, 13.52, -0.547546, 0.0439422
1.05, 5.52614, 0, 1.84845, 13.6, -0.039132, 0.0439422
1.075, 5.72587, 0, 1.84845, 13.63, 0.752111, 0.0639159
1.1, 5.92128, 0, 1.84857, 13.65, 0.0720982, 0.0639159
1.125, 6.11224, 0, 1.84857, 13.66, 0.360339, 0.0639159
1.15, 6.30095, 0, 1.84857, 13.85, -0.609196, 0.0639159
1.175, 6.48734, 0, 1.84845, 13.85, -1.04124, 0.0439422
1.2, 6.66914, 0, 1.84679, 13.85, -1.79395, -0.375506
1.225, 6.84582, 0, 1.80511, 13.8, -1.36701, -1.43411
1.25, 7.02358, 0, 1.77878, 14.29, -1.30419, -1.03464
1.275, 7.20263, 0, 1.74056, 14.26, -0.469885, -1.35422
1.3, 7.3654, 0, 1.72944, 13.33, -0.363716, -0.0359527
1.325, 7.51453, 0, 1.7233, 13.48, -0.496256, -0.255663
1.35, 7.65578, 0, 1.71563, 12.99, -0.922948, -0.595216
1.375, 7.78897, 0, 1.68303, 13.11, -1.92871, -0.974717
1.4, 7.92726, 0, 1.64277, 13.67, -1.57394, -2.47274
1.425, 8.06622, 0, 1.5869, 13.44, -1.45677, -1.43411
1.45, 8.18903, 0, 1.55904, 12.64, -1.23626, -1.13451
1.475, 8.30053, 0, 1.52324, 12.77, -0.538079, -0.61519
1.5, 8.39632, 0, 1.51327, 11.59, 0.179476, -0.914796
1.525, 8.47679, 0, 1.51097, 11.72, -0.296088, 0.0239684
1.55, 8.54761, 0, 1.5079, 10.97, -0.507384, -0.155795
1.575, 8.6047, 0, 1.49563, 10.75, -1.22162, -0.455401
1.6, 8.6652, 0, 1.46776, 11.36, -1.45718, -1.19443
1.625, 8.7347, 0, 1.41778, 11.6, -1.03341, -1.63385
1.65, 8.81743, 0, 1.39362, 12.57, -2.05887, -1.01466
1.675, 8.9107, 0, 1.33213, 12.62, -1.93334, -2.37288
1.7, 9.00093, 0, 1.28957, 12.51, -0.642737, -2.39285
1.725, 9.08646, 0, 1.2695, 12.42, -0.0892752, -0.435427
1.75, 9.12766, 0, 1.26796, 9.09, 0.86582, 0.283627
1.775, 9.12797, 0, 1.26886, 9.19, -0.470693, 0.0838896
1.8, 9.12012, 0, 1.26873, 8.43, -0.189921, 0.0439422
