0, -nan, -nan, -nan, -nan
15.45, 1, 1, -1.1237, 0.124412
15.475, 1, 1, -1.1237, 0.124412
15.5, 1, 1, -1.1237, 0.124412
15.525, 1, 1, -1.12384, 0.124564
15.55, 1, 1, -1.12384, 0.124564
15.575, 1, 1, -1.12358, 0.124277
15.6, 1, 1, -1.12358, 0.124277
15.625, 1, 1, -1.12382, 0.124492
15.65, 1, 1, -1.12382, 0.124492
15.675, 1, 1, -1.12382, 0.124492
15.7, 1, 1, -1.12382, 0.124492
15.725, 1, 1, -1.12382, 0.124492
15.75, 1, 1, -1.12382, 0.124492
15.775, 1, 1, -1.12382, 0.124492
15.8, 1, 1, -1.12382, 0.124492
15.825, 1, 1, -1.11508, 0.115803
15.85, 1, 1, -1.1148, 0.115481
15.875, 1, 1, -1.11479, 0.115412
15.9, 1, 1, -1.11479, 0.115412
15.925, 1, 1, -1.11711, 0.117663
15.95, 1, 1, -1.11812, 0.118604
15.975, 1, 1, -1.11812, 0.118604
16, 1, 1, -1.11812, 0.118604
16.025, 1, 1, -1.11919, 0.11965
16.05, 1, 1, -1.11919, 0.11965
16.075, 1, 1, -1.1208, 0.121198
16.1, 1, 1, -1.1208, 0.121198
16.125, 1, 1, -1.1255, 0.125775
16.15, 1, 1, -1.1255, 0.125775
16.175, 1, 1, -1.1255, 0.125775
16.2, 1, 1, -1.12728, 0.127529
16.225, 1, 1, -1.12728, 0.127529
16.25, 1, 1, -1.1285, 0.128687
16.275, 1, 1, -1.1285, 0.128687
16.3, 1, 1, -1.12974, 0.129895
16.325, 1, 1, -1.13038, 0.13051
16.35, 1, 1, -1.13008, 0.13022
16.375, 1, 1, -1.13008, 0.13022
16.4, 1, 1, -1.13037, 0.130537
16.425, 1, 1, -1.13019, 0.130382
16.45, 1, 1, -1.13019, 0.130382
16.475, 1, 1, -1.13019, 0.130382
16.5, 1, 1, -1.13019, 0.130382
16.525, 1, 1, -1.12823, 0.128342
16.55, 1, 1, -1.12778, 0.127902
16.575, 1, 1, -1.12778, 0.127902
16.6, 1, 1, -1.12948, 0.129687
16.625, 1, 1, -1.13158, 0.131925
16.65, 1, 1, -1.13158, 0.131925
16.675, 1, 1, -1.14504, 0.145508
16.7, 1, 1, -1.14504, 0.145508
16.725, 1, 1, -1.14798, 0.148476
16.75, 1, 1, -1.14798, 0.148476
16.775, 1, 1, -1.14798, 0.148476
16.8, 1, 1, -1.14798, 0.148476
16.825, 1, 1, -1.14798, 0.148476
16.85, 1, 1, -1.14798, 0.148476
16.875, 1, 1, -1.14798, 0.148476
16.9, 1, 1, -1.14798, 0.148476
16.925, 1, 1, -1.12737, 0.127791
16.95, 1, 1, -1.12737, 0.127791
16.975, 1, 1, -1.12801, 0.128455
17, 1, 1, -1.1283, 0.12877
17.025, 1, 1, -1.1283, 0.12877
17.05, 1, 1, -1.1293, 0.129812
17.075, 1, 1, -1.1293, 0.129812
17.1, 1, 1, -1.1293, 0.129812
17.125, 1, 1, -1.12894, 0.129443
17.15, 1, 1, -1.12894, 0.129443
17.175, 1, 1, -1.12894, 0.129443
17.2, 1, 1, -1.1292, 0.129684
17.225, 1, 1, -1.129, 0.129462
17.25, 1, 1, -1.129, 0.129462
17.275, 1, 1, -1.12904, 0.129535
17.3, 1, 1, -1.1291, 0.129599
17.325, 1, 1, -1.1291, 0.129599
17.35, 1, 1, -1.1291, 0.129599
17.375, 1, 1, -1.12941, 0.129886
17.4, 1, 1, -1.12941, 0.129886
17.425, 1, 1, -1.12941, 0.129886
17.45, 1, 1, -1.12862, 0.129127
17.475, 1, 1, -1.12862, 0.129127
17.5, 1, 1, -1.12896, 0.129486
17.525, 1, 1, -1.1291, 0.12963
17.55, 1, 1, -1.1291, 0.12963
17.575, 1, 1, -1.1291, 0.12963
17.6, 1, 1, -1.1291, 0.12963
17.625, 1, 1, -1.1291, 0.12963
17.65, 1, 1, -1.12873, 0.12926
17.675, 1, 1, -1.12873, 0.12926
17.7, 1, 1, -1.12873, 0.12926
17.725, 1, 1, -1.12873, 0.12926
17.75, 1, 1, -1.12873, 0.12926
17.775, 1, 1, -1.12518, 0.125749
17.8, 1, 1, -1.1251, 0.125661
17.825, 1, 1, -1.1251, 0.125661
17.85, 1, 1, -1.1251, 0.125661
17.875, 1, 1, -1.1251, 0.125661
17.9, 1, 1, -1.1251, 0.125661
17.925, 1, 1, -1.1251, 0.125661
17.95, 1, 1, -1.12855, 0.129075
17.975, 1, 1, -1.12855, 0.129075
18, 1, 1, -1.12855, 0.129075
18.025, 1, 1, -1.12855, 0.129075
18.05, 1, 1, -1.12855, 0.129075
18.075, 1, 1, -1.12855, 0.129075
18.1, 1, 1, -1.12855, 0.129075
18.125, 1, 1, -1.12855, 0.129075
18.15, 1, 1, -1.12855, 0.129075
18.175, 1, 1, -1.12855, 0.129075
18.2, 1, 1, -1.12855, 0.129075
18.225, 1, 1, -1.12855, 0.129075
18.25, 1, 1, -1.13055, 0.131055
18.275, 1, 1, -1.13179, 0.132248
18.3, 1, 1, -1.13347, 0.133856
18.325, 1, 1, -1.13555, 0.135863
18.35, 1, 1, -1.13555, 0.135863
18.375, 1, 1, -1.13555, 0.135863
18.4, 1, 1, -1.13555, 0.135863
18.425, 1, 1, -1.13555, 0.135863
18.45, 1, 1, -1.13555, 0.135863
18.475, 1, 1, -1.13555, 0.135863
18.5, 1, 1, -1.13554, 0.135856
18.525, 1, 1, -1.13539, 0.135711
18.55, 1, 1, -1.13503, 0.135373
18.575, 1, 1, -1.13446, 0.134824
18.6, 1, 1, -1.13446, 0.134824
18.625, 1, 1, -1.13446, 0.134824
18.65, 1, 1, -1.13446, 0.134824
18.675, 1, 1, -1.13358, 0.133928
18.7, 1, 1, -1.1327, 0.133091
18.725, 1, 1, -1.1327, 0.133091
18.75, 1, 1, -1.1327, 0.133091
18.775, 1, 1, -1.13341, 0.133801
18.8, 1, 1, -1.13341, 0.133801
18.825, 1, 1, -1.13349, 0.133891
18.85, 1, 1, -1.1328, 0.133229
18.875, 1, 1, -1.13238, 0.132842
18.9, 1, 1, -1.13227, 0.132783
18.925, 1, 1, -1.1335, 0.134087
18.95, 1, 1, -1.1335, 0.134087
18.975, 1, 1, -1.14694, 0.14764
19, 1, 1, -1.15202, 0.152801
19.025, 1, 1, -1.15409, 0.154917
19.05, 1, 1, -1.15409, 0.154917
19.075, 1, 1, -1.15309, 0.153898
19.1, 1, 1, -1.15327, 0.154098
19.125, 1, 1, -1.15415, 0.15502
19.15, 1, 1, -1.15776, 0.158736
19.175, 1, 1, -1.15776, 0.158736
19.2, 1, 1, -1.15776, 0.158736
19.225, 1, 1, -1.15776, 0.158736
19.25, 1, 1, -1.15776, 0.158736
19.275, 1, 1, -1.15776, 0.158736
19.3, 1, 1, -1.14303, 0.143945
19.325, 1, 1, -1.14303, 0.143945
19.35, 1, 1, -1.14303, 0.143945
19.375, 1, 1, -1.14303, 0.143945
19.4, 1, 1, -1.14254, 0.143483
19.425, 1, 1, -1.14254, 0.143483
19.45, 1, 1, -1.14254, 0.143483
19.475, 1, 1, -1.14254, 0.143483
19.5, 1, 1, -1.142, 0.142977
19.525, 1, 1, -1.142, 0.142977
19.55, 1, 1, -1.142, 0.142977
19.575, 1, 1, -1.142, 0.142977
19.6, 1, 1, -1.14196, 0.142941
19.625, 1, 1, -1.14196, 0.142941
19.65, 1, 1, -1.14275, 0.143692
19.675, 1, 1, -1.14155, 0.14243
19.7, 1, 1, -1.14075, 0.141579
19.725, 1, 1, -1.14008, 0.140863
19.75, 1, 1, -1.14008, 0.140863
19.775, 1, 1, -1.14008, 0.140863
19.8, 1, 1, -1.14008, 0.140863
19.825, 1, 1, -1.13721, 0.138018
19.85, 1, 1, -1.13721, 0.138018
19.875, 1, 1, -1.13828, 0.139063
19.9, 1, 1, -1.13828, 0.139063
19.925, 1, 1, -1.13828, 0.139063
19.95, 1, 1, -1.14043, 0.141184
19.975, 1, 1, -1.13981, 0.14052
20, 1, 1, -1.13939, 0.140043
20, 1, 1, -1.13633, 0.136994
20.025, 1, 1, -1.13633, 0.136994
20.05, 1, 1, -1.13633, 0.136994
20.075, 1, 1, -1.13633, 0.136994
20.1, 1, 1, -1.13633, 0.136994
20.125, 1, 1, -1.13633, 0.136994
20.15, 1, 1, -1.13633, 0.136994
20.175, 1, 1, -1.13591, 0.13657
20.2, 1, 1, -1.13591, 0.13657
20.225, 1, 1, -1.13591, 0.13657
20.25, 1, 1, -1.13555, 0.13621
20.275, 1, 1, -1.13527, 0.135931
20.3, 1, 1, -1.13527, 0.135931
20.325, 1, 1, -1.13514, 0.135803
20.35, 1, 1, -1.13515, 0.135815
20.375, 1, 1, -1.13515, 0.135815
20.4, 1, 1, -1.13515, 0.135815
20.425, 1, 1, -1.13527, 0.135935
20.45, 1, 1, -1.13527, 0.135935
20.475, 1, 1, -1.13527, 0.135935
20.5, 1, 1, -1.13527, 0.135935
20.525, 1, 1, -1.13527, 0.135935
20.55, 1, 1, -1.13527, 0.135935
20.575, 1, 1, -1.13527, 0.135935
20.6, 1, 1, -1.13217, 0.132846
20.625, 1, 1, -1.12916, 0.129833
20.65, 1, 1, -1.12619, 0.126876
20.675, 1, 1, -1.12317, 0.12386
20.7, 1, 1, -1.12317, 0.12386
20.725, 1, 1, -1.1203, 0.120988
20.75, 1, 1, -1.1203, 0.120988
20.775, 1, 1, -1.1203, 0.120988
20.8, 1, 1, -1.1203, 0.120988
20.825, 1, 1, -1.11789, 0.118576
20.85, 1, 1, -1.11789, 0.118576
20.875, 1, 1, -1.11789, 0.118576
20.9, 1, 1, -1.11569, 0.116384
20.925, 1, 1, -1.11339, 0.114075
20.95, 1, 1, -1.11339, 0.114075
20.975, 1, 1, -1.11124, 0.11192
21, 1, 1, -1.11124, 0.11192
21.025, 1, 1, -1.11124, 0.11192
21.05, 1, 1, -1.10935, 0.110023
21.075, 1, 1, -1.10935, 0.110023
21.1, 1, 1, -1.10935, 0.110023
21.125, 1, 1, -1.10935, 0.110023
21.15, 1, 1, -1.10935, 0.110023
21.175, 1, 1, -1.10935, 0.110023
21.2, 1, 1, -1.10935, 0.110023
21.225, 1, 1, -1.10935, 0.110023
21.25, 1, 1, -1.10935, 0.110023
21.275, 1, 1, -1.10745, 0.108114
21.3, 1, 1, -1.10745, 0.108114
21.325, 1, 1, -1.10562, 0.106271
21.35, 1, 1, -1.10562, 0.106271
21.375, 1, 1, -1.10386, 0.104492
21.4, 1, 1, -1.10386, 0.104492
21.425, 1, 1, -1.10386, 0.104492
21.45, 1, 1, -1.10221, 0.102821
21.475, 1, 1, -1.10221, 0.102821
21.5, 1, 1, -1.10061, 0.101196
21.525, 1, 1, -1.09901, 0.0995622
21.55, 1, 1, -1.09741, 0.0979283
21.575, 1, 1, -1.09581, 0.096289
21.6, 1, 1, -1.09581, 0.096289
21.625, 1, 1, -1.09581, 0.096289
21.65, 1, 1, -1.09581, 0.096289
21.675, 1, 1, -1.09581, 0.096289
21.7, 1, 1, -1.09581, 0.096289
21.725, 1, 1, -1.09581, 0.096289
21.75, 1, 1, -1.09581, 0.096289
21.775, 1, 1, -1.09401, 0.0944501
21.8, 1, 1, -1.09401, 0.0944501
21.825, 1, 1, -1.09224, 0.092647
21.85, 1, 1, -1.09224, 0.092647
21.875, 1, 1, -1.09224, 0.092647
21.9, 1, 1, -1.09224, 0.092647
21.925, 1, 1, -1.09064, 0.0910081
21.95, 1, 1, -1.09064, 0.0910081
21.975, 1, 1, -1.09064, 0.0910081
22, 1, 1, -1.09064, 0.0910081
22.025, 1, 1, -1.09064, 0.0910081
22.05, 1, 1, -1.08904, 0.0893736
22.075, 1, 1, -1.08904, 0.0893736
22.1, 1, 1, -1.08904, 0.0893736
22.125, 1, 1, -1.08904, 0.0893736
22.15, 1, 1, -1.08904, 0.0893736
22.175, 1, 1, -1.08904, 0.0893736
22.2, 1, 1, -1.0875, 0.0878034
22.225, 1, 1, -1.086, 0.0862772
22.25, 1, 1, -1.08459, 0.0848388
22.275, 1, 1, -1.08459, 0.0848388
22.3, 1, 1, -1.08336, 0.0835901
22.325, 1, 1, -1.08336, 0.0835901
22.35, 1, 1, -1.08225, 0.0824562
22.375, 1, 1, -1.08225, 0.0824562
22.4, 1, 1, -1.08116, 0.0813531
22.425, 1, 1, -1.08116, 0.0813531
22.45, 1, 1, -1.08116, 0.0813531
22.475, 1, 1, -1.08116, 0.0813531
22.5, 1, 1, -1.0801, 0.0802871
22.525, 1, 1, -1.07909, 0.0792604
22.55, 1, 1, -1.07812, 0.0782729
22.575, 1, 1, -1.07717, 0.0773189
22.6, 1, 1, -1.07717, 0.0773189
22.625, 1, 1, -1.07717, 0.0773189
22.65, 1, 1, -1.07626, 0.0763957
22.675, 1, 1, -1.07537, 0.0754949
22.7, 1, 1, -1.07537, 0.0754949
22.725, 1, 1, -1.07537, 0.0754949
22.75, 1, 1, -1.07537, 0.0754949
22.775, 1, 1, -1.07537, 0.0754949
22.8, 1, 1, -1.07537, 0.0754949
22.825, 1, 1, -1.07451, 0.0746194
22.85, 1, 1, -1.07368, 0.0737807
22.875, 1, 1, -1.07368, 0.0737807
22.9, 1, 1, -1.07368, 0.0737807
22.925, 1, 1, -1.07289, 0.0729841
22.95, 1, 1, -1.07289, 0.0729841
22.975, 1, 1, -1.07212, 0.0722073
23, 1, 1, -1.07212, 0.0722073
23.025, 1, 1, -1.07138, 0.0714517
23.05, 1, 1, -1.07065, 0.0707111
23.075, 1, 1, -1.07065, 0.0707111
23.1, 1, 1, -1.07065, 0.0707111
23.125, 1, 1, -1.07065, 0.0707111
23.15, 1, 1, -1.07065, 0.0707111
23.175, 1, 1, -1.07065, 0.0707111
23.2, 1, 1, -1.07065, 0.0707111
23.225, 1, 1, -1.06995, 0.0700037
23.25, 1, 1, -1.06995, 0.0700037
23.275, 1, 1, -1.06995, 0.0700037
23.3, 1, 1, -1.06995, 0.0700037
23.325, 1, 1, -1.06995, 0.0700037
23.35, 1, 1, -1.06942, 0.06946
23.375, 1, 1, -1.06942, 0.06946
23.4, 1, 1, -1.06886, 0.0688966
23.425, 1, 1, -1.06886, 0.0688966
23.45, 1, 1, -1.06886, 0.0688966
23.475, 1, 1, -1.06886, 0.0688966
23.5, 1, 1, -1.06886, 0.0688966
23.525, 1, 1, -1.06834, 0.0683675
23.55, 1, 1, -1.06834, 0.0683675
23.575, 1, 1, -1.06785, 0.0678653
23.6, 1, 1, -1.06737, 0.0673764
23.625, 1, 1, -1.06737, 0.0673764
23.65, 1, 1, -1.06692, 0.0669227
23.675, 1, 1, -1.06651, 0.0665035
23.7, 1, 1, -1.06651, 0.0665035
23.725, 1, 1, -1.06612, 0.0661144
23.75, 1, 1, -1.06612, 0.0661144
23.775, 1, 1, -1.06612, 0.0661144
23.8, 1, 1, -1.06612, 0.0661144
23.825, 1, 1, -1.06612, 0.0661144
23.85, 1, 1, -1.06574, 0.0657249
23.875, 1, 1, -1.06537, 0.0653487
23.9, 1, 1, -1.06502, 0.0649967
23.925, 1, 1, -1.06468, 0.0646569
23.95, 1, 1, -1.06435, 0.0643227
23.975, 1, 1, -1.06435, 0.0643227
24, 1, 1, -1.06408, 0.0640458
24.025, 1, 1, -1.06398, 0.0639298
24.05, 1, 1, -1.06423, 0.0641606
24.075, 1, 1, -1.06423, 0.0641606
24.1, 1, 1, -1.06511, 0.0650191
24.125, 1, 1, -1.06511, 0.0650191
24.15, 1, 1, -1.06511, 0.0650191
24.175, 1, 1, -1.06511, 0.0650191
24.2, 1, 1, -1.06617, 0.066055
24.225, 1, 1, -1.06617, 0.066055
24.25, 1, 1, -1.06722, 0.0670857
24.275, 1, 1, -1.06822, 0.0680674
24.3, 1, 1, -1.06822, 0.0680674
24.325, 1, 1, -1.06822, 0.0680674
24.35, 1, 1, -1.06822, 0.0680674
24.375, 1, 1, -1.06944, 0.0692719
24.4, 1, 1, -1.06944, 0.0692719
24.425, 1, 1, -1.06944, 0.0692719
24.45, 1, 1, -1.06944, 0.0692719
24.475, 1, 1, -1.07075, 0.0705604
24.5, 1, 1, -1.07075, 0.0705604
24.525, 1, 1, -1.07075, 0.0705604
24.55, 1, 1, -1.07075, 0.0705604
24.575, 1, 1, -1.07075, 0.0705604
24.6, 1, 1, -1.0729, 0.0727076
24.625, 1, 1, -1.0729, 0.0727076
24.65, 1, 1, -1.0729, 0.0727076
24.675, 1, 1, -1.0729, 0.0727076
24.7, 1, 1, -1.07495, 0.074744
24.725, 1, 1, -1.07495, 0.074744
24.75, 1, 1, -1.07495, 0.074744
24.775, 1, 1, -1.07701, 0.0768011
24.8, 1, 1, -1.07701, 0.0768011
24.825, 1, 1, -1.07701, 0.0768011
24.85, 1, 1, -1.07701, 0.0768011
24.875, 1, 1, -1.07701, 0.0768011
24.9, 1, 1, -1.07934, 0.0791293
24.925, 1, 1, -1.08173, 0.0815133
24.95, 1, 1, -1.08173, 0.0815133
24.975, 1, 1, -1.0841, 0.0838854
25, 1, 1, -1.08644, 0.0862317
25.025, 1, 1, -1.08875, 0.0885461
25.05, 1, 1, -1.09102, 0.0908185
25.075, 1, 1, -1.09325, 0.0930496
25.1, 1, 1, -1.09544, 0.0952457
25.125, 1, 1, -1.09544, 0.0952457
25.15, 1, 1, -1.09544, 0.0952457
25.175, 1, 1, -1.09544, 0.0952457
25.2, 1, 1, -1.09544, 0.0952457
25.225, 1, 1, -1.09544, 0.0952457
25.25, 1, 1, -1.09544, 0.0952457
25.275, 1, 1, -1.09757, 0.0973834
25.3, 1, 1, -1.09964, 0.0994649
25.325, 1, 1, -1.10167, 0.101496
25.35, 1, 1, -1.10167, 0.101496
25.375, 1, 1, -1.10364, 0.103476
25.4, 1, 1, -1.10556, 0.105397
25.425, 1, 1, -1.10556, 0.105397
25.45, 1, 1, -1.10556, 0.105397
25.475, 1, 1, -1.10556, 0.105397
25.5, 1, 1, -1.10743, 0.107277
25.525, 1, 1, -1.10743, 0.107277
25.55, 1, 1, -1.10925, 0.109105
25.575, 1, 1, -1.10925, 0.109105
25.6, 1, 1, -1.10925, 0.109105
25.625, 1, 1, -1.10925, 0.109105
25.65, 1, 1, -1.10925, 0.109105
25.675, 1, 1, -1.11098, 0.110847
25.7, 1, 1, -1.11098, 0.110847
25.725, 1, 1, -1.11098, 0.110847
25.75, 1, 1, -1.1127, 0.112578
25.775, 1, 1, -1.1127, 0.112578
25.8, 1, 1, -1.1127, 0.112578
25.825, 1, 1, -1.11434, 0.114221
25.85, 1, 1, -1.11434, 0.114221
25.875, 1, 1, -1.11594, 0.115824
25.9, 1, 1, -1.11594, 0.115824
25.925, 1, 1, -1.11594, 0.115824
25.95, 1, 1, -1.11743, 0.117322
25.975, 1, 1, -1.11743, 0.117322
26, 1, 1, -1.11743, 0.117322
26.025, 1, 1, -1.11889, 0.118796
26.05, 1, 1, -1.12041, 0.120323
26.075, 1, 1, -1.12041, 0.120323
26.1, 1, 1, -1.12181, 0.121727
26.125, 1, 1, -1.12315, 0.123077
26.15, 1, 1, -1.12315, 0.123077
26.175, 1, 1, -1.12315, 0.123077
26.2, 1, 1, -1.12446, 0.124392
26.225, 1, 1, -1.12446, 0.124392
26.25, 1, 1, -1.12571, 0.125652
26.275, 1, 1, -1.12571, 0.125652
26.3, 1, 1, -1.12694, 0.126881
26.325, 1, 1, -1.12694, 0.126881
26.35, 1, 1, -1.12811, 0.128065
26.375, 1, 1, -1.12811, 0.128065
26.4, 1, 1, -1.12811, 0.128065
26.425, 1, 1, -1.12811, 0.128065
26.45, 1, 1, -1.12811, 0.128065
26.475, 1, 1, -1.12925, 0.129208
26.5, 1, 1, -1.13035, 0.130315
26.525, 1, 1, -1.13035, 0.130315
26.55, 1, 1, -1.13142, 0.131392
26.575, 1, 1, -1.13246, 0.132435
26.6, 1, 1, -1.13246, 0.132435
26.625, 1, 1, -1.13246, 0.132435
26.65, 1, 1, -1.13246, 0.132435
26.675, 1, 1, -1.13246, 0.132435
26.7, 1, 1, -1.13246, 0.132435
26.725, 1, 1, -1.13246, 0.132435
26.75, 1, 1, -1.13246, 0.132435
26.775, 1, 1, -1.13345, 0.133428
26.8, 1, 1, -1.13345, 0.133428
26.825, 1, 1, -1.13345, 0.133428
26.85, 1, 1, -1.13345, 0.133428
26.875, 1, 1, -1.13345, 0.133428
26.9, 1, 1, -1.13436, 0.134339
26.925, 1, 1, -1.13523, 0.13522
26.95, 1, 1, -1.13523, 0.13522
26.975, 1, 1, -1.13608, 0.136069
27, 1, 1, -1.13608, 0.136069
27.025, 1, 1, -1.13709, 0.137083
27.05, 1, 1, -1.13709, 0.137083
27.075, 1, 1, -1.13834, 0.13833
27.1, 1, 1, -1.13834, 0.13833
27.125, 1, 1, -1.13834, 0.13833
27.15, 1, 1, -1.13834, 0.13833
27.175, 1, 1, -1.13834, 0.13833
27.2, 1, 1, -1.13962, 0.13961
27.225, 1, 1, -1.14092, 0.140924
27.25, 1, 1, -1.14092, 0.140924
27.275, 1, 1, -1.14092, 0.140924
27.3, 1, 1, -1.14092, 0.140924
27.325, 1, 1, -1.14227, 0.142275
27.35, 1, 1, -1.14364, 0.143643
27.375, 1, 1, -1.14364, 0.143643
27.4, 1, 1, -1.14487, 0.144872
27.425, 1, 1, -1.14487, 0.144872
27.45, 1, 1, -1.14618, 0.146186
27.475, 1, 1, -1.14618, 0.146186
27.5, 1, 1, -1.14741, 0.147421
27.525, 1, 1, -1.1486, 0.148616
27.55, 1, 1, -1.1486, 0.148616
27.575, 1, 1, -1.1486, 0.148616
27.6, 1, 1, -1.14975, 0.149773
27.625, 1, 1, -1.15087, 0.150892
27.65, 1, 1, -1.15194, 0.151971
27.675, 1, 1, -1.15194, 0.151971
27.7, 1, 1, -1.15194, 0.151971
27.725, 1, 1, -1.15194, 0.151971
27.75, 1, 1, -1.15194, 0.151971
27.775, 1, 1, -1.15298, 0.153012
27.8, 1, 1, -1.15298, 0.153012
27.825, 1, 1, -1.15399, 0.154029
27.85, 1, 1, -1.15399, 0.154029
27.875, 1, 1, -1.15498, 0.155014
27.9, 1, 1, -1.15593, 0.155969
27.925, 1, 1, -1.15593, 0.155969
27.95, 1, 1, -1.15685, 0.156896
27.975, 1, 1, -1.15685, 0.156896
28, 1, 1, -1.15777, 0.157817
28.025, 1, 1, -1.15777, 0.157817
28.05, 1, 1, -1.15777, 0.157817
28.075, 1, 1, -1.15777, 0.157817
28.1, 1, 1, -1.15873, 0.158786
28.125, 1, 1, -1.15873, 0.158786
28.15, 1, 1, -1.15967, 0.159722
28.175, 1, 1, -1.16053, 0.160589
28.2, 1, 1, -1.16053, 0.160589
28.225, 1, 1, -1.16053, 0.160589
28.25, 1, 1, -1.16053, 0.160589
28.275, 1, 1, -1.16053, 0.160589
28.3, 1, 1, -1.16102, 0.161082
28.325, 1, 1, -1.1615, 0.161573
28.35, 1, 1, -1.1615, 0.161573
28.375, 1, 1, -1.1615, 0.161573
28.4, 1, 1, -1.1615, 0.161573
28.425, 1, 1, -1.1615, 0.161573
28.45, 1, 1, -1.1615, 0.161573
28.475, 1, 1, -1.1615, 0.161573
28.5, 1, 1, -1.1615, 0.161573
28.525, 1, 1, -1.16204, 0.162115
28.55, 1, 1, -1.16204, 0.162115
28.575, 1, 1, -1.16249, 0.162567
28.6, 1, 1, -1.16289, 0.162975
28.625, 1, 1, -1.16289, 0.162975
28.65, 1, 1, -1.16323, 0.163321
28.675, 1, 1, -1.16323, 0.163321
28.7, 1, 1, -1.16364, 0.163728
28.725, 1, 1, -1.16364, 0.163728
28.75, 1, 1, -1.16364, 0.163728
28.775, 1, 1, -1.16364, 0.163728
28.8, 1, 1, -1.16484, 0.164934
28.825, 1, 1, -1.16645, 0.166542
28.85, 1, 1, -1.16819, 0.168276
28.875, 1, 1, -1.16819, 0.168276
28.9, 1, 1, -1.16991, 0.169994
28.925, 1, 1, -1.16991, 0.169994
28.95, 1, 1, -1.16991, 0.169994
28.975, 1, 1, -1.16991, 0.169994
29, 1, 1, -1.17157, 0.17165
29.025, 1, 1, -1.17319, 0.173271
29.05, 1, 1, -1.17319, 0.173271
29.075, 1, 1, -1.17319, 0.173271
29.1, 1, 1, -1.17479, 0.174862
29.125, 1, 1, -1.17479, 0.174862
29.15, 1, 1, -1.17632, 0.176391
29.175, 1, 1, -1.17783, 0.177904
29.2, 1, 1, -1.17935, 0.179427
29.225, 1, 1, -1.18081, 0.180885
29.25, 1, 1, -1.18081, 0.180885
29.275, 1, 1, -1.18225, 0.182326
29.3, 1, 1, -1.18369, 0.183763
29.325, 1, 1, -1.18369, 0.183763
29.35, 1, 1, -1.18369, 0.183763
29.375, 1, 1, -1.18369, 0.183763
29.4, 1, 1, -1.18509, 0.185168
29.425, 1, 1, -1.18509, 0.185168
29.45, 1, 1, -1.18509, 0.185168
29.475, 1, 1, -1.18509, 0.185168
29.5, 1, 1, -1.18509, 0.185168
29.525, 1, 1, -1.18509, 0.185168
29.55, 1, 1, -1.18594, 0.186023
29.575, 1, 1, -1.18679, 0.18687
29.6, 1, 1, -1.18679, 0.18687
29.625, 1, 1, -1.18679, 0.18687
29.65, 1, 1, -1.18679, 0.18687
29.675, 1, 1, -1.18679, 0.18687
29.7, 1, 1, -1.1876, 0.187682
29.725, 1, 1, -1.1876, 0.187682
29.75, 1, 1, -1.1876, 0.187682
29.775, 1, 1, -1.1876, 0.187682
29.8, 1, 1, -1.18868, 0.188764
29.825, 1, 1, -1.18868, 0.188764
29.85, 1, 1, -1.18868, 0.188764
29.875, 1, 1, -1.18947, 0.189559
29.9, 1, 1, -1.18947, 0.189559
29.925, 1, 1, -1.19044, 0.190523
29.95, 1, 1, -1.19044, 0.190523
29.975, 1, 1, -1.19044, 0.190523
30, 1, 1, -1.19109, 0.191173
30.025, 1, 1, -1.19109, 0.191173
30.05, 1, 1, -1.19176, 0.191843
30.075, 1, 1, -1.19176, 0.191843
30.1, 1, 1, -1.19242, 0.192502
30.125, 1, 1, -1.19242, 0.192502
30.15, 1, 1, -1.19305, 0.193134
30.175, 1, 1, -1.19305, 0.193134
30.2, 1, 1, -1.19367, 0.193755
30.225, 1, 1, -1.19431, 0.194397
30.25, 1, 1, -1.19431, 0.194397
30.275, 1, 1, -1.19487, 0.194956
30.3, 1, 1, -1.19487, 0.194956
30.325, 1, 1, -1.19542, 0.195504
30.35, 1, 1, -1.19596, 0.196043
30.375, 1, 1, -1.19596, 0.196043
30.4, 1, 1, -1.19596, 0.196043
30.425, 1, 1, -1.19596, 0.196043
30.45, 1, 1, -1.19653, 0.196613
30.475, 1, 1, -1.19713, 0.197212
30.5, 1, 1, -1.19775, 0.197828
30.525, 1, 1, -1.19775, 0.197828
30.55, 1, 1, -1.19775, 0.197828
30.575, 1, 1, -1.19834, 0.198423
30.6, 1, 1, -1.19894, 0.199014
30.625, 1, 1, -1.19894, 0.199014
30.65, 1, 1, -1.19954, 0.199614
30.675, 1, 1, -1.19954, 0.199614
30.7, 1, 1, -1.19954, 0.199614
30.725, 1, 1, -1.20017, 0.200244
30.75, 1, 1, -1.2008, 0.200869
30.775, 1, 1, -1.2014, 0.201473
30.8, 1, 1, -1.2014, 0.201473
30.825, 1, 1, -1.2014, 0.201473
30.85, 1, 1, -1.20199, 0.202057
30.875, 1, 1, -1.20199, 0.202057
30.9, 1, 1, -1.20199, 0.202057
30.925, 1, 1, -1.20199, 0.202057
30.95, 1, 1, -1.20257, 0.202631
30.975, 1, 1, -1.20257, 0.202631
31, 1, 1, -1.20257, 0.202631
31.025, 1, 1, -1.20257, 0.202631
31.05, 1, 1, -1.20257, 0.202631
31.075, 1, 1, -1.20257, 0.202631
31.1, 1, 1, -1.2031, 0.203166
31.125, 1, 1, -1.2031, 0.203166
31.15, 1, 1, -1.20368, 0.203746
31.175, 1, 1, -1.20368, 0.203746
