pos1 40.8976, pos2 -146.655, pos3 37.1572
0.87 , 85.3824 , -128.982 , -25.0046
0.88 , 84.875 , -127.966 , -24.9898
0.88 , 85.3824 , -128.982 , -25.0046
0.89 , 84.875 , -127.894 , -25.0135
0.89 , 85.3824 , -128.982 , -25.0046
0.9 , 84.9462 , -127.942 , -24.9898
0.9 , 85.3824 , -128.982 , -25.0046
0.91 , 85.1125 , -127.966 , -24.9898
0.91 , 85.3824 , -128.982 , -25.0046
0.92 , 85.1363 , -127.989 , -24.966
0.92 , 85.3824 , -128.982 , -25.0046
0.93 , 85.1363 , -127.989 , -24.9898
0.93 , 85.3824 , -128.982 , -25.0046
0.94 , 85.1125 , -127.966 , -24.966
0.94 , 85.3824 , -128.982 , -25.0046
0.95 , 85.1125 , -127.847 , -24.9898
0.95 , 85.3824 , -128.982 , -25.0046
0.96 , 85.1125 , -127.918 , -24.966
0.96 , 85.3824 , -128.982 , -25.0046
0.97 , 85.0412 , -127.894 , -24.9898
0.97 , 85.3824 , -128.982 , -25.0046
0.98 , 84.875 , -127.942 , -24.966
0.98 , 85.3824 , -128.982 , -25.0046
0.99 , 84.875 , -127.966 , -24.9898
0.99 , 85.3824 , -128.982 , -25.0046
1 , 84.875 , -127.942 , -24.966
1 , 85.3824 , -128.982 , -25.0046
1.01 , 84.875 , -127.918 , -24.9898
1.01 , 85.3824 , -128.982 , -25.0046
1.02 , 84.875 , -127.989 , -24.9423
1.02 , 85.3824 , -128.982 , -25.0046
1.03 , 84.875 , -127.989 , -24.9898
1.03 , 85.3824 , -128.982 , -25.0046
1.04 , 85.0412 , -127.966 , -24.9423
1.04 , 85.3824 , -128.982 , -25.0046
1.05 , 85.1125 , -127.989 , -25.0135
1.05 , 85.3824 , -128.982 , -25.0046
1.06 , 85.1363 , -128.013 , -24.9185
1.06 , 85.3824 , -128.982 , -25.0046
1.07 , 85.1363 , -128.013 , -24.966
1.07 , 85.3824 , -128.982 , -25.0046
1.08 , 85.1363 , -128.013 , -24.9423
1.08 , 85.3824 , -128.982 , -25.0046
1.09 , 85.1125 , -127.989 , -24.966
1.09 , 85.3824 , -128.982 , -25.0046
1.1 , 85.0412 , -128.037 , -24.966
1.1 , 85.3824 , -128.982 , -25.0046
1.11 , 84.97 , -128.013 , -24.966
1.11 , 85.3824 , -128.982 , -25.0046
1.12 , 84.875 , -127.989 , -24.9898
1.12 , 85.3824 , -128.982 , -25.0046
1.13 , 84.875 , -128.013 , -24.9423
1.13 , 85.3824 , -128.982 , -25.0046
1.14 , 84.875 , -128.037 , -24.9898
1.14 , 85.3824 , -128.982 , -25.0046
1.15 , 84.875 , -128.013 , -24.966
1.15 , 85.3824 , -128.982 , -25.0046
1.16 , 84.875 , -128.013 , -24.9898
1.16 , 85.3824 , -128.982 , -25.0046
1.17 , 84.875 , -128.037 , -24.9423
1.17 , 85.3824 , -128.982 , -25.0046
1.18 , 84.9937 , -128.061 , -24.966
1.18 , 85.3824 , -128.982 , -25.0046
1.19 , 85.1363 , -128.061 , -24.9185
1.19 , 85.3824 , -128.982 , -25.0046
1.2 , 85.16 , -128.061 , -24.966
1.2 , 85.3824 , -128.982 , -25.0046
1.21 , 85.16 , -128.037 , -24.9898
1.21 , 85.3824 , -128.982 , -25.0046
1.22 , 85.16 , -128.037 , -24.966
1.22 , 85.3824 , -128.982 , -25.0046
1.23 , 85.16 , -128.037 , -24.966
1.23 , 85.3824 , -128.982 , -25.0046
1.24 , 85.1125 , -128.061 , -24.966
1.24 , 85.3824 , -128.982 , -25.0046
1.25 , 84.97 , -128.013 , -24.9898
1.25 , 85.3824 , -128.982 , -25.0046
1.26 , 84.8987 , -128.013 , -24.966
1.26 , 85.3824 , -128.982 , -25.0046
1.27 , 84.875 , -127.989 , -24.9898
1.27 , 85.3824 , -128.982 , -25.0046
1.28 , 84.8512 , -128.037 , -24.9898
1.28 , 85.3824 , -128.982 , -25.0046
1.29 , 84.875 , -128.037 , -25.0135
1.29 , 85.3824 , -128.982 , -25.0046
1.3 , 84.8512 , -127.989 , -25.0135
1.3 , 85.3824 , -128.982 , -25.0046
1.31 , 84.8987 , -128.013 , -25.0135
1.31 , 85.3824 , -128.982 , -25.0046
1.32 , 85.0412 , -127.966 , -24.9898
1.32 , 85.3824 , -128.982 , -25.0046
1.33 , 85.1125 , -127.942 , -24.9898
1.33 , 85.3824 , -128.982 , -25.0046
1.34 , 85.1125 , -127.989 , -25.0373
1.34 , 85.3824 , -128.982 , -25.0046
1.35 , 85.1125 , -128.013 , -25.0135
1.35 , 85.3824 , -128.982 , -25.0046
1.36 , 85.0887 , -127.966 , -25.061
1.36 , 85.3824 , -128.982 , -25.0046
1.37 , 85.0887 , -127.966 , -25.0135
1.37 , 85.3824 , -128.982 , -25.0046
1.38 , 85.0887 , -127.918 , -25.0373
1.38 , 85.3824 , -128.982 , -25.0046
1.39 , 84.8987 , -127.966 , -25.0135
1.39 , 85.3824 , -128.982 , -25.0046
1.4 , 84.875 , -127.942 , -25.061
1.4 , 85.3824 , -128.982 , -25.0046
1.41 , 84.8512 , -127.966 , -25.0135
1.41 , 85.3824 , -128.982 , -25.0046
1.42 , 84.8512 , -127.894 , -25.061
1.42 , 85.3824 , -128.982 , -25.0046
1.43 , 84.8512 , -127.918 , -25.0135
1.43 , 85.3824 , -128.982 , -25.0046
1.44 , 84.8512 , -127.966 , -25.061
1.44 , 85.3824 , -128.982 , -25.0046
1.45 , 84.9225 , -127.942 , -25.061
1.45 , 85.3824 , -128.982 , -25.0046
1.46 , 85.065 , -127.942 , -25.0848
1.46 , 85.3824 , -128.982 , -25.0046
1.47 , 85.1125 , -127.942 , -25.061
1.47 , 85.3824 , -128.982 , -25.0046
1.48 , 85.1125 , -127.942 , -25.061
1.48 , 85.3824 , -128.982 , -25.0046
1.49 , 85.1125 , -127.966 , -25.061
1.49 , 85.3824 , -128.982 , -25.0046
1.5 , 85.1125 , -127.966 , -25.0373
1.5 , 85.3824 , -128.982 , -25.0046
1.51 , 85.0887 , -127.871 , -25.061
1.51 , 85.3824 , -128.982 , -25.0046
1.52 , 84.9937 , -127.966 , -25.0373
1.52 , 85.3824 , -128.982 , -25.0046
1.53 , 84.875 , -127.966 , -25.061
1.53 , 85.3824 , -128.982 , -25.0046
1.54 , 84.8274 , -127.966 , -25.0135
1.54 , 85.3824 , -128.982 , -25.0046
1.55 , 84.8512 , -127.989 , -25.061
1.55 , 85.3824 , -128.982 , -25.0046
1.56 , 84.8274 , -127.966 , -24.9898
1.56 , 85.3824 , -128.982 , -25.0046
1.57 , 84.8274 , -127.966 , -24.9898
1.57 , 85.3824 , -128.982 , -25.0046
1.58 , 84.9225 , -127.942 , -25.061
1.58 , 85.3824 , -128.982 , -25.0046
1.59 , 85.065 , -128.013 , -25.0135
1.59 , 85.3824 , -128.982 , -25.0046
1.6 , 85.065 , -127.989 , -25.061
1.6 , 85.3824 , -128.982 , -25.0046
1.61 , 85.1125 , -127.989 , -25.0135
1.61 , 85.3824 , -128.982 , -25.0046
1.62 , 85.1125 , -128.013 , -25.061
1.62 , 85.3824 , -128.982 , -25.0046
1.63 , 85.1125 , -127.989 , -25.0135
1.63 , 85.3824 , -128.982 , -25.0046
1.64 , 85.1363 , -127.966 , -25.061
1.64 , 85.3824 , -128.982 , -25.0046
1.65 , 85.0412 , -128.037 , -25.0373
1.65 , 85.3824 , -128.982 , -25.0046
1.66 , 84.97 , -128.061 , -24.9898
1.66 , 85.3824 , -128.982 , -25.0046
1.67 , 84.875 , -128.061 , -25.061
1.67 , 85.3824 , -128.982 , -25.0046
1.68 , 84.8512 , -128.037 , -25.0135
1.68 , 85.3824 , -128.982 , -25.0046
1.69 , 84.875 , -128.037 , -25.0373
1.69 , 85.3824 , -128.982 , -25.0046
1.7 , 84.875 , -128.108 , -25.0135
1.7 , 85.3824 , -128.982 , -25.0046
1.71 , 84.8512 , -128.037 , -25.0373
1.71 , 85.3824 , -128.982 , -25.0046
1.72 , 84.875 , -128.061 , -25.0135
1.72 , 85.3824 , -128.982 , -25.0046
1.73 , 85.065 , -128.037 , -25.1085
1.73 , 85.3824 , -128.982 , -25.0046
1.74 , 85.065 , -128.037 , -25.061
1.74 , 85.3824 , -128.982 , -25.0046
1.75 , 85.0887 , -128.037 , -24.9898
1.75 , 85.3824 , -128.982 , -25.0046
1.76 , 85.0887 , -128.061 , -25.0373
1.76 , 85.3824 , -128.982 , -25.0046
1.77 , 85.1125 , -128.061 , -24.9898
1.77 , 85.3824 , -128.982 , -25.0046
1.78 , 85.1125 , -128.013 , -25.0373
1.78 , 85.3824 , -128.982 , -25.0046
1.79 , 85.0887 , -128.013 , -24.966
1.79 , 85.3824 , -128.982 , -25.0046
1.8 , 85.0887 , -127.989 , -25.0135
1.8 , 85.3824 , -128.982 , -25.0046
1.81 , 84.97 , -127.989 , -24.9898
1.81 , 85.3824 , -128.982 , -25.0046
1.82 , 84.875 , -127.989 , -25.0135
1.82 , 85.3824 , -128.982 , -25.0046
1.83 , 84.8512 , -127.989 , -24.9898
1.83 , 85.3824 , -128.982 , -25.0046
1.84 , 84.8512 , -128.013 , -24.9423
1.84 , 85.3824 , -128.982 , -25.0046
1.85 , 84.8512 , -127.966 , -24.9898
1.85 , 85.3824 , -128.982 , -25.0046
1.86 , 84.875 , -127.989 , -25.0135
1.86 , 85.3824 , -128.982 , -25.0046
1.87 , 84.875 , -127.942 , -24.9898
1.87 , 85.3824 , -128.982 , -25.0046
1.88 , 84.9937 , -127.989 , -24.966
1.88 , 85.3824 , -128.982 , -25.0046
1.89 , 85.1125 , -127.989 , -24.9898
1.89 , 85.3824 , -128.982 , -25.0046
1.9 , 85.1125 , -127.942 , -24.966
1.9 , 85.3824 , -128.982 , -25.0046
1.91 , 85.1363 , -127.966 , -24.9898
1.91 , 85.3824 , -128.982 , -25.0046
1.92 , 85.1125 , -127.966 , -24.966
1.92 , 85.3824 , -128.982 , -25.0046
1.93 , 85.1125 , -127.942 , -24.9898
1.93 , 85.3824 , -128.982 , -25.0046
1.94 , 85.1125 , -127.918 , -24.966
1.94 , 85.3824 , -128.982 , -25.0046
1.95 , 84.9937 , -127.847 , -24.966
1.95 , 85.3824 , -128.982 , -25.0046
1.96 , 84.9225 , -127.942 , -24.966
1.96 , 85.3824 , -128.982 , -25.0046
1.97 , 84.8987 , -127.942 , -24.966
1.97 , 85.3824 , -128.982 , -25.0046
1.98 , 84.8512 , -127.966 , -24.966
1.98 , 85.3824 , -128.982 , -25.0046
1.99 , 84.8512 , -127.942 , -24.9898
1.99 , 85.3824 , -128.982 , -25.0046
pos1 100.87, pos2 -82.8682, pos3 -86.6114
0 , 85.4688 , -127.918 , -24.966
0 , 100.87 , -82.8682 , -86.6114
0.01 , 87.1791 , -126.493 , -25.0848
0.01 , 100.87 , -82.8682 , -86.6114
0.02 , 88.6044 , -125.163 , -26.3675
0.02 , 100.87 , -82.8682 , -86.6114
0.03 , 89.7446 , -123.88 , -29.6457
0.03 , 100.87 , -82.8682 , -86.6114
0.04 , 90.9086 , -122.668 , -31.166
0.04 , 100.87 , -82.8682 , -86.6114
0.05 , 92.1438 , -121.386 , -31.1422
0.05 , 100.87 , -82.8682 , -86.6114
0.06 , 93.4266 , -120.127 , -31.261
0.06 , 100.87 , -82.8682 , -86.6114
0.07 , 94.6381 , -118.891 , -32.9238
0.07 , 100.87 , -82.8682 , -86.6114
0.08 , 95.8258 , -117.585 , -36.7483
0.08 , 100.87 , -82.8682 , -86.6114
0.09 , 97.061 , -116.373 , -37.7222
0.09 , 100.87 , -82.8682 , -86.6114
0.1 , 98.3438 , -115.091 , -37.5797
0.1 , 100.87 , -82.8682 , -86.6114
0.11 , 99.5315 , -113.76 , -37.6984
0.11 , 100.87 , -82.8682 , -86.6114
0.12 , 100.387 , -112.597 , -38.4348
0.12 , 100.87 , -82.8682 , -86.6114
0.13 , 100.387 , -111.48 , -41.5467
0.13 , 100.87 , -82.8682 , -86.6114
0.14 , 100.197 , -110.269 , -44.611
0.14 , 100.87 , -82.8682 , -86.6114
0.15 , 99.9591 , -108.962 , -44.5635
0.15 , 100.87 , -82.8682 , -86.6114
0.16 , 99.9353 , -107.751 , -44.516
0.16 , 100.87 , -82.8682 , -86.6114
0.17 , 99.8403 , -106.539 , -45.3237
0.17 , 100.87 , -82.8682 , -86.6114
0.18 , 99.8403 , -105.256 , -47.5566
0.18 , 100.87 , -82.8682 , -86.6114
0.19 , 99.8403 , -104.021 , -49.4807
0.19 , 100.87 , -82.8682 , -86.6114
0.2 , 99.8641 , -102.786 , -49.932
0.2 , 100.87 , -82.8682 , -86.6114
0.21 , 100.03 , -101.669 , -50.5734
0.21 , 100.87 , -82.8682 , -86.6114
0.22 , 100.102 , -100.387 , -52.545
0.22 , 100.87 , -82.8682 , -86.6114
0.23 , 100.102 , -99.1039 , -54.3266
0.23 , 100.87 , -82.8682 , -86.6114
0.24 , 100.078 , -97.8687 , -54.8255
0.24 , 100.87 , -82.8682 , -86.6114
0.25 , 100.078 , -96.6335 , -55.4668
0.25 , 100.87 , -82.8682 , -86.6114
0.26 , 99.9828 , -95.517 , -57.6048
0.26 , 100.87 , -82.8682 , -86.6114
0.27 , 100.007 , -94.2818 , -59.1726
0.27 , 100.87 , -82.8682 , -86.6114
0.28 , 99.9353 , -92.9515 , -59.7189
0.28 , 100.87 , -82.8682 , -86.6114
0.29 , 99.8878 , -91.8825 , -60.6928
0.29 , 100.87 , -82.8682 , -86.6114
0.3 , 99.8878 , -90.6236 , -62.1419
0.3 , 100.87 , -82.8682 , -86.6114
0.31 , 99.8878 , -89.3646 , -63.4721
0.31 , 100.87 , -82.8682 , -86.6114
0.32 , 99.9116 , -88.1768 , -64.5886
0.32 , 100.87 , -82.8682 , -86.6114
0.33 , 99.9591 , -86.9178 , -65.2537
0.33 , 100.87 , -82.8682 , -86.6114
0.34 , 100.007 , -85.6826 , -67.1066
0.34 , 100.87 , -82.8682 , -86.6114
0.35 , 100.054 , -84.4236 , -69.482
0.35 , 100.87 , -82.8682 , -86.6114
0.36 , 100.078 , -83.1646 , -69.7196
0.36 , 100.87 , -82.8682 , -86.6114
0.37 , 100.078 , -82.0244 , -70.1471
0.37 , 100.87 , -82.8682 , -86.6114
0.38 , 100.078 , -81.5018 , -72.0713
0.38 , 100.87 , -82.8682 , -86.6114
0.39 , 100.054 , -81.5018 , -73.6628
0.39 , 100.87 , -82.8682 , -86.6114
0.4 , 99.9828 , -81.5256 , -74.3517
0.4 , 100.87 , -82.8682 , -86.6114
0.41 , 99.9591 , -81.5018 , -75.2781
0.41 , 100.87 , -82.8682 , -86.6114
0.42 , 99.9353 , -81.5493 , -76.9647
0.42 , 100.87 , -82.8682 , -86.6114
0.43 , 99.8878 , -81.5731 , -78.0099
0.43 , 100.87 , -82.8682 , -86.6114
0.44 , 99.8878 , -81.6919 , -79.0076
0.44 , 100.87 , -82.8682 , -86.6114
0.45 , 99.8878 , -81.8344 , -80.1241
0.45 , 100.87 , -82.8682 , -86.6114
0.46 , 99.9353 , -81.8344 , -81.2405
0.46 , 100.87 , -82.8682 , -86.6114
0.47 , 100.054 , -81.8344 , -83.3309
0.47 , 100.87 , -82.8682 , -86.6114
0.48 , 100.078 , -81.8581 , -84.8274
0.48 , 100.87 , -82.8682 , -86.6114
0.49 , 100.078 , -81.8581 , -85.065
0.49 , 100.87 , -82.8682 , -86.6114
0.5 , 100.078 , -81.8581 , -86.0627
0.5 , 100.87 , -82.8682 , -86.6114
0.51 , 100.102 , -81.8819 , -86.9891
0.51 , 100.87 , -82.8682 , -86.6114
0.52 , 100.054 , -81.8106 , -86.9416
0.52 , 100.87 , -82.8682 , -86.6114
0.53 , 99.9828 , -81.8581 , -86.9416
0.53 , 100.87 , -82.8682 , -86.6114
0.54 , 99.9353 , -81.8344 , -86.8466
0.54 , 100.87 , -82.8682 , -86.6114
0.55 , 99.9353 , -81.8819 , -86.609
0.55 , 100.87 , -82.8682 , -86.6114
0.56 , 99.9353 , -81.8819 , -86.229
0.56 , 100.87 , -82.8682 , -86.6114
0.57 , 99.9116 , -81.8819 , -86.0389
0.57 , 100.87 , -82.8682 , -86.6114
0.58 , 99.8878 , -81.9056 , -86.0389
0.58 , 100.87 , -82.8682 , -86.6114
0.59 , 99.9116 , -81.8819 , -86.0627
0.59 , 100.87 , -82.8682 , -86.6114
0.6 , 99.9353 , -81.8581 , -86.0389
0.6 , 100.87 , -82.8682 , -86.6114
0.61 , 99.9828 , -81.8819 , -86.0627
0.61 , 100.87 , -82.8682 , -86.6114
0.62 , 100.007 , -81.8819 , -86.0389
0.62 , 100.87 , -82.8682 , -86.6114
0.63 , 100.078 , -81.8819 , -86.0627
0.63 , 100.87 , -82.8682 , -86.6114
0.64 , 100.102 , -81.9532 , -86.0389
0.64 , 100.87 , -82.8682 , -86.6114
0.65 , 100.078 , -81.9056 , -86.0627
0.65 , 100.87 , -82.8682 , -86.6114
0.66 , 100.054 , -81.9294 , -86.0627
0.66 , 100.87 , -82.8682 , -86.6114
0.67 , 99.9591 , -81.9769 , -86.0389
0.67 , 100.87 , -82.8682 , -86.6114
0.68 , 99.9353 , -81.9532 , -86.0627
0.68 , 100.87 , -82.8682 , -86.6114
0.69 , 99.9116 , -81.9532 , -86.0389
0.69 , 100.87 , -82.8682 , -86.6114
0.7 , 99.8878 , -81.9294 , -86.0627
0.7 , 100.87 , -82.8682 , -86.6114
0.71 , 99.8878 , -81.8819 , -86.0389
0.71 , 100.87 , -82.8682 , -86.6114
0.72 , 99.8878 , -81.9294 , -86.0389
0.72 , 100.87 , -82.8682 , -86.6114
0.73 , 99.9116 , -81.9532 , -86.0627
0.73 , 100.87 , -82.8682 , -86.6114
0.74 , 99.9591 , -81.9294 , -86.0627
0.74 , 100.87 , -82.8682 , -86.6114
0.75 , 100.007 , -81.9769 , -86.0627
0.75 , 100.87 , -82.8682 , -86.6114
0.76 , 100.03 , -81.9532 , -86.0627
0.76 , 100.87 , -82.8682 , -86.6114
0.77 , 100.054 , -81.9532 , -86.0627
0.77 , 100.87 , -82.8682 , -86.6114
0.78 , 100.078 , -81.9769 , -86.0389
0.78 , 100.87 , -82.8682 , -86.6114
0.79 , 100.078 , -81.9532 , -86.0864
0.79 , 100.87 , -82.8682 , -86.6114
0.8 , 100.054 , -81.9769 , -86.0627
0.8 , 100.87 , -82.8682 , -86.6114
0.81 , 99.9591 , -81.9769 , -86.0864
0.81 , 100.87 , -82.8682 , -86.6114
0.82 , 99.9116 , -81.9532 , -86.0627
0.82 , 100.87 , -82.8682 , -86.6114
0.83 , 99.8641 , -82.0007 , -86.0627
0.83 , 100.87 , -82.8682 , -86.6114
0.84 , 99.8403 , -81.9769 , -86.0389
0.84 , 100.87 , -82.8682 , -86.6114
0.85 , 99.8641 , -82.0244 , -86.0389
0.85 , 100.87 , -82.8682 , -86.6114
0.86 , 99.8641 , -82.0244 , -86.0627
0.86 , 100.87 , -82.8682 , -86.6114
0.87 , 99.9828 , -81.9769 , -86.0389
0.87 , 100.87 , -82.8682 , -86.6114
0.88 , 100.054 , -81.9532 , -86.0627
0.88 , 100.87 , -82.8682 , -86.6114
0.89 , 100.078 , -81.9294 , -86.0627
0.89 , 100.87 , -82.8682 , -86.6114
0.9 , 100.102 , -82.0007 , -86.0864
0.9 , 100.87 , -82.8682 , -86.6114
0.91 , 100.078 , -82.0482 , -86.0627
0.91 , 100.87 , -82.8682 , -86.6114
0.92 , 100.078 , -82.0482 , -86.0627
0.92 , 100.87 , -82.8682 , -86.6114
0.93 , 100.03 , -82.0007 , -86.0864
0.93 , 100.87 , -82.8682 , -86.6114
0.94 , 99.9591 , -82.0719 , -86.0389
0.94 , 100.87 , -82.8682 , -86.6114
0.95 , 99.9353 , -81.9769 , -86.0627
0.95 , 100.87 , -82.8682 , -86.6114
0.96 , 99.8878 , -82.0007 , -86.0627
0.96 , 100.87 , -82.8682 , -86.6114
0.97 , 99.8878 , -81.9769 , -86.0864
0.97 , 100.87 , -82.8682 , -86.6114
0.98 , 99.9116 , -82.0007 , -86.0389
0.98 , 100.87 , -82.8682 , -86.6114
0.99 , 99.9353 , -82.0007 , -86.0864
0.99 , 100.87 , -82.8682 , -86.6114
1 , 99.9591 , -81.9769 , -86.0389
1 , 100.87 , -82.8682 , -86.6114
1.01 , 100.03 , -82.0007 , -86.0627
1.01 , 100.87 , -82.8682 , -86.6114
1.02 , 100.054 , -81.9769 , -86.0627
1.02 , 100.87 , -82.8682 , -86.6114
1.03 , 100.054 , -82.0007 , -86.0627
1.03 , 100.87 , -82.8682 , -86.6114
1.04 , 100.078 , -81.9056 , -86.0627
1.04 , 100.87 , -82.8682 , -86.6114
1.05 , 100.054 , -81.9532 , -86.0389
1.05 , 100.87 , -82.8682 , -86.6114
1.06 , 100.03 , -81.9769 , -86.0627
1.06 , 100.87 , -82.8682 , -86.6114
1.07 , 99.9591 , -82.0007 , -86.0389
1.07 , 100.87 , -82.8682 , -86.6114
1.08 , 99.9353 , -82.0244 , -86.0627
1.08 , 100.87 , -82.8682 , -86.6114
1.09 , 99.8878 , -82.0007 , -86.0152
1.09 , 100.87 , -82.8682 , -86.6114
1.1 , 99.8641 , -81.9769 , -86.0389
1.1 , 100.87 , -82.8682 , -86.6114
1.11 , 99.8641 , -82.0244 , -85.9202
1.11 , 100.87 , -82.8682 , -86.6114
1.12 , 99.9116 , -82.0482 , -86.0152
1.12 , 100.87 , -82.8682 , -86.6114
1.13 , 99.9828 , -82.0244 , -85.8964
1.13 , 100.87 , -82.8682 , -86.6114
1.14 , 100.03 , -82.0482 , -85.9914
1.14 , 100.87 , -82.8682 , -86.6114
1.15 , 100.054 , -82.0244 , -85.9202
1.15 , 100.87 , -82.8682 , -86.6114
1.16 , 100.054 , -82.0244 , -85.9202
1.16 , 100.87 , -82.8682 , -86.6114
1.17 , 100.054 , -82.0007 , -85.9439
1.17 , 100.87 , -82.8682 , -86.6114
1.18 , 100.03 , -82.0482 , -85.8964
1.18 , 100.87 , -82.8682 , -86.6114
1.19 , 100.007 , -81.9769 , -85.9202
1.19 , 100.87 , -82.8682 , -86.6114
1.2 , 99.9591 , -82.0244 , -85.9202
1.2 , 100.87 , -82.8682 , -86.6114
1.21 , 99.8878 , -82.0244 , -85.8964
1.21 , 100.87 , -82.8682 , -86.6114
1.22 , 99.8878 , -81.9769 , -85.9202
1.22 , 100.87 , -82.8682 , -86.6114
1.23 , 99.8641 , -82.0244 , -85.8964
1.23 , 100.87 , -82.8682 , -86.6114
1.24 , 99.8878 , -82.0244 , -85.9202
1.24 , 100.87 , -82.8682 , -86.6114
1.25 , 99.8878 , -81.9532 , -85.8964
1.25 , 100.87 , -82.8682 , -86.6114
1.26 , 100.03 , -81.9294 , -85.9439
1.26 , 100.87 , -82.8682 , -86.6114
1.27 , 100.03 , -81.9769 , -85.8964
1.27 , 100.87 , -82.8682 , -86.6114
1.28 , 100.054 , -81.9532 , -85.9439
1.28 , 100.87 , -82.8682 , -86.6114
1.29 , 100.054 , -82.0244 , -85.8964
1.29 , 100.87 , -82.8682 , -86.6114
1.3 , 100.03 , -81.9769 , -85.9439
1.3 , 100.87 , -82.8682 , -86.6114
1.31 , 100.054 , -82.0007 , -85.8964
1.31 , 100.87 , -82.8682 , -86.6114
1.32 , 100.054 , -81.9532 , -85.8964
1.32 , 100.87 , -82.8682 , -86.6114
1.33 , 100.054 , -82.0482 , -85.9439
1.33 , 100.87 , -82.8682 , -86.6114
1.34 , 99.9828 , -81.9294 , -85.8964
1.34 , 100.87 , -82.8682 , -86.6114
1.35 , 99.9353 , -82.0007 , -85.9439
1.35 , 100.87 , -82.8682 , -86.6114
1.36 , 99.9116 , -82.0482 , -85.8964
1.36 , 100.87 , -82.8682 , -86.6114
1.37 , 99.8878 , -82.0007 , -85.9677
1.37 , 100.87 , -82.8682 , -86.6114
1.38 , 99.9116 , -82.0007 , -85.9677
1.38 , 100.87 , -82.8682 , -86.6114
1.39 , 99.9353 , -82.0482 , -86.0152
1.39 , 100.87 , -82.8682 , -86.6114
1.4 , 99.9828 , -82.0007 , -86.0627
1.4 , 100.87 , -82.8682 , -86.6114
1.41 , 100.03 , -81.9769 , -86.0627
1.41 , 100.87 , -82.8682 , -86.6114
1.42 , 100.03 , -82.0482 , -86.0864
1.42 , 100.87 , -82.8682 , -86.6114
1.43 , 100.03 , -82.0007 , -86.0627
1.43 , 100.87 , -82.8682 , -86.6114
1.44 , 100.03 , -82.0007 , -86.0864
1.44 , 100.87 , -82.8682 , -86.6114
1.45 , 100.03 , -81.9056 , -86.0864
1.45 , 100.87 , -82.8682 , -86.6114
1.46 , 100.03 , -81.9769 , -86.1102
1.46 , 100.87 , -82.8682 , -86.6114
1.47 , 100.03 , -81.9769 , -86.0864
1.47 , 100.87 , -82.8682 , -86.6114
1.48 , 99.9828 , -82.0244 , -86.1339
1.48 , 100.87 , -82.8682 , -86.6114
1.49 , 99.9353 , -82.0007 , -86.0864
1.49 , 100.87 , -82.8682 , -86.6114
1.5 , 99.8878 , -81.9769 , -86.0864
1.5 , 100.87 , -82.8682 , -86.6114
1.51 , 99.8878 , -82.0244 , -86.0864
1.51 , 100.87 , -82.8682 , -86.6114
1.52 , 99.9116 , -82.0482 , -86.0864
1.52 , 100.87 , -82.8682 , -86.6114
1.53 , 99.9116 , -82.0007 , -86.0864
1.53 , 100.87 , -82.8682 , -86.6114
1.54 , 99.9353 , -82.0482 , -86.0864
1.54 , 100.87 , -82.8682 , -86.6114
1.55 , 99.9591 , -81.9769 , -86.1102
1.55 , 100.87 , -82.8682 , -86.6114
1.56 , 99.9828 , -81.9769 , -86.0864
1.56 , 100.87 , -82.8682 , -86.6114
1.57 , 100.054 , -81.9294 , -86.0864
1.57 , 100.87 , -82.8682 , -86.6114
1.58 , 100.078 , -82.0482 , -86.0864
1.58 , 100.87 , -82.8682 , -86.6114
1.59 , 100.078 , -82.0719 , -86.1102
1.59 , 100.87 , -82.8682 , -86.6114
1.6 , 100.054 , -81.9769 , -86.0627
1.6 , 100.87 , -82.8682 , -86.6114
1.61 , 100.078 , -81.9532 , -86.0864
1.61 , 100.87 , -82.8682 , -86.6114
1.62 , 100.03 , -82.0244 , -86.0627
1.62 , 100.87 , -82.8682 , -86.6114
1.63 , 99.9591 , -81.9769 , -86.0627
1.63 , 100.87 , -82.8682 , -86.6114
1.64 , 99.9116 , -82.0007 , -85.9914
1.64 , 100.87 , -82.8682 , -86.6114
1.65 , 99.8878 , -82.0244 , -85.9677
1.65 , 100.87 , -82.8682 , -86.6114
1.66 , 99.8878 , -82.0482 , -85.9677
1.66 , 100.87 , -82.8682 , -86.6114
1.67 , 99.8878 , -82.0007 , -85.9439
1.67 , 100.87 , -82.8682 , -86.6114
1.68 , 99.9353 , -82.0244 , -85.9439
1.68 , 100.87 , -82.8682 , -86.6114
1.69 , 100.007 , -82.0244 , -85.9439
1.69 , 100.87 , -82.8682 , -86.6114
1.7 , 100.03 , -82.0719 , -85.8964
1.7 , 100.87 , -82.8682 , -86.6114
1.71 , 100.125 , -82.0007 , -85.9914
1.71 , 100.87 , -82.8682 , -86.6114
1.72 , 100.125 , -82.0244 , -85.8964
1.72 , 100.87 , -82.8682 , -86.6114
1.73 , 100.078 , -82.0007 , -85.8964
1.73 , 100.87 , -82.8682 , -86.6114
1.74 , 100.007 , -82.0007 , -85.8964
1.74 , 100.87 , -82.8682 , -86.6114
1.75 , 99.9591 , -82.0007 , -85.8964
1.75 , 100.87 , -82.8682 , -86.6114
1.76 , 99.8878 , -82.0244 , -85.8964
1.76 , 100.87 , -82.8682 , -86.6114
1.77 , 99.8878 , -82.0244 , -85.8964
1.77 , 100.87 , -82.8682 , -86.6114
1.78 , 99.8641 , -81.9532 , -85.8964
