pos1 40.8976, pos2 -146.655, pos3 37.1572
1.78 , 100.87 , -82.8682 , -86.6114
1.79 , 99.8878 , -81.9769 , -85.9202
1.79 , 100.87 , -82.8682 , -86.6114
1.8 , 99.9353 , -81.9769 , -85.8726
1.8 , 100.87 , -82.8682 , -86.6114
1.81 , 99.9591 , -81.9769 , -85.9202
1.81 , 100.87 , -82.8682 , -86.6114
1.82 , 100.007 , -81.9532 , -85.8964
1.82 , 100.87 , -82.8682 , -86.6114
1.83 , 100.054 , -81.9532 , -85.8964
1.83 , 100.87 , -82.8682 , -86.6114
1.84 , 100.054 , -81.9769 , -85.8964
1.84 , 100.87 , -82.8682 , -86.6114
1.85 , 100.054 , -82.0007 , -85.9202
1.85 , 100.87 , -82.8682 , -86.6114
1.86 , 100.054 , -81.9769 , -85.8964
1.86 , 100.87 , -82.8682 , -86.6114
1.87 , 100.054 , -81.9769 , -85.9202
1.87 , 100.87 , -82.8682 , -86.6114
1.88 , 99.9591 , -82.0244 , -85.8964
1.88 , 100.87 , -82.8682 , -86.6114
1.89 , 99.9353 , -82.0007 , -85.9202
1.89 , 100.87 , -82.8682 , -86.6114
1.9 , 99.8641 , -82.0007 , -85.9202
1.9 , 100.87 , -82.8682 , -86.6114
1.91 , 99.8641 , -81.9769 , -85.9202
1.91 , 100.87 , -82.8682 , -86.6114
1.92 , 99.9353 , -81.9769 , -85.9439
1.92 , 100.87 , -82.8682 , -86.6114
1.93 , 99.9116 , -82.0244 , -85.9677
1.93 , 100.87 , -82.8682 , -86.6114
1.94 , 99.9591 , -82.0007 , -86.0627
1.94 , 100.87 , -82.8682 , -86.6114
1.95 , 99.9828 , -82.0244 , -86.0627
1.95 , 100.87 , -82.8682 , -86.6114
1.96 , 100.03 , -82.1432 , -86.0627
1.96 , 100.87 , -82.8682 , -86.6114
1.97 , 100.102 , -82.0007 , -86.0627
1.97 , 100.87 , -82.8682 , -86.6114
1.98 , 100.102 , -82.0244 , -86.0627
1.98 , 100.87 , -82.8682 , -86.6114
1.99 , 100.102 , -82.0244 , -86.0627
1.99 , 100.87 , -82.8682 , -86.6114
pos1 83.2238, pos2 -20.6837, pos3 -131.143
0 , 99.2465 , -81.8344 , -86.1577
0 , 83.2238 , -20.6837 , -131.143
0.01 , 97.7024 , -80.1716 , -87.0366
0.01 , 83.2238 , -20.6837 , -131.143
0.02 , 96.4197 , -79.0789 , -88.2719
0.02 , 83.2238 , -20.6837 , -131.143
0.03 , 95.2082 , -77.8436 , -90.5048
0.03 , 83.2238 , -20.6837 , -131.143
0.04 , 93.9254 , -76.6321 , -92.0726
0.04 , 83.2238 , -20.6837 , -131.143
0.05 , 92.7852 , -75.3256 , -92.2151
0.05 , 83.2238 , -20.6837 , -131.143
0.06 , 91.5025 , -74.1379 , -93.094
0.06 , 83.2238 , -20.6837 , -131.143
0.07 , 90.2672 , -72.8077 , -95.3032
0.07 , 83.2238 , -20.6837 , -131.143
0.08 , 89.032 , -71.7149 , -96.4672
0.08 , 83.2238 , -20.6837 , -131.143
0.09 , 87.8443 , -70.3372 , -97.2036
0.09 , 83.2238 , -20.6837 , -131.143
0.1 , 86.5615 , -69.0069 , -98.6288
0.1 , 83.2238 , -20.6837 , -131.143
0.11 , 85.3025 , -67.7479 , -99.7928
0.11 , 83.2238 , -20.6837 , -131.143
0.12 , 84.1386 , -66.5602 , -101.123
0.12 , 83.2238 , -20.6837 , -131.143
0.13 , 82.9508 , -65.3962 , -102.762
0.13 , 83.2238 , -20.6837 , -131.143
0.14 , 82.5945 , -64.1848 , -103.784
0.14 , 83.2238 , -20.6837 , -131.143
0.15 , 82.5945 , -62.8545 , -104.924
0.15 , 83.2238 , -20.6837 , -131.143
0.16 , 82.8321 , -61.6193 , -105.969
0.16 , 83.2238 , -20.6837 , -131.143
0.17 , 83.0696 , -60.479 , -106.705
0.17 , 83.2238 , -20.6837 , -131.143
0.18 , 83.1646 , -59.3626 , -108.439
0.18 , 83.2238 , -20.6837 , -131.143
0.19 , 83.1646 , -58.0561 , -110.957
0.19 , 83.2238 , -20.6837 , -131.143
0.2 , 83.1646 , -56.7258 , -111.528
0.2 , 83.2238 , -20.6837 , -131.143
0.21 , 83.1646 , -55.5619 , -111.694
0.21 , 83.2238 , -20.6837 , -131.143
0.22 , 83.1646 , -54.3741 , -112.81
0.22 , 83.2238 , -20.6837 , -131.143
0.23 , 83.0221 , -53.2814 , -114.069
0.23 , 83.2238 , -20.6837 , -131.143
0.24 , 82.9033 , -51.9512 , -115.732
0.24 , 83.2238 , -20.6837 , -131.143
0.25 , 82.8558 , -50.7397 , -118.298
0.25 , 83.2238 , -20.6837 , -131.143
0.26 , 82.8558 , -49.4094 , -118.891
0.26 , 83.2238 , -20.6837 , -131.143
0.27 , 82.8558 , -48.198 , -118.986
0.27 , 83.2238 , -20.6837 , -131.143
0.28 , 82.8558 , -47.1765 , -120.127
0.28 , 83.2238 , -20.6837 , -131.143
0.29 , 83.0221 , -45.6325 , -121.647
0.29 , 83.2238 , -20.6837 , -131.143
0.3 , 83.0934 , -44.516 , -123.69
0.3 , 83.2238 , -20.6837 , -131.143
0.31 , 83.1171 , -43.1382 , -125.519
0.31 , 83.2238 , -20.6837 , -131.143
0.32 , 83.1409 , -41.9505 , -125.59
0.32 , 83.2238 , -20.6837 , -131.143
0.33 , 83.1409 , -40.834 , -126.327
0.33 , 83.2238 , -20.6837 , -131.143
0.34 , 83.1171 , -39.5275 , -128.298
0.34 , 83.2238 , -20.6837 , -131.143
0.35 , 83.0221 , -37.6272 , -130.531
0.35 , 83.2238 , -20.6837 , -131.143
0.36 , 82.9271 , -36.2257 , -131.173
0.36 , 83.2238 , -20.6837 , -131.143
0.37 , 82.8796 , -35.1805 , -131.6
0.37 , 83.2238 , -20.6837 , -131.143
0.38 , 82.8796 , -33.969 , -131.6
0.38 , 83.2238 , -20.6837 , -131.143
0.39 , 82.8796 , -32.6625 , -131.624
0.39 , 83.2238 , -20.6837 , -131.143
0.4 , 82.8796 , -31.5223 , -131.6
0.4 , 83.2238 , -20.6837 , -131.143
0.41 , 82.9033 , -30.3108 , -131.624
0.41 , 83.2238 , -20.6837 , -131.143
0.42 , 82.9033 , -29.0043 , -131.505
0.42 , 83.2238 , -20.6837 , -131.143
0.43 , 82.9746 , -27.9591 , -131.434
0.43 , 83.2238 , -20.6837 , -131.143
0.44 , 83.0934 , -26.7476 , -131.054
0.44 , 83.2238 , -20.6837 , -131.143
0.45 , 83.0934 , -25.5361 , -131.054
0.45 , 83.2238 , -20.6837 , -131.143
0.46 , 83.0934 , -24.2296 , -131.125
0.46 , 83.2238 , -20.6837 , -131.143
0.47 , 83.1171 , -23.0894 , -131.054
0.47 , 83.2238 , -20.6837 , -131.143
0.48 , 83.1171 , -21.9729 , -131.078
0.48 , 83.2238 , -20.6837 , -131.143
0.49 , 83.1171 , -20.7377 , -131.006
0.49 , 83.2238 , -20.6837 , -131.143
0.5 , 83.0696 , -19.6212 , -131.078
0.5 , 83.2238 , -20.6837 , -131.143
0.51 , 83.0221 , -19.455 , -131.03
0.51 , 83.2238 , -20.6837 , -131.143
0.52 , 82.9033 , -19.455 , -131.078
0.52 , 83.2238 , -20.6837 , -131.143
0.53 , 82.8796 , -19.455 , -131.03
0.53 , 83.2238 , -20.6837 , -131.143
0.54 , 82.8796 , -19.455 , -131.006
0.54 , 83.2238 , -20.6837 , -131.143
0.55 , 82.8796 , -19.455 , -131.03
0.55 , 83.2238 , -20.6837 , -131.143
0.56 , 82.8796 , -19.4787 , -131.03
0.56 , 83.2238 , -20.6837 , -131.143
0.57 , 82.8796 , -19.5025 , -131.006
0.57 , 83.2238 , -20.6837 , -131.143
0.58 , 82.9271 , -19.55 , -131.054
0.58 , 83.2238 , -20.6837 , -131.143
0.59 , 83.0459 , -19.645 , -131.006
0.59 , 83.2238 , -20.6837 , -131.143
0.6 , 83.0696 , -19.6925 , -131.054
0.6 , 83.2238 , -20.6837 , -131.143
0.61 , 83.1409 , -19.835 , -131.006
0.61 , 83.2238 , -20.6837 , -131.143
0.62 , 83.1409 , -19.8825 , -131.03
0.62 , 83.2238 , -20.6837 , -131.143
0.63 , 83.1409 , -19.835 , -131.006
0.63 , 83.2238 , -20.6837 , -131.143
0.64 , 83.1171 , -19.8588 , -131.054
0.64 , 83.2238 , -20.6837 , -131.143
0.65 , 82.9746 , -19.8588 , -131.006
0.65 , 83.2238 , -20.6837 , -131.143
0.66 , 82.9033 , -19.9063 , -131.03
0.66 , 83.2238 , -20.6837 , -131.143
0.67 , 82.8558 , -19.8588 , -131.006
0.67 , 83.2238 , -20.6837 , -131.143
0.68 , 82.8796 , -19.8825 , -131.03
0.68 , 83.2238 , -20.6837 , -131.143
0.69 , 82.8558 , -19.9301 , -131.006
0.69 , 83.2238 , -20.6837 , -131.143
0.7 , 82.8796 , -19.9301 , -131.006
0.7 , 83.2238 , -20.6837 , -131.143
0.71 , 82.8558 , -19.9538 , -131.03
0.71 , 83.2238 , -20.6837 , -131.143
0.72 , 82.9746 , -19.9538 , -131.054
0.72 , 83.2238 , -20.6837 , -131.143
0.73 , 83.0459 , -19.9776 , -131.006
0.73 , 83.2238 , -20.6837 , -131.143
0.74 , 83.0696 , -19.9301 , -131.006
0.74 , 83.2238 , -20.6837 , -131.143
0.75 , 83.1171 , -19.9776 , -131.03
0.75 , 83.2238 , -20.6837 , -131.143
0.76 , 83.1171 , -19.9301 , -131.054
0.76 , 83.2238 , -20.6837 , -131.143
0.77 , 83.1171 , -19.9301 , -131.03
0.77 , 83.2238 , -20.6837 , -131.143
0.78 , 83.1171 , -20.0013 , -131.006
0.78 , 83.2238 , -20.6837 , -131.143
0.79 , 83.0459 , -19.9538 , -131.03
0.79 , 83.2238 , -20.6837 , -131.143
0.8 , 82.9033 , -19.9776 , -131.006
0.8 , 83.2238 , -20.6837 , -131.143
0.81 , 82.8796 , -20.0013 , -131.006
0.81 , 83.2238 , -20.6837 , -131.143
0.82 , 82.8796 , -19.9538 , -131.006
0.82 , 83.2238 , -20.6837 , -131.143
0.83 , 82.8796 , -19.9301 , -131.006
0.83 , 83.2238 , -20.6837 , -131.143
0.84 , 82.8796 , -19.9776 , -131.006
0.84 , 83.2238 , -20.6837 , -131.143
0.85 , 82.9033 , -19.9538 , -131.006
0.85 , 83.2238 , -20.6837 , -131.143
0.86 , 82.9271 , -19.9538 , -131.006
0.86 , 83.2238 , -20.6837 , -131.143
0.87 , 83.0696 , -19.9538 , -131.006
0.87 , 83.2238 , -20.6837 , -131.143
0.88 , 83.0934 , -19.9538 , -130.983
0.88 , 83.2238 , -20.6837 , -131.143
0.89 , 83.1171 , -19.9776 , -131.03
0.89 , 83.2238 , -20.6837 , -131.143
0.9 , 83.1171 , -19.9301 , -130.935
0.9 , 83.2238 , -20.6837 , -131.143
0.91 , 83.1171 , -19.9776 , -131.006
0.91 , 83.2238 , -20.6837 , -131.143
0.92 , 83.1171 , -19.9776 , -131.006
0.92 , 83.2238 , -20.6837 , -131.143
0.93 , 83.1171 , -19.9538 , -131.03
0.93 , 83.2238 , -20.6837 , -131.143
0.94 , 82.9984 , -19.9776 , -130.983
0.94 , 83.2238 , -20.6837 , -131.143
0.95 , 82.9033 , -19.9063 , -131.006
0.95 , 83.2238 , -20.6837 , -131.143
0.96 , 82.8558 , -19.9538 , -130.983
0.96 , 83.2238 , -20.6837 , -131.143
0.97 , 82.8558 , -19.9538 , -131.006
0.97 , 83.2238 , -20.6837 , -131.143
0.98 , 82.8796 , -19.9301 , -131.006
0.98 , 83.2238 , -20.6837 , -131.143
0.99 , 82.8796 , -19.9538 , -131.006
0.99 , 83.2238 , -20.6837 , -131.143
1 , 82.8558 , -19.9301 , -131.006
1 , 83.2238 , -20.6837 , -131.143
1.01 , 83.0221 , -19.9301 , -131.006
1.01 , 83.2238 , -20.6837 , -131.143
1.02 , 83.0696 , -19.9538 , -131.006
1.02 , 83.2238 , -20.6837 , -131.143
1.03 , 83.0934 , -19.9301 , -131.006
1.03 , 83.2238 , -20.6837 , -131.143
1.04 , 83.1171 , -19.9301 , -131.006
1.04 , 83.2238 , -20.6837 , -131.143
1.05 , 83.1171 , -19.9538 , -131.006
1.05 , 83.2238 , -20.6837 , -131.143
1.06 , 83.1409 , -19.9301 , -131.006
1.06 , 83.2238 , -20.6837 , -131.143
1.07 , 83.0934 , -19.9301 , -130.983
1.07 , 83.2238 , -20.6837 , -131.143
1.08 , 83.0459 , -19.9538 , -131.006
1.08 , 83.2238 , -20.6837 , -131.143
1.09 , 82.9271 , -19.9063 , -130.959
1.09 , 83.2238 , -20.6837 , -131.143
1.1 , 82.8558 , -19.9063 , -130.983
1.1 , 83.2238 , -20.6837 , -131.143
1.11 , 82.8558 , -19.9538 , -130.935
1.11 , 83.2238 , -20.6837 , -131.143
1.12 , 82.8796 , -19.9301 , -130.935
1.12 , 83.2238 , -20.6837 , -131.143
1.13 , 82.8796 , -19.9538 , -130.959
1.13 , 83.2238 , -20.6837 , -131.143
1.14 , 82.9271 , -19.9538 , -130.935
1.14 , 83.2238 , -20.6837 , -131.143
1.15 , 83.0696 , -19.9301 , -130.959
1.15 , 83.2238 , -20.6837 , -131.143
1.16 , 83.1171 , -19.9301 , -130.911
1.16 , 83.2238 , -20.6837 , -131.143
1.17 , 83.1171 , -20.0013 , -130.959
1.17 , 83.2238 , -20.6837 , -131.143
1.18 , 83.1409 , -19.9301 , -130.911
1.18 , 83.2238 , -20.6837 , -131.143
1.19 , 83.1409 , -19.9538 , -130.959
1.19 , 83.2238 , -20.6837 , -131.143
1.2 , 83.0934 , -19.9776 , -130.911
1.2 , 83.2238 , -20.6837 , -131.143
1.21 , 83.0934 , -19.9301 , -130.959
1.21 , 83.2238 , -20.6837 , -131.143
1.22 , 82.9746 , -19.9538 , -130.911
1.22 , 83.2238 , -20.6837 , -131.143
1.23 , 82.8796 , -19.9776 , -130.959
1.23 , 83.2238 , -20.6837 , -131.143
1.24 , 82.8796 , -19.9776 , -130.959
1.24 , 83.2238 , -20.6837 , -131.143
1.25 , 82.8796 , -20.0013 , -130.959
1.25 , 83.2238 , -20.6837 , -131.143
1.26 , 82.8796 , -20.0013 , -130.959
1.26 , 83.2238 , -20.6837 , -131.143
1.27 , 82.8558 , -19.8825 , -130.959
1.27 , 83.2238 , -20.6837 , -131.143
1.28 , 82.8796 , -19.9776 , -130.935
1.28 , 83.2238 , -20.6837 , -131.143
1.29 , 83.0221 , -19.9538 , -130.911
1.29 , 83.2238 , -20.6837 , -131.143
1.3 , 83.1171 , -19.9301 , -130.911
1.3 , 83.2238 , -20.6837 , -131.143
1.31 , 83.1171 , -20.0013 , -130.935
1.31 , 83.2238 , -20.6837 , -131.143
1.32 , 83.1171 , -20.0013 , -130.959
1.32 , 83.2238 , -20.6837 , -131.143
1.33 , 83.1171 , -19.9538 , -130.935
1.33 , 83.2238 , -20.6837 , -131.143
1.34 , 83.1171 , -19.9776 , -130.959
1.34 , 83.2238 , -20.6837 , -131.143
1.35 , 83.0696 , -19.9776 , -130.935
1.35 , 83.2238 , -20.6837 , -131.143
1.36 , 82.9746 , -19.9538 , -130.959
1.36 , 83.2238 , -20.6837 , -131.143
1.37 , 82.8796 , -20.0013 , -130.911
1.37 , 83.2238 , -20.6837 , -131.143
1.38 , 82.8796 , -20.0013 , -130.959
1.38 , 83.2238 , -20.6837 , -131.143
1.39 , 82.8796 , -20.0251 , -130.959
1.39 , 83.2238 , -20.6837 , -131.143
1.4 , 82.8796 , -20.0013 , -131.006
1.4 , 83.2238 , -20.6837 , -131.143
1.41 , 82.9033 , -20.0251 , -131.006
1.41 , 83.2238 , -20.6837 , -131.143
1.42 , 83.0221 , -19.9776 , -130.935
1.42 , 83.2238 , -20.6837 , -131.143
1.43 , 83.1171 , -20.0013 , -131.054
1.43 , 83.2238 , -20.6837 , -131.143
1.44 , 83.1171 , -19.9538 , -131.006
1.44 , 83.2238 , -20.6837 , -131.143
1.45 , 83.1171 , -20.0013 , -131.03
1.45 , 83.2238 , -20.6837 , -131.143
1.46 , 83.1171 , -20.0251 , -131.006
1.46 , 83.2238 , -20.6837 , -131.143
1.47 , 83.0934 , -20.0251 , -131.078
1.47 , 83.2238 , -20.6837 , -131.143
1.48 , 83.0934 , -19.9776 , -131.006
1.48 , 83.2238 , -20.6837 , -131.143
1.49 , 83.0696 , -20.0013 , -131.03
1.49 , 83.2238 , -20.6837 , -131.143
1.5 , 82.9033 , -20.0251 , -131.03
1.5 , 83.2238 , -20.6837 , -131.143
1.51 , 82.8558 , -20.0013 , -131.054
1.51 , 83.2238 , -20.6837 , -131.143
1.52 , 82.8558 , -20.0013 , -131.03
1.52 , 83.2238 , -20.6837 , -131.143
1.53 , 82.8558 , -20.0013 , -131.078
1.53 , 83.2238 , -20.6837 , -131.143
1.54 , 82.8796 , -20.0251 , -131.054
1.54 , 83.2238 , -20.6837 , -131.143
1.55 , 82.9746 , -20.0251 , -131.03
1.55 , 83.2238 , -20.6837 , -131.143
1.56 , 83.0459 , -20.0013 , -131.054
1.56 , 83.2238 , -20.6837 , -131.143
1.57 , 83.1171 , -20.0013 , -131.078
1.57 , 83.2238 , -20.6837 , -131.143
1.58 , 83.1171 , -20.0251 , -131.03
1.58 , 83.2238 , -20.6837 , -131.143
1.59 , 83.0934 , -20.0251 , -131.054
1.59 , 83.2238 , -20.6837 , -131.143
1.6 , 83.0934 , -19.9776 , -131.03
1.6 , 83.2238 , -20.6837 , -131.143
1.61 , 83.0934 , -20.0013 , -131.101
1.61 , 83.2238 , -20.6837 , -131.143
1.62 , 82.9746 , -20.0251 , -131.054
1.62 , 83.2238 , -20.6837 , -131.143
1.63 , 82.9271 , -20.0013 , -131.054
1.63 , 83.2238 , -20.6837 , -131.143
1.64 , 82.8558 , -20.0013 , -131.078
1.64 , 83.2238 , -20.6837 , -131.143
1.65 , 82.8796 , -19.9776 , -131.03
1.65 , 83.2238 , -20.6837 , -131.143
1.66 , 82.8796 , -19.9776 , -131.101
1.66 , 83.2238 , -20.6837 , -131.143
1.67 , 82.8796 , -19.9776 , -131.054
1.67 , 83.2238 , -20.6837 , -131.143
1.68 , 82.8796 , -19.9776 , -131.03
1.68 , 83.2238 , -20.6837 , -131.143
1.69 , 82.9746 , -19.9776 , -131.078
1.69 , 83.2238 , -20.6837 , -131.143
1.7 , 83.0696 , -19.9776 , -131.03
1.7 , 83.2238 , -20.6837 , -131.143
1.71 , 83.0934 , -19.9776 , -131.101
1.71 , 83.2238 , -20.6837 , -131.143
1.72 , 83.1171 , -20.0013 , -131.006
1.72 , 83.2238 , -20.6837 , -131.143
1.73 , 83.1409 , -19.9301 , -130.911
1.73 , 83.2238 , -20.6837 , -131.143
1.74 , 83.1409 , -19.9538 , -130.887
1.74 , 83.2238 , -20.6837 , -131.143
1.75 , 83.1171 , -19.9538 , -130.887
1.75 , 83.2238 , -20.6837 , -131.143
1.76 , 83.0459 , -19.9301 , -130.816
1.76 , 83.2238 , -20.6837 , -131.143
1.77 , 82.9271 , -19.9538 , -130.887
1.77 , 83.2238 , -20.6837 , -131.143
1.78 , 82.8796 , -20.0013 , -130.84
1.78 , 83.2238 , -20.6837 , -131.143
1.79 , 82.8796 , -19.9538 , -130.887
1.79 , 83.2238 , -20.6837 , -131.143
1.8 , 82.8796 , -19.9538 , -130.864
1.8 , 83.2238 , -20.6837 , -131.143
1.81 , 82.8796 , -19.9538 , -130.911
1.81 , 83.2238 , -20.6837 , -131.143
1.82 , 82.8796 , -19.9301 , -130.864
1.82 , 83.2238 , -20.6837 , -131.143
1.83 , 82.9984 , -19.9538 , -130.911
1.83 , 83.2238 , -20.6837 , -131.143
1.84 , 83.0934 , -19.9301 , -130.887
1.84 , 83.2238 , -20.6837 , -131.143
1.85 , 83.0934 , -19.9301 , -130.84
1.85 , 83.2238 , -20.6837 , -131.143
1.86 , 83.0934 , -19.9301 , -130.864
1.86 , 83.2238 , -20.6837 , -131.143
1.87 , 83.0934 , -19.9301 , -130.864
1.87 , 83.2238 , -20.6837 , -131.143
1.88 , 83.0934 , -19.9301 , -130.887
1.88 , 83.2238 , -20.6837 , -131.143
1.89 , 83.0934 , -19.9301 , -130.84
1.89 , 83.2238 , -20.6837 , -131.143
1.9 , 83.0221 , -19.9301 , -130.887
1.9 , 83.2238 , -20.6837 , -131.143
1.91 , 82.9271 , -19.9301 , -130.864
1.91 , 83.2238 , -20.6837 , -131.143
1.92 , 82.8796 , -19.9538 , -130.911
1.92 , 83.2238 , -20.6837 , -131.143
1.93 , 82.9033 , -20.0013 , -130.911
1.93 , 83.2238 , -20.6837 , -131.143
1.94 , 82.8796 , -19.9301 , -131.03
1.94 , 83.2238 , -20.6837 , -131.143
1.95 , 82.8796 , -19.9301 , -131.03
1.95 , 83.2238 , -20.6837 , -131.143
1.96 , 82.8796 , -19.9301 , -131.101
1.96 , 83.2238 , -20.6837 , -131.143
1.97 , 82.9033 , -19.9538 , -131.101
1.97 , 83.2238 , -20.6837 , -131.143
1.98 , 83.0459 , -19.9301 , -131.101
1.98 , 83.2238 , -20.6837 , -131.143
1.99 , 83.1409 , -19.9538 , -131.125
1.99 , 83.2238 , -20.6837 , -131.143
pos1 37.1571, pos2 40.8974, pos3 -146.655
0 , 82.8558 , -19.9301 , -131.078
0 , 37.1571 , 40.8974 , -146.655
0.01 , 80.9555 , -18.8373 , -132.051
0.01 , 37.1571 , 40.8974 , -146.655
0.02 , 79.5064 , -17.0795 , -134.047
0.02 , 37.1571 , 40.8974 , -146.655
0.03 , 78.1524 , -15.868 , -135.068
0.03 , 37.1571 , 40.8974 , -146.655
0.04 , 77.036 , -14.609 , -135.282
0.04 , 37.1571 , 40.8974 , -146.655
0.05 , 75.777 , -13.3738 , -136.826
0.05 , 37.1571 , 40.8974 , -146.655
0.06 , 74.6605 , -12.0911 , -139.582
0.06 , 37.1571 , 40.8974 , -146.655
0.07 , 73.354 , -10.8083 , -140.698
0.07 , 37.1571 , 40.8974 , -146.655
0.08 , 72.1188 , -9.54932 , -140.817
0.08 , 37.1571 , 40.8974 , -146.655
0.09 , 70.8598 , -8.3616 , -141.862
0.09 , 37.1571 , 40.8974 , -146.655
0.1 , 69.6958 , -7.10261 , -144.214
0.1 , 37.1571 , 40.8974 , -146.655
0.11 , 68.4843 , -5.81986 , -145.354
0.11 , 37.1571 , 40.8974 , -146.655
0.12 , 67.1778 , -4.56087 , -145.758
0.12 , 37.1571 , 40.8974 , -146.655
0.13 , 65.9901 , -3.32564 , -146.47
0.13 , 37.1571 , 40.8974 , -146.655
0.14 , 64.7786 , -2.01914 , -146.637
0.14 , 37.1571 , 40.8974 , -146.655
0.15 , 63.5434 , -0.878918 , -146.589
0.15 , 37.1571 , 40.8974 , -146.655
0.16 , 62.3794 , 0.237545 , -146.613
0.16 , 37.1571 , 40.8974 , -146.655
0.17 , 61.1204 , 1.5678 , -146.589
0.17 , 37.1571 , 40.8974 , -146.655
0.18 , 59.9802 , 2.75553 , -146.423
0.18 , 37.1571 , 40.8974 , -146.655
0.19 , 58.7687 , 3.89574 , -146.162
0.19 , 37.1571 , 40.8974 , -146.655
0.2 , 57.5572 , 5.13098 , -146.162
0.2 , 37.1571 , 40.8974 , -146.655
0.21 , 56.417 , 6.29495 , -146.114
0.21 , 37.1571 , 40.8974 , -146.655
0.22 , 55.1818 , 7.53019 , -146.09
0.22 , 37.1571 , 40.8974 , -146.655
0.23 , 54.0178 , 8.67041 , -146.019
0.23 , 37.1571 , 40.8974 , -146.655
0.24 , 52.7351 , 9.88189 , -146.019
0.24 , 37.1571 , 40.8974 , -146.655
0.25 , 51.4998 , 11.1646 , -146.019
0.25 , 37.1571 , 40.8974 , -146.655
0.26 , 50.3596 , 12.4474 , -146.019
0.26 , 37.1571 , 40.8974 , -146.655
0.27 , 49.1956 , 13.6113 , -146.019
0.27 , 37.1571 , 40.8974 , -146.655
0.28 , 47.9604 , 14.8466 , -146.019
0.28 , 37.1571 , 40.8974 , -146.655
0.29 , 46.7014 , 16.0106 , -146.019
0.29 , 37.1571 , 40.8974 , -146.655
0.3 , 45.5137 , 17.222 , -146.019
0.3 , 37.1571 , 40.8974 , -146.655
0.31 , 44.326 , 18.386 , -145.972
0.31 , 37.1571 , 40.8974 , -146.655
0.32 , 43.1857 , 19.5975 , -145.948
0.32 , 37.1571 , 40.8974 , -146.655
0.33 , 41.9743 , 20.7852 , -145.948
0.33 , 37.1571 , 40.8974 , -146.655
0.34 , 40.7153 , 22.0205 , -145.924
0.34 , 37.1571 , 40.8974 , -146.655
0.35 , 39.5038 , 23.1607 , -145.948
0.35 , 37.1571 , 40.8974 , -146.655
0.36 , 38.3161 , 24.4197 , -145.924
0.36 , 37.1571 , 40.8974 , -146.655
0.37 , 37.1283 , 25.6549 , -145.948
0.37 , 37.1571 , 40.8974 , -146.655
0.38 , 36.582 , 26.9376 , -145.924
0.38 , 37.1571 , 40.8974 , -146.655
0.39 , 36.7008 , 28.1966 , -145.972
0.39 , 37.1571 , 40.8974 , -146.655
0.4 , 36.9383 , 29.4081 , -145.924
0.4 , 37.1571 , 40.8974 , -146.655
0.41 , 37.0333 , 30.5246 , -145.972
0.41 , 37.1571 , 40.8974 , -146.655
0.42 , 37.0571 , 31.8311 , -145.924
0.42 , 37.1571 , 40.8974 , -146.655
0.43 , 37.0571 , 33.0188 , -145.948
0.43 , 37.1571 , 40.8974 , -146.655
0.44 , 37.0333 , 34.254 , -145.948
0.44 , 37.1571 , 40.8974 , -146.655
0.45 , 37.0096 , 35.4655 , -145.948
0.45 , 37.1571 , 40.8974 , -146.655
0.46 , 36.9145 , 36.6057 , -145.924
0.46 , 37.1571 , 40.8974 , -146.655
0.47 , 36.8908 , 37.8172 , -145.924
0.47 , 37.1571 , 40.8974 , -146.655
0.48 , 36.8908 , 39.2187 , -145.924
0.48 , 37.1571 , 40.8974 , -146.655
0.49 , 36.9145 , 40.3827 , -145.972
0.49 , 37.1571 , 40.8974 , -146.655
0.5 , 37.0096 , 40.5965 , -145.948
0.5 , 37.1571 , 40.8974 , -146.655
0.51 , 37.0808 , 40.5727 , -145.948
0.51 , 37.1571 , 40.8974 , -146.655
0.52 , 37.0808 , 40.549 , -145.972
0.52 , 37.1571 , 40.8974 , -146.655
0.53 , 37.0808 , 40.5727 , -146.019
0.53 , 37.1571 , 40.8974 , -146.655
0.54 , 37.0571 , 40.5965 , -146.043
0.54 , 37.1571 , 40.8974 , -146.655
0.55 , 36.9383 , 40.5727 , -146.019
0.55 , 37.1571 , 40.8974 , -146.655
0.56 , 36.8908 , 40.549 , -146.114
0.56 , 37.1571 , 40.8974 , -146.655
0.57 , 36.9145 , 40.454 , -146.162
0.57 , 37.1571 , 40.8974 , -146.655
0.58 , 36.9383 , 40.4065 , -146.185
0.58 , 37.1571 , 40.8974 , -146.655
0.59 , 36.9621 , 40.2877 , -146.138
0.59 , 37.1571 , 40.8974 , -146.655
0.6 , 37.0096 , 40.2164 , -146.185
0.6 , 37.1571 , 40.8974 , -146.655
0.61 , 37.0096 , 40.1214 , -146.138
0.61 , 37.1571 , 40.8974 , -146.655
0.62 , 37.0333 , 40.0739 , -146.162
0.62 , 37.1571 , 40.8974 , -146.655
0.63 , 37.0333 , 40.0501 , -146.138
0.63 , 37.1571 , 40.8974 , -146.655
0.64 , 37.0333 , 40.0501 , -146.114
0.64 , 37.1571 , 40.8974 , -146.655
0.65 , 37.0333 , 40.0264 , -146.185
0.65 , 37.1571 , 40.8974 , -146.655
0.66 , 36.9858 , 39.9551 , -146.138
0.66 , 37.1571 , 40.8974 , -146.655
0.67 , 36.9858 , 40.0026 , -146.162
0.67 , 37.1571 , 40.8974 , -146.655
0.68 , 36.9858 , 39.9789 , -146.209
