0.01 , -16.3613
0.02 , -17.1804
0.03 , -17.6507
0.04 , -17.9867
0.05 , -18.25
0.06 , -18.4673
0.07 , -18.6523
0.08 , -18.8134
0.09 , -18.956
0.1 , -19.0835
0.11 , -19.1986
0.12 , -19.3032
0.13 , -19.3989
0.14 , -19.4866
0.15 , -19.5674
0.16 , -19.642
0.17 , -19.7109
0.18 , -19.7747
0.19 , -19.8337
0.2 , -19.8885
0.21 , -19.9392
0.22 , -19.9861
0.23 , -20.0294
0.24 , -20.0694
0.25 , -20.1063
0.26 , -20.1401
0.27 , -20.1711
0.28 , -20.1993
0.29 , -20.2248
0.3 , -20.2479
0.31 , -20.2684
0.32 , -20.2866
0.33 , -20.3026
0.34 , -20.3163
0.35 , -20.3278
0.36 , -20.3372
0.37 , -20.3456
0.38 , -20.353
0.39 , -20.3593
0.4 , -20.3645
0.41 , -20.3687
0.42 , -20.3719
0.43 , -20.374
0.44 , -20.375
0.45 , -20.375
0.46 , -20.3739
0.47 , -20.3717
0.48 , -20.3685
0.49 , -20.3642
0.5 , -20.3589
0.51 , -20.3524
0.52 , -20.3449
0.53 , -20.3363
0.54 , -20.3267
0.55 , -20.3159
0.56 , -20.3041
0.57 , -20.2912
0.58 , -20.2772
0.59 , -20.2621
0.6 , -20.2459
0.61 , -20.2286
0.62 , -20.2102
0.63 , -20.1908
0.64 , -20.1702
0.65 , -20.1485
0.66 , -20.1257
0.67 , -20.1019
0.68 , -20.0769
0.69 , -20.0507
0.7 , -20.0235
0.71 , -19.9952
0.72 , -19.9657
0.73 , -19.9352
0.74 , -19.9035
0.75 , -19.8706
0.76 , -19.8367
0.77 , -19.8016
0.78 , -19.7654
0.79 , -19.7281
0.8 , -19.6896
0.81 , -19.65
0.82 , -19.6092
0.83 , -19.5673
0.84 , -19.5243
0.85 , -19.4801
0.86 , -19.4348
0.87 , -19.3883
0.88 , -19.3407
0.89 , -19.2919
0.9 , -19.242
0.91 , -19.1909
0.92 , -19.1386
0.93 , -19.0852
0.94 , -19.0306
0.95 , -18.9748
0.96 , -18.9179
0.97 , -18.8598
0.98 , -18.8006
0.99 , -18.7401
1 , -18.6785
1.01 , -18.6157
1.02 , -18.5517
1.03 , -18.4866
1.04 , -18.4202
1.05 , -18.3527
1.06 , -18.2839
1.07 , -18.214
1.08 , -18.1429
1.09 , -18.0706
1.1 , -17.9971
1.11 , -17.9224
1.12 , -17.8465
1.13 , -17.7693
1.14 , -17.691
1.15 , -17.6115
1.16 , -17.5307
1.17 , -17.4488
1.18 , -17.3656
1.19 , -17.2812
1.2 , -17.1956
1.21 , -17.1087
1.22 , -17.0207
1.23 , -16.9314
1.24 , -16.8409
1.25 , -16.7491
1.26 , -16.6561
1.27 , -16.5619
1.28 , -16.4665
1.29 , -16.3698
1.3 , -16.2718
1.31 , -16.1727
1.32 , -16.0722
1.33 , -15.9706
1.34 , -15.8676
1.35 , -15.7635
1.36 , -15.658
1.37 , -15.5514
1.38 , -15.4434
1.39 , -15.3342
1.4 , -15.2237
1.41 , -15.112
1.42 , -14.999
1.43 , -14.8847
1.44 , -14.7692
1.45 , -14.6524
1.46 , -14.5343
1.47 , -14.4149
1.48 , -14.2947
1.49 , -14.1744
1.5 , -14.0546
1.51 , -13.9352
1.52 , -13.8163
1.53 , -13.698
1.54 , -13.5802
1.55 , -13.463
1.56 , -13.3464
1.57 , -13.2304
1.58 , -13.115
1.59 , -13.0002
1.6 , -12.886
1.61 , -12.7725
1.62 , -12.6596
1.63 , -12.5474
1.64 , -12.4359
1.65 , -12.325
1.66 , -12.2147
1.67 , -12.1052
1.68 , -11.9963
1.69 , -11.8881
1.7 , -11.7806
1.71 , -11.6739
1.72 , -11.5678
1.73 , -11.4624
1.74 , -11.3577
1.75 , -11.2537
1.76 , -11.1504
1.77 , -11.0479
1.78 , -10.9461
1.79 , -10.845
1.8 , -10.7446
1.81 , -10.6449
1.82 , -10.546
1.83 , -10.4478
1.84 , -10.3503
1.85 , -10.2536
1.86 , -10.1576
1.87 , -10.0624
1.88 , -9.96786
1.89 , -9.8741
1.9 , -9.78108
1.91 , -9.68881
1.92 , -9.59729
1.93 , -9.50653
1.94 , -9.41652
1.95 , -9.32727
1.96 , -9.23877
1.97 , -9.15104
1.98 , -9.06407
1.99 , -8.97787
2 , -8.89243
2.01 , -8.80777
2.02 , -8.72387
2.03 , -8.64075
2.04 , -8.55841
2.05 , -8.47684
2.06 , -8.39606
2.07 , -8.31605
2.08 , -8.23684
2.09 , -8.15841
2.1 , -8.08076
2.11 , -8.00391
2.12 , -7.92785
2.13 , -7.85259
2.14 , -7.77813
2.15 , -7.70446
2.16 , -7.6316
2.17 , -7.55954
2.18 , -7.48829
2.19 , -7.41784
2.2 , -7.34821
2.21 , -7.27938
2.22 , -7.21097
2.23 , -7.14253
2.24 , -7.07445
2.25 , -7.00713
2.26 , -6.94061
2.27 , -6.87488
2.28 , -6.80955
2.29 , -6.74419
2.3 , -6.67918
2.31 , -6.61494
2.32 , -6.55149
2.33 , -6.48843
2.34 , -6.42533
2.35 , -6.36259
2.36 , -6.30061
2.37 , -6.23942
2.38 , -6.17902
2.39 , -6.11903
2.4 , -6.05901
2.41 , -5.99935
2.42 , -5.94046
2.43 , -5.88237
2.44 , -5.82468
2.45 , -5.76696
2.46 , -5.7096
2.47 , -5.65302
2.48 , -5.59682
2.49 , -5.5406
2.5 , -5.48474
2.51 , -5.42965
2.52 , -5.37535
2.53 , -5.32146
2.54 , -5.26755
2.55 , -5.21401
2.56 , -5.16125
2.57 , -5.10888
2.58 , -5.05649
2.59 , -5.00447
2.6 , -4.95324
2.61 , -4.9024
2.62 , -4.85154
2.63 , -4.80105
2.64 , -4.75134
2.65 , -4.70203
2.66 , -4.65271
2.67 , -4.60376
2.68 , -4.55559
2.69 , -4.50783
2.7 , -4.46006
2.71 , -4.41266
2.72 , -4.36605
2.73 , -4.31985
2.74 , -4.27364
2.75 , -4.22781
2.76 , -4.18277
2.77 , -4.13815
2.78 , -4.09352
2.79 , -4.04927
2.8 , -4.00582
2.81 , -3.96279
2.82 , -3.91935
2.83 , -3.87545
2.84 , -3.8319
2.85 , -3.78912
2.86 , -3.74715
2.87 , -3.706
2.88 , -3.66528
2.89 , -3.62417
2.9 , -3.58261
2.91 , -3.5414
2.92 , -3.50097
2.93 , -3.46135
2.94 , -3.42216
2.95 , -3.38297
2.96 , -3.34418
2.97 , -3.3062
2.98 , -3.26864
2.99 , -3.23069
3 , -3.19229
3.01 , -3.15425
3.02 , -3.117
3.03 , -3.08057
3.04 , -3.04456
3.05 , -3.00857
3.06 , -2.97298
3.07 , -2.9378
3.08 , -2.90262
3.09 , -2.86783
3.1 , -2.83346
3.11 , -2.79908
3.12 , -2.7651
3.13 , -2.73152
3.14 , -2.69795
3.15 , -2.66478
3.16 , -2.63201
3.17 , -2.59924
3.18 , -2.56687
3.19 , -2.53491
3.2 , -2.50296
3.21 , -2.4714
3.22 , -2.44025
3.23 , -2.40911
3.24 , -2.37836
3.25 , -2.34803
3.26 , -2.31771
3.27 , -2.28779
3.28 , -2.25828
3.29 , -2.22838
3.3 , -2.19803
3.31 , -2.16805
3.32 , -2.13887
3.33 , -2.11052
3.34 , -2.08262
3.35 , -2.05433
3.36 , -2.02561
3.37 , -1.99727
3.38 , -1.96974
3.39 , -1.94263
3.4 , -1.91555
3.41 , -1.88887
3.42 , -1.86262
3.43 , -1.83598
3.44 , -1.80891
3.45 , -1.7822
3.46 , -1.75631
3.47 , -1.73084
3.48 , -1.7054
3.49 , -1.68037
3.5 , -1.65576
3.51 , -1.63076
3.52 , -1.60534
3.53 , -1.58029
3.54 , -1.55605
3.55 , -1.53224
3.56 , -1.50846
3.57 , -1.48509
3.58 , -1.46215
3.59 , -1.43882
3.6 , -1.41507
3.61 , -1.3917
3.62 , -1.36915
3.63 , -1.34703
3.64 , -1.32494
3.65 , -1.30326
3.66 , -1.28202
3.67 , -1.2604
3.68 , -1.23836
3.69 , -1.2167
3.7 , -1.19586
3.71 , -1.17546
3.72 , -1.15468
3.73 , -1.13349
3.74 , -1.11268
3.75 , -1.09268
3.76 , -1.07314
3.77 , -1.05321
3.78 , -1.03287
3.79 , -1.01292
3.8 , -0.993785
3.81 , -0.975095
3.82 , -0.956031
3.83 , -0.936556
3.84 , -0.917466
3.85 , -0.899198
3.86 , -0.881376
3.87 , -0.863182
3.88 , -0.844578
3.89 , -0.826361
3.9 , -0.808968
3.91 , -0.792023
3.92 , -0.774709
3.93 , -0.756986
3.94 , -0.739652
3.95 , -0.723145
3.96 , -0.707087
3.97 , -0.690662
3.98 , -0.67383
3.99 , -0.65739
4 , -0.641369
4.01 , -0.625371
4.02 , -0.609792
4.03 , -0.594649
4.04 , -0.579131
4.05 , -0.563203
4.06 , -0.547664
4.07 , -0.532952
4.08 , -0.518692
4.09 , -0.504065
4.1 , -0.489035
4.11 , -0.474399
4.12 , -0.460184
4.13 , -0.445587
4.14 , -0.430574
4.15 , -0.415946
4.16 , -0.402142
4.17 , -0.388787
4.18 , -0.375065
4.19 , -0.360938
4.2 , -0.347204
4.21 , -0.334301
4.22 , -0.321854
4.23 , -0.309043
4.24 , -0.295833
4.25 , -0.28302
4.26 , -0.270633
4.27 , -0.257865
4.28 , -0.244687
4.29 , -0.231897
4.3 , -0.219934
4.31 , -0.208426
4.32 , -0.196553
4.33 , -0.18428
4.34 , -0.172404
4.35 , -0.160954
4.36 , -0.149125
4.37 , -0.136884
4.38 , -0.125034
4.39 , -0.114012
4.4 , -0.103444
4.41 , -0.0925145
4.42 , -0.0811853
4.43 , -0.0702551
4.44 , -0.0597519
4.45 , -0.0488713
4.46 , -0.0375811
4.47 , -0.0266827
4.48 , -0.0166146
4.49 , -0.00700284
4.5 , 0.00296949
4.51 , 0.0133395
4.52 , 0.0233085
4.53 , 0.0328488
4.54 , 0.0427646
4.55 , 0.0530881
4.56 , 0.0630179
4.57 , 0.0721155
4.58 , 0.0807546
4.59 , 0.0897523
4.6 , 0.0991454
4.61 , 0.108136
4.62 , 0.116695
4.63 , 0.125627
4.64 , 0.134965
4.65 , 0.143908
4.66 , 0.152425
4.67 , 0.160911
4.68 , 0.168967
4.69 , 0.176578
4.7 , 0.184553
4.71 , 0.192925
4.72 , 0.200895
4.73 , 0.208434
4.74 , 0.216347
4.75 , 0.224664
4.76 , 0.232585
4.77 , 0.240079
4.78 , 0.24795
4.79 , 0.256229
4.8 , 0.264113
4.81 , 0.271165
4.82 , 0.277756
4.83 , 0.284705
4.84 , 0.292047
4.85 , 0.298983
4.86 , 0.305486
4.87 , 0.31236
4.88 , 0.319637
4.89 , 0.326515
4.9 , 0.332964
4.91 , 0.339788
4.92 , 0.347017
4.93 , 0.353851
4.94 , 0.359849
4.95 , 0.365386
4.96 , 0.371277
4.97 , 0.37756
4.98 , 0.383435
4.99 , 0.388874
5 , 0.394683
5.01 , 0.400891
5.02 , 0.406699
5.03 , 0.412076
5.04 , 0.417826
5.05 , 0.423979
5.06 , 0.429734
5.07 , 0.435061
5.08 , 0.440762
5.09 , 0.446868
5.1 , 0.452578
5.11 , 0.457451
5.12 , 0.461861
5.13 , 0.466625
5.14 , 0.471779
5.15 , 0.476524
5.16 , 0.480832
5.17 , 0.485508
5.18 , 0.490582
5.19 , 0.495254
5.2 , 0.499493
5.21 , 0.504103
5.22 , 0.509115
5.23 , 0.513727
5.24 , 0.517909
5.25 , 0.522463
5.26 , 0.527421
5.27 , 0.531979
5.28 , 0.536109
5.29 , 0.540613
5.3 , 0.545521
5.31 , 0.550031
5.32 , 0.553703
5.33 , 0.556912
5.34 , 0.560472
5.35 , 0.564421
5.36 , 0.56796
5.37 , 0.57106
5.38 , 0.574525
5.39 , 0.578388
5.4 , 0.581846
5.41 , 0.58487
5.42 , 0.588263
5.43 , 0.592056
5.44 , 0.595447
5.45 , 0.598406
5.46 , 0.601735
5.47 , 0.605466
5.48 , 0.608796
5.49 , 0.611695
5.5 , 0.614966
5.51 , 0.618639
5.52 , 0.621911
5.53 , 0.624754
5.54 , 0.627968
5.55 , 0.631585
5.56 , 0.634803
5.57 , 0.63759
5.58 , 0.640751
5.59 , 0.644314
5.6 , 0.647478
5.61 , 0.650212
5.62 , 0.652911
5.63 , 0.655174
5.64 , 0.656985
5.65 , 0.659154
5.66 , 0.661712
5.67 , 0.663861
5.68 , 0.665572
5.69 , 0.667647
5.7 , 0.670119
5.71 , 0.672185
5.72 , 0.673815
5.73 , 0.675814
5.74 , 0.67821
5.75 , 0.680203
5.76 , 0.681762
5.77 , 0.68369
5.78 , 0.686017
5.79 , 0.687942
5.8 , 0.689433
5.81 , 0.691294
5.82 , 0.693556
5.83 , 0.695415
5.84 , 0.696842
5.85 , 0.698639
5.86 , 0.700837
5.87 , 0.702633
5.88 , 0.703997
5.89 , 0.705732
5.9 , 0.707867
5.91 , 0.709602
5.92 , 0.710904
5.93 , 0.712578
5.94 , 0.714653
5.95 , 0.716326
5.96 , 0.717569
5.97 , 0.719182
5.98 , 0.721197
5.99 , 0.722811
