0, 0.00271605, 0, -0.000255663, 0.22, 2.26893, 0.902812
0.025, 0.00783417, 0, 0.0076699, 0.2, 2.61469, 1.76168
0.05, 0.0104802, 0, 0.0608479, 0.03, 3.29009, 3.02002
0.075, 0.0255301, 0, 0.176152, 1.21, 3.10381, 3.39952
0.1, 0.0546528, 0, 0.223322, 1.2, 3.34288, 3.19979
0.125, 0.071575, 0, 0.347447, 0.28, 2.95741, 3.65918
0.15, 0.0765978, 0, 0.384262, 0.27, 3.3278, 2.84026
0.175, 0.0829781, 0, 0.501356, 0.4, 2.52333, 3.37955
0.2, 0.0912996, 0, 0.530502, 0.44, 2.9755, 1.92147
0.225, 0.112872, 0, 0.639926, 1.49, 4.096, 3.02002
0.25, 0.146999, 0, 0.677125, 1.5, 4.69188, 4.51805
0.275, 0.187444, 0, 0.856473, 2.07, 4.3867, 4.37824
0.3, 0.239852, 0, 0.903515, 2.55, 3.46401, 4.13855
0.325, 0.3243, 0, 1.01204, 4.77, 2.82517, 3.27968
0.35, 0.43296, 0, 1.05372, 4.68, 1.8163, 2.34092
0.375, 0.560171, 0, 1.10613, 6.49, 1.39473, 1.64184
0.4, 0.705845, 0, 1.12172, 6.43, 2.65682, 1.56194
0.425, 0.840763, 0, 1.22143, 5.91, 2.52301, 2.78034
0.45, 0.970003, 0, 1.25275, 6.24, 2.62246, 2.32094
0.475, 1.10865, 0, 1.34313, 6.93, 3.69741, 2.36089
0.5, 1.25127, 0, 1.39094, 6.84, 2.88014, 3.39952
0.525, 1.41013, 0, 1.49192, 8.53, 2.38276, 2.52068
0.55, 1.58617, 0, 1.51711, 8.55, 2.06248, 2.06129
0.575, 1.77084, 0, 1.58703, 9.58, 1.03063, 1.88152
0.6, 1.96489, 0, 1.59994, 9.68, 1.2645, 0.962733
0.625, 2.16156, 0, 1.63957, 10.18, 0.862305, 1.08257
0.65, 2.35942, 0, 1.64609, 10.17, 1.71624, 0.46339
0.675, 2.55598, 0, 1.7132, 10.47, 2.30213, 1.62186
0.7, 2.7525, 0, 1.73608, 10.56, 1.50474, 2.281
0.725, 2.96083, 0, 1.78734, 11.82, 0.582913, 1.56194
0.75, 3.18168, 0, 1.79258, 11.99, 0.793455, 0.00399474
0.775, 3.38694, 0, 1.81841, 11, 0.28604, 0.762996
0.8, 3.57159, 0, 1.82211, 10.73, 0.185258, 0.103863
0.825, 3.76562, 0, 1.82326, 12.13, -0.176081, 0.0838896
0.85, 3.97116, 0, 1.82326, 12.05, 1.08962, 0.0639159
0.875, 4.16484, 0, 1.86225, 11.58, 0.881424, 1.62186
0.9, 4.34719, 0, 1.87836, 11.52, 1.44435, 1.0626
0.925, 4.53368, 0, 1.93179, 12.28, 0.903272, 1.18244
0.95, 4.72581, 0, 1.94291, 12.35, 0.199581, 0.802943
0.975, 4.93492, 0, 1.94445, 14.04, -0.346083, -0.0958738
1, 5.15702, 0, 1.94445, 13.82, -0.628036, 0.0639159
1.025, 5.37092, 0, 1.94432, 13.82, -0.61029, 0.0439422
1.05, 5.58103, 0, 1.94419, 13.94, -0.115501, 0.0439422
1.075, 5.77902, 0, 1.94419, 13.26, 0.867348, 0.0639159
1.1, 5.96325, 0, 1.94432, 13.22, 0.209552, 0.0639159
1.125, 6.14181, 0, 1.94432, 13.17, 0.519291, 0.0639159
1.15, 6.31534, 0, 1.94432, 13.17, -0.393272, 0.0439422
1.175, 6.48966, 0, 1.94419, 13.58, -0.931098, 0.0439422
1.2, 6.66584, 0, 1.94381, 13.67, -1.70741, -0.115847
1.225, 6.85396, 0, 1.88565, 14.9, -1.6308, -1.9734
1.25, 7.05115, 0, 1.87273, 14.78, -1.41499, -1.43411
1.275, 7.2289, 0, 1.82186, 13.72, -0.302713, -1.33424
1.3, 7.3909, 0, 1.81432, 13.86, -0.481859, -0.415453
1.325, 7.5331, 0, 1.80665, 12.44, -0.190817, -0.355532
1.35, 7.65401, 0, 1.80217, 12.42, -0.733307, -0.195742
1.375, 7.76996, 0, 1.7706, 12.28, -1.66313, -0.735032
1.4, 7.87824, 0, 1.75436, 12.03, -1.07902, -1.79364
1.425, 7.97853, 0, 1.70681, 11.85, -0.959662, -0.575243
1.45, 8.07375, 0, 1.69709, 11.82, -0.937229, -0.974717
1.475, 8.18748, 0, 1.65759, 13.54, -0.672067, -0.834901
1.5, 8.31915, 0, 1.6498, 13.5, -0.281787, -0.215716
1.525, 8.44411, 0, 1.63701, 13.26, -0.680333, -0.315585
1.55, 8.56314, 0, 1.63126, 13.27, -1.11538, -0.934769
1.575, 8.65813, 0, 1.58345, 11.55, -1.44096, -0.974717
1.6, 8.72706, 0, 1.56939, 11.35, -1.45654, -1.17445
1.625, 8.78318, 0, 1.50637, 10.65, -0.769136, -1.65382
1.65, 8.8273, 0, 1.49678, 10.49, -1.47024, -0.23569
1.675, 8.8649, 0, 1.44514, 10.21, -1.22966, -1.49403
1.7, 8.89824, 0, 1.43159, 10.22, 0.0523047, -0.715059
1.725, 8.92038, 0, 1.43005, 9.37, 0.833754, 0.0439422
1.75, 8.93395, 0, 1.43044, 9.57, 0.848275, 0.0639159
1.775, 8.95928, 0, 1.43555, 10.35, -0.692127, 0.343548
1.8, 8.99239, 0, 1.43542, 10.25, -0.611847, -0.0359527
1.825, 9.02431, 0, 1.43466, 10.32, -0.904171, 0.00399474
1.85, 9.05667, 0, 1.4312, 10.35, -1.10763, -0.395479
1.875, 9.0928, 0, 1.39081, 10.69, -0.119714, -1.03464
1.9, 9.13162, 0, 1.38634, 10.64, -0.101058, 0.0439422
1.925, 9.16244, 0, 1.38467, 10.12, -0.254983, 0.00399474
1.95, 9.18461, 0, 1.38224, 10, 0.363342, -0.335558
1.975, 9.19585, 0, 1.38148, 9.28, 0.83198, 0.0439422
2, 9.19879, 0, 1.38186, 9.35, 0.257436, 0.0639159
2.025, 9.20574, 0, 1.38186, 9.61, -0.973008, 0.0639159
2.05, 9.2151, 0, 1.37994, 9.56, -0.203355, -0.23569
2.075, 9.22226, 0, 1.37943, 9.45, -0.522109, 0.0439422
2.1, 9.22899, 0, 1.37483, 9.54, 0.661452, -0.295611
2.125, 9.23593, 0, 1.37509, 9.48, 0.507122, 0.0639159
2.15, 9.2427, 0, 1.37521, 9.54, 0.695233, 0.0639159
2.175, 9.25461, 0, 1.3825, 9.91, 0.98442, 0.263653
2.2, 9.26955, 0, 1.38685, 9.81, -0.0669572, 0.603206
2.225, 9.28228, 0, 1.38812, 9.76, -0.625617, 0.0639159
2.25, 9.29506, 0, 1.388, 9.84, -0.0206871, 0.0439422
2.275, 9.30494, 0, 1.388, 9.55, -0.420809, 0.0639159
2.3, 9.31025, 0, 1.38787, 9.49, 0.608895, 0.0439422
2.325, 9.31716, 0, 1.38825, 9.69, 1.65423, 0.0639159
2.35, 9.32661, 0, 1.4018, 9.71, 1.33121, 1.56194
2.375, 9.33435, 0, 1.43926, 9.57, 2.02949, 1.36221
2.4, 9.34338, 0, 1.46789, 9.83, 0.411571, 2.36089
2.425, 9.36934, 0, 1.47633, 10.96, 0.846104, -0.0759001
2.45, 9.40528, 0, 1.47978, 10.69, -0.465381, 0.663127
2.475, 9.42614, 0, 1.48067, 9.81, 0.597898, 0.0639159
2.5, 9.43834, 0, 1.4808, 10.03, 0.927467, 0.0639159
2.525, 9.4469, 0, 1.4987, 9.54, 0.777966, 1.42213
2.55, 9.44808, 0, 1.5111, 9.45, 1.19937, 0.663127
2.575, 9.44751, 0, 1.5621, 9.4, 1.8427, 1.12252
2.6, 9.44757, 0, 1.57693, 9.5, 2.11038, 1.98139
2.625, 9.46023, 0, 1.65708, 10.42, 1.14119, 1.98139
2.65, 9.48763, 0, 1.66693, 10.72, 0.640005, 0.283627
2.675, 9.52818, 0, 1.68265, 11.54, 0.140978, 0.343548
2.7, 9.57292, 0, 1.68303, 11.14, 0.595839, 0.163784
2.725, 9.61309, 0, 1.70234, 11.26, 0.478709, 0.343548
2.75, 9.65178, 0, 1.70847, 11.1, 1.3629, 0.802943
2.775, 9.67285, 0, 1.75922, 9.91, 1.74851, 0.942759
2.8, 9.68352, 0, 1.77929, 10.3, 1.61279, 1.96142
2.825, 9.7038, 0, 1.84372, 10.71, 0.637096, 1.4421
2.85, 9.73284, 0, 1.85164, 11.05, 0.839532, 0.523311
2.875, 9.78685, 0, 1.86852, 12.79, -0.604658, 0.503337
2.9, 9.85927, 0, 1.86864, 12.65, 0.00152304, 0.0239684
2.925, 9.93719, 0, 1.86916, 13.38, -0.796918, 0.0639159
2.95, 10.0232, 0, 1.86903, 13.46, -0.276944, 0.0639159
2.975, 10.1032, 0, 1.86903, 13.07, 1.03614, 0.0639159
3, 10.1741, 0, 1.86916, 12.88, 0.214942, 0.0639159
3.025, 10.2327, 0, 1.86916, 12.21, 0.792252, 0.0639159
3.05, 10.2811, 0, 1.87005, 12.18, -0.963142, 0.3036
3.075, 10.3262, 0, 1.86928, 12.03, -0.295064, 0.00399474
3.1, 10.368, 0, 1.86928, 12.01, -0.380813, 0.0439422
3.125, 10.4193, 0, 1.86877, 12.88, -0.776082, 0.0239684
3.15, 10.4811, 0, 1.86455, 12.97, -1.07077, -0.794954
