l1 0.093501, l2 0.119783, l3 0.0940253
2.72 , 83.0934 , -66.1564 , -67.2728
2.72 , 85.4118 , -62.1428 , -65.1478
2.73 , 83.0696 , -66.0614 , -67.2728
2.73 , 85.4118 , -62.1428 , -65.1478
2.74 , 83.0934 , -65.8713 , -67.2966
2.74 , 85.4118 , -62.1428 , -65.1478
2.75 , 83.1171 , -65.705 , -67.2966
2.75 , 85.4118 , -62.1428 , -65.1478
2.76 , 83.0934 , -65.5625 , -67.2728
2.76 , 85.4118 , -62.1428 , -65.1478
2.77 , 83.0934 , -65.515 , -67.2966
2.77 , 85.4118 , -62.1428 , -65.1478
2.78 , 83.0934 , -65.4675 , -67.2728
2.78 , 85.4118 , -62.1428 , -65.1478
2.79 , 83.1171 , -65.4675 , -67.2728
2.79 , 85.4118 , -62.1428 , -65.1478
2.8 , 83.0934 , -65.4675 , -67.2728
2.8 , 85.4118 , -62.1428 , -65.1478
2.81 , 83.0934 , -65.42 , -67.2966
2.81 , 85.4118 , -62.1428 , -65.1478
2.82 , 83.1171 , -65.4437 , -67.2728
2.82 , 85.4118 , -62.1428 , -65.1478
2.83 , 83.1171 , -65.42 , -67.2728
2.83 , 85.4118 , -62.1428 , -65.1478
2.84 , 83.0934 , -65.42 , -67.2728
2.84 , 85.4118 , -62.1428 , -65.1478
2.85 , 83.1171 , -65.42 , -67.2728
2.85 , 85.4118 , -62.1428 , -65.1478
2.86 , 83.0934 , -65.3725 , -67.2966
2.86 , 85.4118 , -62.1428 , -65.1478
2.87 , 83.1171 , -65.3962 , -67.2966
2.87 , 85.4118 , -62.1428 , -65.1478
2.88 , 83.0934 , -65.3962 , -67.2728
2.88 , 85.4118 , -62.1428 , -65.1478
2.89 , 83.0934 , -65.3962 , -67.2728
2.89 , 85.4118 , -62.1428 , -65.1478
2.9 , 83.1171 , -65.3725 , -67.2491
2.9 , 85.4118 , -62.1428 , -65.1478
2.91 , 83.1171 , -65.3962 , -67.2728
2.91 , 85.4118 , -62.1428 , -65.1478
2.92 , 83.0934 , -65.3725 , -67.2728
2.92 , 85.4118 , -62.1428 , -65.1478
2.93 , 83.0934 , -65.3725 , -67.2966
2.93 , 85.4118 , -62.1428 , -65.1478
2.94 , 83.0934 , -65.3725 , -67.2728
2.94 , 85.4118 , -62.1428 , -65.1478
2.95 , 83.1171 , -65.3725 , -67.2728
2.95 , 85.4118 , -62.1428 , -65.1478
2.96 , 83.0934 , -65.3725 , -67.2728
2.96 , 85.4118 , -62.1428 , -65.1478
2.97 , 83.0934 , -65.3725 , -67.2728
2.97 , 85.4118 , -62.1428 , -65.1478
2.98 , 83.1171 , -65.3725 , -67.2728
2.98 , 85.4118 , -62.1428 , -65.1478
2.99 , 83.1409 , -65.3725 , -67.2966
2.99 , 85.4118 , -62.1428 , -65.1478
3 , 83.1171 , -65.3725 , -67.2728
3 , 85.4118 , -62.1428 , -65.1478
l1 0.0875671, l2 0.102132, l3 0.11761
0 , 83.1171 , -65.3725 , -67.2728
0 , 71.235 , -12.2162 , -100.896
0.01 , 83.1171 , -65.3725 , -67.2253
0.01 , 71.235 , -12.2162 , -100.896
0.02 , 83.0934 , -65.3725 , -67.2966
0.02 , 71.235 , -12.2162 , -100.896
0.03 , 83.0934 , -65.3487 , -67.2728
0.03 , 71.235 , -12.2162 , -100.896
0.04 , 83.1409 , -65.3487 , -67.2253
0.04 , 71.235 , -12.2162 , -100.896
0.05 , 83.1409 , -65.3487 , -67.2491
0.05 , 71.235 , -12.2162 , -100.896
0.06 , 83.1171 , -65.325 , -67.2491
0.06 , 71.235 , -12.2162 , -100.896
0.07 , 83.1171 , -65.3012 , -67.2728
0.07 , 71.235 , -12.2162 , -100.896
0.08 , 83.1171 , -65.2775 , -67.2966
0.08 , 71.235 , -12.2162 , -100.896
0.09 , 83.1171 , -65.3012 , -67.2966
0.09 , 71.235 , -12.2162 , -100.896
0.1 , 83.0934 , -65.3012 , -67.3204
0.1 , 71.235 , -12.2162 , -100.896
0.11 , 83.1171 , -65.2775 , -67.2966
0.11 , 71.235 , -12.2162 , -100.896
0.12 , 83.1171 , -65.2062 , -67.2728
0.12 , 71.235 , -12.2162 , -100.896
0.13 , 83.0934 , -64.8024 , -67.2728
0.13 , 71.235 , -12.2162 , -100.896
0.14 , 83.1171 , -64.1848 , -67.2728
0.14 , 71.235 , -12.2162 , -100.896
0.15 , 83.1171 , -64.0422 , -67.2728
0.15 , 71.235 , -12.2162 , -100.896
0.16 , 83.1171 , -64.0185 , -67.2966
0.16 , 71.235 , -12.2162 , -100.896
0.17 , 83.1171 , -64.0185 , -67.2966
0.17 , 71.235 , -12.2162 , -100.896
0.18 , 83.1409 , -64.0185 , -67.2728
0.18 , 71.235 , -12.2162 , -100.896
0.19 , 83.1171 , -63.971 , -67.2728
0.19 , 71.235 , -12.2162 , -100.896
0.2 , 83.1171 , -63.9947 , -67.2728
0.2 , 71.235 , -12.2162 , -100.896
0.21 , 83.1171 , -63.971 , -67.2253
0.21 , 71.235 , -12.2162 , -100.896
0.22 , 83.1171 , -63.9947 , -67.2966
0.22 , 71.235 , -12.2162 , -100.896
0.23 , 83.0934 , -63.971 , -67.2728
0.23 , 71.235 , -12.2162 , -100.896
0.24 , 83.1171 , -63.9472 , -67.2491
0.24 , 71.235 , -12.2162 , -100.896
0.25 , 83.1171 , -63.971 , -67.2966
0.25 , 71.235 , -12.2162 , -100.896
0.26 , 83.1171 , -63.9472 , -67.2966
0.26 , 71.235 , -12.2162 , -100.896
0.27 , 83.1409 , -63.9472 , -67.2966
0.27 , 71.235 , -12.2162 , -100.896
0.28 , 83.1171 , -63.9472 , -67.2966
0.28 , 71.235 , -12.2162 , -100.896
0.29 , 83.1171 , -63.9472 , -67.2491
0.29 , 71.235 , -12.2162 , -100.896
0.3 , 83.1171 , -63.9472 , -67.2966
0.3 , 71.235 , -12.2162 , -100.896
0.31 , 83.0934 , -63.9472 , -67.2966
0.31 , 71.235 , -12.2162 , -100.896
0.32 , 83.1171 , -63.9235 , -67.2966
0.32 , 71.235 , -12.2162 , -100.896
0.33 , 83.1409 , -63.9472 , -67.2966
0.33 , 71.235 , -12.2162 , -100.896
0.34 , 83.1171 , -63.9472 , -67.2728
0.34 , 71.235 , -12.2162 , -100.896
0.35 , 83.0934 , -63.9235 , -67.2728
0.35 , 71.235 , -12.2162 , -100.896
0.36 , 83.1409 , -63.9235 , -67.2966
0.36 , 71.235 , -12.2162 , -100.896
0.37 , 83.1171 , -63.9235 , -67.2966
0.37 , 71.235 , -12.2162 , -100.896
0.38 , 83.1171 , -63.8997 , -67.2966
0.38 , 71.235 , -12.2162 , -100.896
0.39 , 83.1171 , -63.8997 , -67.2728
0.39 , 71.235 , -12.2162 , -100.896
0.4 , 83.1171 , -63.8522 , -67.2728
0.4 , 71.235 , -12.2162 , -100.896
0.41 , 83.0934 , -63.7809 , -67.2728
0.41 , 71.235 , -12.2162 , -100.896
0.42 , 83.1171 , -63.5671 , -67.2966
0.42 , 71.235 , -12.2162 , -100.896
0.43 , 83.0934 , -62.712 , -67.3204
0.43 , 71.235 , -12.2162 , -100.896
0.44 , 83.0934 , -61.4767 , -67.3204
0.44 , 71.235 , -12.2162 , -100.896
0.45 , 83.0934 , -61.2154 , -67.2728
0.45 , 71.235 , -12.2162 , -100.896
0.46 , 83.1171 , -60.8591 , -67.2966
0.46 , 71.235 , -12.2162 , -100.896
0.47 , 83.0934 , -60.6453 , -67.2966
0.47 , 71.235 , -12.2162 , -100.896
0.48 , 83.1171 , -60.2177 , -67.2728
0.48 , 71.235 , -12.2162 , -100.896
0.49 , 83.1171 , -59.6476 , -67.2966
0.49 , 71.235 , -12.2162 , -100.896
0.5 , 83.0934 , -58.5549 , -67.3204
0.5 , 71.235 , -12.2162 , -100.896
0.51 , 83.1171 , -57.6523 , -67.3204
0.51 , 71.235 , -12.2162 , -100.896
0.52 , 83.1171 , -57.6048 , -67.2966
0.52 , 71.235 , -12.2162 , -100.896
0.53 , 83.0934 , -57.581 , -67.3204
0.53 , 71.235 , -12.2162 , -100.896
0.54 , 83.1171 , -57.581 , -67.2966
0.54 , 71.235 , -12.2162 , -100.896
0.55 , 83.1171 , -57.5572 , -67.2966
0.55 , 71.235 , -12.2162 , -100.896
0.56 , 83.1171 , -57.5572 , -67.3204
0.56 , 71.235 , -12.2162 , -100.896
0.57 , 83.1171 , -57.581 , -67.3441
0.57 , 71.235 , -12.2162 , -100.896
0.58 , 83.1646 , -57.5572 , -67.3204
0.58 , 71.235 , -12.2162 , -100.896
0.59 , 83.0934 , -57.5335 , -67.3204
0.59 , 71.235 , -12.2162 , -100.896
0.6 , 83.1171 , -57.5335 , -67.4154
0.6 , 71.235 , -12.2162 , -100.896
0.61 , 83.0934 , -57.5572 , -67.4154
0.61 , 71.235 , -12.2162 , -100.896
0.62 , 83.0934 , -57.5097 , -67.4391
0.62 , 71.235 , -12.2162 , -100.896
0.63 , 83.1171 , -57.486 , -67.4391
0.63 , 71.235 , -12.2162 , -100.896
0.64 , 83.1409 , -57.486 , -67.4391
0.64 , 71.235 , -12.2162 , -100.896
0.65 , 83.1171 , -57.5097 , -67.3916
0.65 , 71.235 , -12.2162 , -100.896
0.66 , 83.0934 , -57.5097 , -67.4154
0.66 , 71.235 , -12.2162 , -100.896
0.67 , 83.1171 , -57.5097 , -67.4391
0.67 , 71.235 , -12.2162 , -100.896
0.68 , 83.0934 , -57.486 , -67.4391
0.68 , 71.235 , -12.2162 , -100.896
0.69 , 83.1171 , -57.486 , -67.4629
0.69 , 71.235 , -12.2162 , -100.896
0.7 , 83.1171 , -57.486 , -67.4866
0.7 , 71.235 , -12.2162 , -100.896
0.71 , 83.1171 , -57.486 , -68.0092
0.71 , 71.235 , -12.2162 , -100.896
0.72 , 83.0934 , -57.486 , -68.9832
0.72 , 71.235 , -12.2162 , -100.896
0.73 , 83.0934 , -57.4622 , -69.6721
0.73 , 71.235 , -12.2162 , -100.896
0.74 , 83.1171 , -57.486 , -69.9809
0.74 , 71.235 , -12.2162 , -100.896
0.75 , 83.0934 , -57.4622 , -71.905
0.75 , 71.235 , -12.2162 , -100.896
0.76 , 83.1171 , -57.4622 , -73.6153
0.76 , 71.235 , -12.2162 , -100.896
0.77 , 83.1409 , -57.4622 , -73.7816
0.77 , 71.235 , -12.2162 , -100.896
0.78 , 83.0934 , -57.4622 , -74.1617
0.78 , 71.235 , -12.2162 , -100.896
0.79 , 83.1171 , -57.4622 , -74.6843
0.79 , 71.235 , -12.2162 , -100.896
0.8 , 83.1171 , -57.4385 , -74.9931
0.8 , 71.235 , -12.2162 , -100.896
0.81 , 83.1171 , -57.4147 , -75.3969
0.81 , 71.235 , -12.2162 , -100.896
0.82 , 83.0934 , -57.4385 , -76.4896
0.82 , 71.235 , -12.2162 , -100.896
0.83 , 83.1171 , -57.486 , -76.9885
0.83 , 71.235 , -12.2162 , -100.896
0.84 , 83.0934 , -57.391 , -77.2973
0.84 , 71.235 , -12.2162 , -100.896
0.85 , 83.0934 , -57.0109 , -78.3187
0.85 , 71.235 , -12.2162 , -100.896
0.86 , 83.1171 , -55.5144 , -78.3662
0.86 , 71.235 , -12.2162 , -100.896
0.87 , 83.1409 , -54.6354 , -78.485
0.87 , 71.235 , -12.2162 , -100.896
0.88 , 83.0934 , -54.4929 , -79.0313
0.88 , 71.235 , -12.2162 , -100.896
0.89 , 83.1171 , -54.1128 , -79.2926
0.89 , 71.235 , -12.2162 , -100.896
0.9 , 83.1171 , -53.5427 , -79.3164
0.9 , 71.235 , -12.2162 , -100.896
0.91 , 83.0696 , -52.355 , -79.649
0.91 , 71.235 , -12.2162 , -100.896
0.92 , 83.0934 , -51.4286 , -80.0765
0.92 , 71.235 , -12.2162 , -100.896
0.93 , 83.0934 , -51.2148 , -80.2191
0.93 , 71.235 , -12.2162 , -100.896
0.94 , 83.0221 , -50.9297 , -81.1217
0.94 , 71.235 , -12.2162 , -100.896
0.95 , 83.0696 , -50.4309 , -82.3807
0.95 , 71.235 , -12.2162 , -100.896
0.96 , 83.0696 , -49.6707 , -82.452
0.96 , 71.235 , -12.2162 , -100.896
0.97 , 83.0696 , -48.8868 , -82.642
0.97 , 71.235 , -12.2162 , -100.896
0.98 , 83.0696 , -48.2692 , -83.0934
0.98 , 71.235 , -12.2162 , -100.896
0.99 , 83.0459 , -46.2263 , -83.7347
0.99 , 71.235 , -12.2162 , -100.896
1 , 83.0459 , -43.2095 , -83.901
1 , 71.235 , -12.2162 , -100.896
1.01 , 83.0221 , -42.3781 , -84.7799
1.01 , 71.235 , -12.2162 , -100.896
1.02 , 83.0221 , -41.1191 , -86.0389
1.02 , 71.235 , -12.2162 , -100.896
1.03 , 82.7846 , -36.9145 , -86.1339
1.03 , 71.235 , -12.2162 , -100.896
1.04 , 82.6183 , -35.1092 , -86.3002
1.04 , 71.235 , -12.2162 , -100.896
1.05 , 82.452 , -33.3514 , -86.324
1.05 , 71.235 , -12.2162 , -100.896
1.06 , 82.2857 , -29.3844 , -86.3715
1.06 , 71.235 , -12.2162 , -100.896
1.07 , 82.1907 , -28.9568 , -86.3715
1.07 , 71.235 , -12.2162 , -100.896
1.08 , 82.0482 , -27.8166 , -86.419
1.08 , 71.235 , -12.2162 , -100.896
1.09 , 81.7869 , -25.2273 , -86.5615
1.09 , 71.235 , -12.2162 , -100.896
1.1 , 81.6681 , -25.1085 , -87.1316
1.1 , 71.235 , -12.2162 , -100.896
1.11 , 81.3593 , -24.2771 , -87.5117
1.11 , 71.235 , -12.2162 , -100.896
1.12 , 81.1693 , -22.068 , -87.868
1.12 , 71.235 , -12.2162 , -100.896
1.13 , 80.9317 , -22.0442 , -88.7232
1.13 , 71.235 , -12.2162 , -100.896
1.14 , 80.8129 , -21.0465 , -88.842
1.14 , 71.235 , -12.2162 , -100.896
1.15 , 80.5516 , -18.3623 , -89.2458
1.15 , 71.235 , -12.2162 , -100.896
1.16 , 80.3616 , -18.2672 , -89.8397
1.16 , 71.235 , -12.2162 , -100.896
1.17 , 80.1003 , -17.4121 , -90.0297
1.17 , 71.235 , -12.2162 , -100.896
1.18 , 79.934 , -15.3217 , -90.5285
1.18 , 71.235 , -12.2162 , -100.896
1.19 , 79.6965 , -15.3454 , -90.7661
1.19 , 71.235 , -12.2162 , -100.896
1.2 , 79.5064 , -14.7278 , -91.5025
1.2 , 71.235 , -12.2162 , -100.896
1.21 , 79.1501 , -13.5876 , -91.5975
1.21 , 71.235 , -12.2162 , -100.896
1.22 , 78.9363 , -13.5638 , -92.1201
1.22 , 71.235 , -12.2162 , -100.896
1.23 , 78.6988 , -12.8987 , -92.904
1.23 , 71.235 , -12.2162 , -100.896
1.24 , 78.5087 , -11.5922 , -92.9277
1.24 , 71.235 , -12.2162 , -100.896
1.25 , 78.295 , -11.5922 , -92.9277
1.25 , 71.235 , -12.2162 , -100.896
1.26 , 78.1049 , -10.9033 , -92.9277
1.26 , 71.235 , -12.2162 , -100.896
1.27 , 77.5348 , -9.76311 , -92.9277
1.27 , 71.235 , -12.2162 , -100.896
1.28 , 77.0835 , -9.78687 , -92.9277
1.28 , 71.235 , -12.2162 , -100.896
1.29 , 76.9885 , -9.31178 , -92.9515
1.29 , 71.235 , -12.2162 , -100.896
1.3 , 76.8697 , -8.86044 , -92.9515
1.3 , 71.235 , -12.2162 , -100.896
1.31 , 76.8222 , -8.83669 , -92.9753
1.31 , 71.235 , -12.2162 , -100.896
1.32 , 76.4896 , -8.83669 , -92.9515
1.32 , 71.235 , -12.2162 , -100.896
1.33 , 76.0858 , -8.86044 , -93.0228
1.33 , 71.235 , -12.2162 , -100.896
1.34 , 75.777 , -8.83669 , -92.999
1.34 , 71.235 , -12.2162 , -100.896
1.35 , 75.4682 , -8.86044 , -93.0228
1.35 , 71.235 , -12.2162 , -100.896
1.36 , 75.2306 , -8.83669 , -93.0703
1.36 , 71.235 , -12.2162 , -100.896
1.37 , 75.0643 , -8.83669 , -93.0703
1.37 , 71.235 , -12.2162 , -100.896
1.38 , 74.8505 , -8.86044 , -93.1653
1.38 , 71.235 , -12.2162 , -100.896
1.39 , 74.7318 , -8.83669 , -93.0703
1.39 , 71.235 , -12.2162 , -100.896
1.4 , 74.7318 , -8.83669 , -93.0703
1.4 , 71.235 , -12.2162 , -100.896
1.41 , 74.7318 , -8.86044 , -93.0703
1.41 , 71.235 , -12.2162 , -100.896
1.42 , 74.7318 , -8.83669 , -93.0465
1.42 , 71.235 , -12.2162 , -100.896
1.43 , 74.708 , -8.81293 , -93.0703
1.43 , 71.235 , -12.2162 , -100.896
1.44 , 74.5655 , -8.83669 , -93.094
1.44 , 71.235 , -12.2162 , -100.896
1.45 , 74.4942 , -8.83669 , -93.094
1.45 , 71.235 , -12.2162 , -100.896
1.46 , 74.3755 , -8.83669 , -93.094
1.46 , 71.235 , -12.2162 , -100.896
1.47 , 74.3517 , -8.83669 , -93.094
1.47 , 71.235 , -12.2162 , -100.896
1.48 , 74.2092 , -8.83669 , -93.1178
1.48 , 71.235 , -12.2162 , -100.896
1.49 , 74.1617 , -8.83669 , -93.094
1.49 , 71.235 , -12.2162 , -100.896
1.5 , 74.1379 , -8.83669 , -93.094
1.5 , 71.235 , -12.2162 , -100.896
1.51 , 74.1379 , -8.83669 , -93.0465
1.51 , 71.235 , -12.2162 , -100.896
1.52 , 74.0191 , -8.81293 , -93.1415
1.52 , 71.235 , -12.2162 , -100.896
1.53 , 73.9479 , -8.83669 , -93.2603
1.53 , 71.235 , -12.2162 , -100.896
1.54 , 73.8053 , -8.83669 , -93.2841
1.54 , 71.235 , -12.2162 , -100.896
1.55 , 73.7341 , -8.83669 , -93.2603
1.55 , 71.235 , -12.2162 , -100.896
1.56 , 73.6153 , -8.83669 , -93.2603
1.56 , 71.235 , -12.2162 , -100.896
1.57 , 73.5678 , -8.83669 , -93.3316
1.57 , 71.235 , -12.2162 , -100.896
1.58 , 73.4965 , -8.83669 , -93.2841
1.58 , 71.235 , -12.2162 , -100.896
1.59 , 73.4965 , -8.83669 , -93.3316
1.59 , 71.235 , -12.2162 , -100.896
1.6 , 73.4728 , -8.83669 , -93.3316
1.6 , 71.235 , -12.2162 , -100.896
1.61 , 73.4965 , -8.83669 , -93.3316
1.61 , 71.235 , -12.2162 , -100.896
1.62 , 73.449 , -8.83669 , -93.3316
1.62 , 71.235 , -12.2162 , -100.896
1.63 , 73.4253 , -8.83669 , -93.4503
1.63 , 71.235 , -12.2162 , -100.896
1.64 , 73.4253 , -8.83669 , -93.4028
1.64 , 71.235 , -12.2162 , -100.896
1.65 , 73.4253 , -8.83669 , -93.3791
1.65 , 71.235 , -12.2162 , -100.896
1.66 , 73.4015 , -8.86044 , -93.4028
1.66 , 71.235 , -12.2162 , -100.896
1.67 , 73.4253 , -8.81293 , -93.4028
1.67 , 71.235 , -12.2162 , -100.896
1.68 , 73.4253 , -8.83669 , -93.4503
1.68 , 71.235 , -12.2162 , -100.896
1.69 , 73.4015 , -8.83669 , -93.4741
1.69 , 71.235 , -12.2162 , -100.896
1.7 , 73.4015 , -8.83669 , -93.5691
1.7 , 71.235 , -12.2162 , -100.896
1.71 , 73.4253 , -8.83669 , -93.9967
1.71 , 71.235 , -12.2162 , -100.896
1.72 , 73.4253 , -8.86044 , -94.1392
1.72 , 71.235 , -12.2162 , -100.896
1.73 , 73.4015 , -8.83669 , -94.3055
1.73 , 71.235 , -12.2162 , -100.896
1.74 , 73.354 , -8.83669 , -94.7093
1.74 , 71.235 , -12.2162 , -100.896
1.75 , 73.4015 , -8.81293 , -94.8519
1.75 , 71.235 , -12.2162 , -100.896
1.76 , 73.259 , -8.86044 , -94.9706
1.76 , 71.235 , -12.2162 , -100.896
1.77 , 73.2352 , -8.83669 , -95.0657
1.77 , 71.235 , -12.2162 , -100.896
1.78 , 73.1402 , -8.83669 , -95.1607
1.78 , 71.235 , -12.2162 , -100.896
1.79 , 73.1165 , -8.83669 , -95.2557
1.79 , 71.235 , -12.2162 , -100.896
1.8 , 73.0214 , -8.83669 , -95.3507
1.8 , 71.235 , -12.2162 , -100.896
1.81 , 72.9977 , -8.86044 , -95.6595
1.81 , 71.235 , -12.2162 , -100.896
1.82 , 72.9739 , -8.86044 , -96.1821
1.82 , 71.235 , -12.2162 , -100.896
1.83 , 72.9502 , -8.83669 , -96.2296
1.83 , 71.235 , -12.2162 , -100.896
1.84 , 72.9264 , -8.83669 , -96.681
1.84 , 71.235 , -12.2162 , -100.896
1.85 , 72.9502 , -8.83669 , -98.2725
1.85 , 71.235 , -12.2162 , -100.896
1.86 , 72.8789 , -8.83669 , -98.7001
1.86 , 71.235 , -12.2162 , -100.896
1.87 , 72.8314 , -8.83669 , -99.1277
1.87 , 71.235 , -12.2162 , -100.896
1.88 , 72.8314 , -8.83669 , -100.173
1.88 , 71.235 , -12.2162 , -100.896
1.89 , 72.8314 , -8.83669 , -100.244
1.89 , 71.235 , -12.2162 , -100.896
1.9 , 72.8314 , -8.83669 , -100.22
1.9 , 71.235 , -12.2162 , -100.896
1.91 , 72.8314 , -8.81293 , -100.22
1.91 , 71.235 , -12.2162 , -100.896
1.92 , 72.8314 , -8.86044 , -100.22
1.92 , 71.235 , -12.2162 , -100.896
1.93 , 72.8314 , -8.83669 , -100.197
1.93 , 71.235 , -12.2162 , -100.896
1.94 , 72.8314 , -8.83669 , -100.244
1.94 , 71.235 , -12.2162 , -100.896
1.95 , 72.8077 , -8.83669 , -100.244
1.95 , 71.235 , -12.2162 , -100.896
1.96 , 72.8077 , -8.83669 , -100.22
1.96 , 71.235 , -12.2162 , -100.896
1.97 , 72.8552 , -8.83669 , -100.244
1.97 , 71.235 , -12.2162 , -100.896
1.98 , 72.8314 , -8.83669 , -100.22
1.98 , 71.235 , -12.2162 , -100.896
1.99 , 72.8314 , -8.83669 , -100.22
1.99 , 71.235 , -12.2162 , -100.896
2 , 72.8314 , -8.83669 , -100.22
2 , 71.235 , -12.2162 , -100.896
2.01 , 72.8314 , -8.83669 , -100.22
2.01 , 71.235 , -12.2162 , -100.896
2.02 , 72.8077 , -8.83669 , -100.244
2.02 , 71.235 , -12.2162 , -100.896
2.03 , 72.8314 , -8.86044 , -100.22
2.03 , 71.235 , -12.2162 , -100.896
2.04 , 72.8552 , -8.83669 , -100.244
2.04 , 71.235 , -12.2162 , -100.896
2.05 , 72.8077 , -8.83669 , -100.244
2.05 , 71.235 , -12.2162 , -100.896
2.06 , 72.8077 , -8.83669 , -100.244
2.06 , 71.235 , -12.2162 , -100.896
2.07 , 72.8314 , -8.83669 , -100.197
2.07 , 71.235 , -12.2162 , -100.896
2.08 , 72.8552 , -8.83669 , -100.197
2.08 , 71.235 , -12.2162 , -100.896
2.09 , 72.8314 , -8.83669 , -100.22
2.09 , 71.235 , -12.2162 , -100.896
2.1 , 72.8077 , -8.83669 , -100.22
2.1 , 71.235 , -12.2162 , -100.896
2.11 , 72.8314 , -8.86044 , -100.173
2.11 , 71.235 , -12.2162 , -100.896
2.12 , 72.7601 , -8.83669 , -100.244
2.12 , 71.235 , -12.2162 , -100.896
2.13 , 72.7364 , -8.86044 , -100.244
2.13 , 71.235 , -12.2162 , -100.896
2.14 , 72.5939 , -8.83669 , -100.244
2.14 , 71.235 , -12.2162 , -100.896
2.15 , 72.5464 , -8.83669 , -100.244
2.15 , 71.235 , -12.2162 , -100.896
2.16 , 72.4513 , -8.86044 , -100.22
2.16 , 71.235 , -12.2162 , -100.896
2.17 , 72.4513 , -8.83669 , -100.244
2.17 , 71.235 , -12.2162 , -100.896
2.18 , 72.4038 , -8.83669 , -100.268
2.18 , 71.235 , -12.2162 , -100.896
2.19 , 72.3801 , -8.81293 , -100.22
2.19 , 71.235 , -12.2162 , -100.896
2.2 , 72.3088 , -8.81293 , -100.22
2.2 , 71.235 , -12.2162 , -100.896
2.21 , 72.3088 , -8.83669 , -100.197
2.21 , 71.235 , -12.2162 , -100.896
2.22 , 72.2138 , -8.83669 , -100.22
2.22 , 71.235 , -12.2162 , -100.896
2.23 , 72.1425 , -8.83669 , -100.244
2.23 , 71.235 , -12.2162 , -100.896
2.24 , 72.1188 , -8.83669 , -100.292
2.24 , 71.235 , -12.2162 , -100.896
2.25 , 72.1188 , -8.83669 , -100.22
2.25 , 71.235 , -12.2162 , -100.896
2.26 , 71.8337 , -8.86044 , -100.22
2.26 , 71.235 , -12.2162 , -100.896
2.27 , 71.5249 , -8.83669 , -100.22
2.27 , 71.235 , -12.2162 , -100.896
2.28 , 71.5249 , -8.83669 , -100.268
2.28 , 71.235 , -12.2162 , -100.896
2.29 , 71.4774 , -8.83669 , -100.244
2.29 , 71.235 , -12.2162 , -100.896
2.3 , 71.4774 , -8.83669 , -100.22
2.3 , 71.235 , -12.2162 , -100.896
2.31 , 71.5012 , -8.86044 , -100.244
2.31 , 71.235 , -12.2162 , -100.896
2.32 , 71.5012 , -8.86044 , -100.244
2.32 , 71.235 , -12.2162 , -100.896
2.33 , 71.5012 , -8.83669 , -100.244
2.33 , 71.235 , -12.2162 , -100.896
2.34 , 71.4774 , -8.83669 , -100.22
2.34 , 71.235 , -12.2162 , -100.896
2.35 , 71.5012 , -8.83669 , -100.22
2.35 , 71.235 , -12.2162 , -100.896
2.36 , 71.5012 , -8.83669 , -100.244
2.36 , 71.235 , -12.2162 , -100.896
2.37 , 71.4774 , -8.83669 , -100.22
2.37 , 71.235 , -12.2162 , -100.896
2.38 , 71.4774 , -8.86044 , -100.22
2.38 , 71.235 , -12.2162 , -100.896
2.39 , 71.5012 , -8.83669 , -100.22
2.39 , 71.235 , -12.2162 , -100.896
2.4 , 71.5249 , -8.83669 , -100.268
2.4 , 71.235 , -12.2162 , -100.896
2.41 , 71.4774 , -8.83669 , -100.315
2.41 , 71.235 , -12.2162 , -100.896
2.42 , 71.5012 , -8.83669 , -100.244
2.42 , 71.235 , -12.2162 , -100.896
2.43 , 71.5012 , -8.83669 , -100.244
2.43 , 71.235 , -12.2162 , -100.896
2.44 , 71.5012 , -8.83669 , -100.244
2.44 , 71.235 , -12.2162 , -100.896
2.45 , 71.4774 , -8.86044 , -100.268
2.45 , 71.235 , -12.2162 , -100.896
2.46 , 71.2636 , -8.83669 , -100.244
2.46 , 71.235 , -12.2162 , -100.896
2.47 , 71.0261 , -8.83669 , -100.197
2.47 , 71.235 , -12.2162 , -100.896
2.48 , 71.0023 , -8.83669 , -100.22
2.48 , 71.235 , -12.2162 , -100.896
2.49 , 71.0261 , -8.83669 , -100.22
2.49 , 71.235 , -12.2162 , -100.896
2.5 , 71.0023 , -8.83669 , -100.244
2.5 , 71.235 , -12.2162 , -100.896
2.51 , 71.0023 , -8.83669 , -100.22
2.51 , 71.235 , -12.2162 , -100.896
2.52 , 71.0023 , -8.83669 , -100.22
2.52 , 71.235 , -12.2162 , -100.896
2.53 , 70.9786 , -8.83669 , -100.244
2.53 , 71.235 , -12.2162 , -100.896
2.54 , 71.0023 , -8.83669 , -100.22
2.54 , 71.235 , -12.2162 , -100.896
2.55 , 71.0023 , -8.83669 , -100.244
2.55 , 71.235 , -12.2162 , -100.896
2.56 , 71.0023 , -8.83669 , -100.197
2.56 , 71.235 , -12.2162 , -100.896
2.57 , 71.0023 , -8.83669 , -100.22
2.57 , 71.235 , -12.2162 , -100.896
2.58 , 71.0023 , -8.83669 , -100.22
2.58 , 71.235 , -12.2162 , -100.896
2.59 , 71.0023 , -8.83669 , -100.244
2.59 , 71.235 , -12.2162 , -100.896
2.6 , 71.0261 , -8.83669 , -100.339
2.6 , 71.235 , -12.2162 , -100.896
2.61 , 71.0261 , -8.83669 , -100.268
2.61 , 71.235 , -12.2162 , -100.896
2.62 , 71.0023 , -8.83669 , -100.244
2.62 , 71.235 , -12.2162 , -100.896
