l1 0.093501, l2 0.119783, l3 0.0940253
1.96 , 32.9238 , -110.506 , 32.3774
1.96 , 37.2365 , -113.348 , 34.2325
1.97 , 32.8763 , -110.53 , 32.4012
1.97 , 37.2365 , -113.348 , 34.2325
1.98 , 32.9 , -110.53 , 32.3299
1.98 , 37.2365 , -113.348 , 34.2325
1.99 , 32.8763 , -110.554 , 32.3299
1.99 , 37.2365 , -113.348 , 34.2325
2 , 32.9 , -110.554 , 32.3299
2 , 37.2365 , -113.348 , 34.2325
2.01 , 32.9 , -110.601 , 32.3537
2.01 , 37.2365 , -113.348 , 34.2325
2.02 , 32.9 , -110.672 , 32.3774
2.02 , 37.2365 , -113.348 , 34.2325
2.03 , 32.8763 , -110.815 , 32.3537
2.03 , 37.2365 , -113.348 , 34.2325
2.04 , 32.9238 , -111.029 , 32.3537
2.04 , 37.2365 , -113.348 , 34.2325
2.05 , 32.8763 , -111.314 , 32.3299
2.05 , 37.2365 , -113.348 , 34.2325
2.06 , 32.9 , -111.48 , 32.3299
2.06 , 37.2365 , -113.348 , 34.2325
2.07 , 32.8525 , -111.456 , 32.3299
2.07 , 37.2365 , -113.348 , 34.2325
2.08 , 32.8763 , -111.504 , 32.3299
2.08 , 37.2365 , -113.348 , 34.2325
2.09 , 32.9 , -111.528 , 32.3537
2.09 , 37.2365 , -113.348 , 34.2325
2.1 , 32.9 , -111.528 , 32.3774
2.1 , 37.2365 , -113.348 , 34.2325
2.11 , 32.9 , -111.551 , 32.3299
2.11 , 37.2365 , -113.348 , 34.2325
2.12 , 32.9 , -111.551 , 32.3299
2.12 , 37.2365 , -113.348 , 34.2325
2.13 , 32.8763 , -111.575 , 32.3299
2.13 , 37.2365 , -113.348 , 34.2325
2.14 , 32.9 , -111.551 , 32.3299
2.14 , 37.2365 , -113.348 , 34.2325
2.15 , 32.8288 , -111.575 , 32.3537
2.15 , 37.2365 , -113.348 , 34.2325
2.16 , 32.8763 , -111.599 , 32.3299
2.16 , 37.2365 , -113.348 , 34.2325
2.17 , 32.9 , -111.575 , 32.3537
2.17 , 37.2365 , -113.348 , 34.2325
2.18 , 32.9238 , -111.575 , 32.3537
2.18 , 37.2365 , -113.348 , 34.2325
2.19 , 32.9 , -111.599 , 32.3299
2.19 , 37.2365 , -113.348 , 34.2325
2.2 , 32.9 , -111.575 , 32.3062
2.2 , 37.2365 , -113.348 , 34.2325
2.21 , 32.9 , -111.623 , 32.3774
2.21 , 37.2365 , -113.348 , 34.2325
2.22 , 32.9 , -111.646 , 32.3537
2.22 , 37.2365 , -113.348 , 34.2325
2.23 , 32.9 , -111.646 , 32.3537
2.23 , 37.2365 , -113.348 , 34.2325
2.24 , 32.9 , -111.67 , 32.2824
2.24 , 37.2365 , -113.348 , 34.2325
2.25 , 32.9 , -111.67 , 32.3299
2.25 , 37.2365 , -113.348 , 34.2325
2.26 , 32.9238 , -111.694 , 32.3299
2.26 , 37.2365 , -113.348 , 34.2325
2.27 , 32.9 , -111.741 , 32.3537
2.27 , 37.2365 , -113.348 , 34.2325
2.28 , 32.9 , -111.741 , 32.3774
2.28 , 37.2365 , -113.348 , 34.2325
2.29 , 32.9 , -111.813 , 32.3537
2.29 , 37.2365 , -113.348 , 34.2325
2.3 , 32.9 , -111.836 , 32.3774
2.3 , 37.2365 , -113.348 , 34.2325
2.31 , 32.9238 , -112.05 , 32.3062
2.31 , 37.2365 , -113.348 , 34.2325
2.32 , 32.9 , -112.501 , 32.3299
2.32 , 37.2365 , -113.348 , 34.2325
2.33 , 32.8763 , -112.715 , 32.3299
2.33 , 37.2365 , -113.348 , 34.2325
2.34 , 32.9 , -112.715 , 32.3062
2.34 , 37.2365 , -113.348 , 34.2325
2.35 , 32.8763 , -112.715 , 32.3537
2.35 , 37.2365 , -113.348 , 34.2325
2.36 , 32.8763 , -112.715 , 32.3537
2.36 , 37.2365 , -113.348 , 34.2325
2.37 , 32.9 , -112.692 , 32.3537
2.37 , 37.2365 , -113.348 , 34.2325
2.38 , 32.8763 , -112.692 , 32.3299
2.38 , 37.2365 , -113.348 , 34.2325
2.39 , 32.9 , -112.692 , 32.3299
