l1 0.093501, l2 0.119783, l3 0.0940253
1.62 , 85.4213 , -63.8997 , -66.3939
1.62 , 85.4118 , -62.1428 , -65.1478
1.63 , 85.4213 , -63.7809 , -66.3702
1.63 , 85.4118 , -62.1428 , -65.1478
1.64 , 85.4213 , -63.7809 , -65.9663
1.64 , 85.4118 , -62.1428 , -65.1478
1.65 , 85.4213 , -63.8047 , -64.8499
1.65 , 85.4118 , -62.1428 , -65.1478
1.66 , 85.4213 , -63.6859 , -65.0874
1.66 , 85.4118 , -62.1428 , -65.1478
1.67 , 85.4213 , -63.6859 , -65.0399
1.67 , 85.4118 , -62.1428 , -65.1478
1.68 , 85.4213 , -63.7334 , -64.8736
1.68 , 85.4118 , -62.1428 , -65.1478
1.69 , 85.4213 , -63.6384 , -64.6836
1.69 , 85.4118 , -62.1428 , -65.1478
1.7 , 85.4213 , -63.5671 , -64.6598
1.7 , 85.4118 , -62.1428 , -65.1478
1.71 , 85.4213 , -63.5434 , -64.7074
1.71 , 85.4118 , -62.1428 , -65.1478
1.72 , 85.4213 , -63.4484 , -64.5411
1.72 , 85.4118 , -62.1428 , -65.1478
1.73 , 85.4213 , -63.3058 , -64.5886
1.73 , 85.4118 , -62.1428 , -65.1478
1.74 , 85.4451 , -63.2346 , -64.4936
1.74 , 85.4118 , -62.1428 , -65.1478
1.75 , 85.4213 , -63.2821 , -64.9687
1.75 , 85.4118 , -62.1428 , -65.1478
1.76 , 85.4213 , -63.2583 , -65.7288
1.76 , 85.4118 , -62.1428 , -65.1478
1.77 , 85.4213 , -63.2583 , -65.6338
1.77 , 85.4118 , -62.1428 , -65.1478
1.78 , 85.4213 , -63.2583 , -65.5388
1.78 , 85.4118 , -62.1428 , -65.1478
1.79 , 85.4213 , -63.2346 , -65.5625
1.79 , 85.4118 , -62.1428 , -65.1478
1.8 , 85.4213 , -63.3058 , -65.515
1.8 , 85.4118 , -62.1428 , -65.1478
1.81 , 85.4451 , -63.0445 , -65.515
1.81 , 85.4118 , -62.1428 , -65.1478
1.82 , 85.3976 , -62.712 , -65.5388
1.82 , 85.4118 , -62.1428 , -65.1478
1.83 , 85.4213 , -62.7357 , -65.5388
1.83 , 85.4118 , -62.1428 , -65.1478
1.84 , 85.4213 , -62.6882 , -65.4913
1.84 , 85.4118 , -62.1428 , -65.1478
1.85 , 85.4213 , -62.6882 , -65.5388
1.85 , 85.4118 , -62.1428 , -65.1478
1.86 , 85.4213 , -62.6882 , -65.5388
1.86 , 85.4118 , -62.1428 , -65.1478
1.87 , 85.4213 , -62.712 , -65.515
1.87 , 85.4118 , -62.1428 , -65.1478
1.88 , 85.4213 , -62.7357 , -65.5388
1.88 , 85.4118 , -62.1428 , -65.1478
1.89 , 85.4213 , -62.712 , -65.5388
1.89 , 85.4118 , -62.1428 , -65.1478
1.9 , 85.4213 , -62.6882 , -65.5388
1.9 , 85.4118 , -62.1428 , -65.1478
1.91 , 85.4213 , -62.5457 , -65.5388
1.91 , 85.4118 , -62.1428 , -65.1478
1.92 , 85.4213 , -62.5694 , -65.515
1.92 , 85.4118 , -62.1428 , -65.1478
1.93 , 85.4451 , -62.4744 , -65.5625
1.93 , 85.4118 , -62.1428 , -65.1478
1.94 , 85.4213 , -62.4269 , -65.4675
1.94 , 85.4118 , -62.1428 , -65.1478
1.95 , 85.4213 , -62.4982 , -65.5388
1.95 , 85.4118 , -62.1428 , -65.1478
1.96 , 85.4213 , -62.4269 , -65.5388
1.96 , 85.4118 , -62.1428 , -65.1478
1.97 , 85.4451 , -62.4744 , -65.515
1.97 , 85.4118 , -62.1428 , -65.1478
1.98 , 85.3976 , -62.4032 , -65.515
1.98 , 85.4118 , -62.1428 , -65.1478
1.99 , 85.4451 , -62.4269 , -65.3725
1.99 , 85.4118 , -62.1428 , -65.1478
2 , 85.4213 , -62.4032 , -65.1587
2 , 85.4118 , -62.1428 , -65.1478
2.01 , 85.3976 , -62.4507 , -65.23
2.01 , 85.4118 , -62.1428 , -65.1478
2.02 , 85.4213 , -62.4744 , -65.1587
2.02 , 85.4118 , -62.1428 , -65.1478
2.03 , 85.4213 , -62.4269 , -65.1587
2.03 , 85.4118 , -62.1428 , -65.1478
2.04 , 85.4451 , -62.4269 , -65.1349
2.04 , 85.4118 , -62.1428 , -65.1478
2.05 , 85.4213 , -62.4982 , -65.1349
2.05 , 85.4118 , -62.1428 , -65.1478
2.06 , 85.4213 , -62.4269 , -65.1587
2.06 , 85.4118 , -62.1428 , -65.1478
2.07 , 85.4451 , -62.4744 , -65.2062
2.07 , 85.4118 , -62.1428 , -65.1478
2.08 , 85.4213 , -62.4269 , -65.1587
2.08 , 85.4118 , -62.1428 , -65.1478
2.09 , 85.4213 , -62.4032 , -65.1587
2.09 , 85.4118 , -62.1428 , -65.1478
2.1 , 85.4213 , -62.4269 , -65.1587
2.1 , 85.4118 , -62.1428 , -65.1478
2.11 , 85.3976 , -62.4269 , -65.1587
2.11 , 85.4118 , -62.1428 , -65.1478
2.12 , 85.4213 , -62.4032 , -65.1112
2.12 , 85.4118 , -62.1428 , -65.1478
2.13 , 85.4213 , -62.3794 , -65.1587
2.13 , 85.4118 , -62.1428 , -65.1478
2.14 , 85.4451 , -62.3557 , -65.1587
2.14 , 85.4118 , -62.1428 , -65.1478
2.15 , 85.4213 , -62.4269 , -64.8736
2.15 , 85.4118 , -62.1428 , -65.1478
2.16 , 85.4451 , -62.3557 , -64.3273
2.16 , 85.4118 , -62.1428 , -65.1478
2.17 , 85.4213 , -62.3794 , -64.5648
2.17 , 85.4118 , -62.1428 , -65.1478
2.18 , 85.4213 , -62.4269 , -64.1135
2.18 , 85.4118 , -62.1428 , -65.1478
2.19 , 85.4451 , -62.3794 , -64.2323
2.19 , 85.4118 , -62.1428 , -65.1478
2.2 , 85.4213 , -62.4032 , -64.3985
2.2 , 85.4118 , -62.1428 , -65.1478
2.21 , 85.3976 , -62.3557 , -64.4936
2.21 , 85.4118 , -62.1428 , -65.1478
2.22 , 85.4213 , -62.3794 , -64.6361
2.22 , 85.4118 , -62.1428 , -65.1478
2.23 , 85.4213 , -62.3794 , -64.6836
2.23 , 85.4118 , -62.1428 , -65.1478
2.24 , 85.4451 , -62.3319 , -64.8736
2.24 , 85.4118 , -62.1428 , -65.1478
2.25 , 85.4213 , -62.4269 , -64.9924
2.25 , 85.4118 , -62.1428 , -65.1478
2.26 , 85.4451 , -62.4032 , -64.6123
2.26 , 85.4118 , -62.1428 , -65.1478
2.27 , 85.4213 , -62.3319 , -64.8024
2.27 , 85.4118 , -62.1428 , -65.1478
2.28 , 85.4451 , -62.3794 , -64.9449
2.28 , 85.4118 , -62.1428 , -65.1478
2.29 , 85.4213 , -62.3557 , -65.23
2.29 , 85.4118 , -62.1428 , -65.1478
2.3 , 85.3976 , -62.3557 , -65.5625
2.3 , 85.4118 , -62.1428 , -65.1478
2.31 , 85.4213 , -62.3557 , -65.0162
2.31 , 85.4118 , -62.1428 , -65.1478
2.32 , 85.4213 , -62.3557 , -63.1396
2.32 , 85.4118 , -62.1428 , -65.1478
2.33 , 85.4451 , -62.2369 , -65.1824
2.33 , 85.4118 , -62.1428 , -65.1478
2.34 , 85.4213 , -62.0706 , -65.3487
2.34 , 85.4118 , -62.1428 , -65.1478
2.35 , 85.4451 , -62.0468 , -65.3487
2.35 , 85.4118 , -62.1428 , -65.1478
2.36 , 85.4213 , -62.0706 , -65.42
2.36 , 85.4118 , -62.1428 , -65.1478
2.37 , 85.4213 , -62.0944 , -65.4437
2.37 , 85.4118 , -62.1428 , -65.1478
2.38 , 85.4213 , -62.0468 , -65.4437
2.38 , 85.4118 , -62.1428 , -65.1478
2.39 , 85.4213 , -62.0944 , -65.4437
2.39 , 85.4118 , -62.1428 , -65.1478
2.4 , 85.4451 , -62.0468 , -65.4437
2.4 , 85.4118 , -62.1428 , -65.1478
2.41 , 85.4451 , -62.0468 , -65.4675
2.41 , 85.4118 , -62.1428 , -65.1478
2.42 , 85.3976 , -62.0468 , -65.4675
2.42 , 85.4118 , -62.1428 , -65.1478
2.43 , 85.4213 , -62.0706 , -65.4437
2.43 , 85.4118 , -62.1428 , -65.1478
2.44 , 85.4213 , -62.0468 , -65.4437
2.44 , 85.4118 , -62.1428 , -65.1478
2.45 , 85.4213 , -62.0944 , -65.4675
2.45 , 85.4118 , -62.1428 , -65.1478
2.46 , 85.4213 , -62.0706 , -65.3962
2.46 , 85.4118 , -62.1428 , -65.1478
2.47 , 85.4213 , -62.0706 , -65.4437
2.47 , 85.4118 , -62.1428 , -65.1478
2.48 , 85.4213 , -62.0706 , -65.4437
2.48 , 85.4118 , -62.1428 , -65.1478
2.49 , 85.4213 , -62.0468 , -65.4437
2.49 , 85.4118 , -62.1428 , -65.1478
2.5 , 85.4451 , -62.0706 , -65.4437
2.5 , 85.4118 , -62.1428 , -65.1478
2.51 , 85.4213 , -62.0706 , -65.4675
2.51 , 85.4118 , -62.1428 , -65.1478
2.52 , 85.4213 , -62.0706 , -65.4437
2.52 , 85.4118 , -62.1428 , -65.1478
2.53 , 85.4213 , -62.0706 , -65.325
2.53 , 85.4118 , -62.1428 , -65.1478
2.54 , 85.4213 , -62.0706 , -65.1349
2.54 , 85.4118 , -62.1428 , -65.1478
2.55 , 85.4213 , -62.0706 , -65.23
2.55 , 85.4118 , -62.1428 , -65.1478
2.56 , 85.4213 , -62.0468 , -65.2537
2.56 , 85.4118 , -62.1428 , -65.1478
2.57 , 85.4213 , -62.0468 , -65.3725
2.57 , 85.4118 , -62.1428 , -65.1478
2.58 , 85.4451 , -62.0468 , -65.3487
2.58 , 85.4118 , -62.1428 , -65.1478
2.59 , 85.3976 , -62.0468 , -65.42
2.59 , 85.4118 , -62.1428 , -65.1478
2.6 , 85.4213 , -62.0468 , -65.4675
2.6 , 85.4118 , -62.1428 , -65.1478
2.61 , 85.4213 , -62.0468 , -65.5388
2.61 , 85.4118 , -62.1428 , -65.1478
2.62 , 85.3976 , -62.0468 , -65.515
2.62 , 85.4118 , -62.1428 , -65.1478
2.63 , 85.4213 , -62.0706 , -65.5388
2.63 , 85.4118 , -62.1428 , -65.1478
2.64 , 85.4451 , -62.0468 , -65.5388
2.64 , 85.4118 , -62.1428 , -65.1478
2.65 , 85.4213 , -62.0706 , -65.515
2.65 , 85.4118 , -62.1428 , -65.1478
2.66 , 85.4213 , -62.0468 , -65.5388
2.66 , 85.4118 , -62.1428 , -65.1478
2.67 , 85.4213 , -62.0706 , -65.4437
2.67 , 85.4118 , -62.1428 , -65.1478
2.68 , 85.4451 , -62.0468 , -65.515
2.68 , 85.4118 , -62.1428 , -65.1478
2.69 , 85.4213 , -62.0706 , -65.5388
2.69 , 85.4118 , -62.1428 , -65.1478
2.7 , 85.4213 , -62.0468 , -65.4675
2.7 , 85.4118 , -62.1428 , -65.1478
2.71 , 85.4213 , -62.0706 , -65.42
2.71 , 85.4118 , -62.1428 , -65.1478
2.72 , 85.4213 , -62.0706 , -65.3012
2.72 , 85.4118 , -62.1428 , -65.1478
2.73 , 85.4451 , -62.0468 , -65.2537
2.73 , 85.4118 , -62.1428 , -65.1478
2.74 , 85.3976 , -62.0468 , -64.9924
2.74 , 85.4118 , -62.1428 , -65.1478
2.75 , 85.4451 , -62.0468 , -64.4936
2.75 , 85.4118 , -62.1428 , -65.1478
2.76 , 85.4213 , -62.0706 , -65.2775
2.76 , 85.4118 , -62.1428 , -65.1478
2.77 , 85.4451 , -61.9993 , -64.3035
2.77 , 85.4118 , -62.1428 , -65.1478
2.78 , 85.4213 , -62.0706 , -64.2798
2.78 , 85.4118 , -62.1428 , -65.1478
2.79 , 85.4213 , -62.0944 , -64.5886
2.79 , 85.4118 , -62.1428 , -65.1478
2.8 , 85.4451 , -62.0468 , -63.4484
2.8 , 85.4118 , -62.1428 , -65.1478
2.81 , 85.4213 , -62.0468 , -64.0897
2.81 , 85.4118 , -62.1428 , -65.1478
2.82 , 85.4451 , -62.0231 , -64.8736
2.82 , 85.4118 , -62.1428 , -65.1478
2.83 , 85.4213 , -62.0468 , -64.8024
2.83 , 85.4118 , -62.1428 , -65.1478
2.84 , 85.4451 , -62.0468 , -64.9211
2.84 , 85.4118 , -62.1428 , -65.1478
2.85 , 85.3976 , -62.0468 , -64.8024
2.85 , 85.4118 , -62.1428 , -65.1478
2.86 , 85.4213 , -62.0706 , -64.8024
2.86 , 85.4118 , -62.1428 , -65.1478
2.87 , 85.3976 , -62.0706 , -64.7786
2.87 , 85.4118 , -62.1428 , -65.1478
2.88 , 85.4213 , -62.0468 , -64.8499
2.88 , 85.4118 , -62.1428 , -65.1478
2.89 , 85.4451 , -62.0468 , -64.7549
2.89 , 85.4118 , -62.1428 , -65.1478
2.9 , 85.4213 , -62.0468 , -64.5648
2.9 , 85.4118 , -62.1428 , -65.1478
2.91 , 85.4451 , -62.0231 , -64.5411
2.91 , 85.4118 , -62.1428 , -65.1478
2.92 , 85.3976 , -62.0468 , -64.5886
2.92 , 85.4118 , -62.1428 , -65.1478
2.93 , 85.4213 , -62.0231 , -64.5886
2.93 , 85.4118 , -62.1428 , -65.1478
2.94 , 85.4213 , -62.0706 , -64.4936
2.94 , 85.4118 , -62.1428 , -65.1478
2.95 , 85.4213 , -62.0706 , -64.5173
2.95 , 85.4118 , -62.1428 , -65.1478
2.96 , 85.4213 , -62.0944 , -64.5648
2.96 , 85.4118 , -62.1428 , -65.1478
2.97 , 85.4451 , -62.0468 , -64.4936
2.97 , 85.4118 , -62.1428 , -65.1478
2.98 , 85.3976 , -62.0468 , -64.4936
2.98 , 85.4118 , -62.1428 , -65.1478
2.99 , 85.4451 , -61.9993 , -64.4936
2.99 , 85.4118 , -62.1428 , -65.1478
3 , 85.4213 , -62.0706 , -64.4936
3 , 85.4118 , -62.1428 , -65.1478
l1 0.0875671, l2 0.102132, l3 0.11761
0 , 85.4213 , -62.0706 , -65.23
0 , 71.235 , -12.2162 , -100.896
0.01 , 85.4213 , -62.0468 , -66.3227
0.01 , 71.235 , -12.2162 , -100.896
0.02 , 85.4213 , -62.0706 , -65.8476
0.02 , 71.235 , -12.2162 , -100.896
0.03 , 85.3976 , -62.0468 , -65.61
0.03 , 71.235 , -12.2162 , -100.896
0.04 , 85.4213 , -62.1419 , -65.5863
0.04 , 71.235 , -12.2162 , -100.896
0.05 , 85.4213 , -61.9993 , -65.6338
0.05 , 71.235 , -12.2162 , -100.896
0.06 , 85.4213 , -61.9993 , -65.6338
0.06 , 71.235 , -12.2162 , -100.896
0.07 , 85.4213 , -61.5955 , -65.61
0.07 , 71.235 , -12.2162 , -100.896
0.08 , 85.4213 , -59.8852 , -65.7763
0.08 , 71.235 , -12.2162 , -100.896
0.09 , 85.3976 , -59.1963 , -66.584
0.09 , 71.235 , -12.2162 , -100.896
0.1 , 85.4213 , -59.1726 , -67.2491
0.1 , 71.235 , -12.2162 , -100.896
0.11 , 85.4213 , -59.1013 , -67.0115
0.11 , 71.235 , -12.2162 , -100.896
0.12 , 85.4213 , -58.84 , -67.6054
0.12 , 71.235 , -12.2162 , -100.896
0.13 , 85.4213 , -58.4124 , -68.4368
0.13 , 71.235 , -12.2162 , -100.896
0.14 , 85.4213 , -57.7235 , -69.1495
0.14 , 71.235 , -12.2162 , -100.896
0.15 , 85.4451 , -56.8209 , -70.5747
0.15 , 71.235 , -12.2162 , -100.896
0.16 , 85.4213 , -56.3933 , -73.1877
0.16 , 71.235 , -12.2162 , -100.896
0.17 , 85.4213 , -56.037 , -73.0927
0.17 , 71.235 , -12.2162 , -100.896
0.18 , 85.4213 , -55.1818 , -74.0666
0.18 , 71.235 , -12.2162 , -100.896
0.19 , 85.4451 , -55.1343 , -75.1356
0.19 , 71.235 , -12.2162 , -100.896
0.2 , 85.4451 , -55.1818 , -76.2758
0.2 , 71.235 , -12.2162 , -100.896
0.21 , 85.4213 , -55.158 , -75.9908
0.21 , 71.235 , -12.2162 , -100.896
0.22 , 85.3976 , -55.1343 , -76.8459
0.22 , 71.235 , -12.2162 , -100.896
0.23 , 85.4213 , -55.063 , -77.1547
0.23 , 71.235 , -12.2162 , -100.896
0.24 , 85.3976 , -54.6354 , -77.2022
0.24 , 71.235 , -12.2162 , -100.896
0.25 , 85.4213 , -54.1603 , -77.9624
0.25 , 71.235 , -12.2162 , -100.896
0.26 , 85.4213 , -53.2814 , -78.58
0.26 , 71.235 , -12.2162 , -100.896
0.27 , 85.4213 , -52.8301 , -78.4375
0.27 , 71.235 , -12.2162 , -100.896
0.28 , 85.4213 , -52.6401 , -79.3164
0.28 , 71.235 , -12.2162 , -100.896
0.29 , 85.3976 , -52.1887 , -79.4352
0.29 , 71.235 , -12.2162 , -100.896
0.3 , 85.3976 , -51.6186 , -79.3639
0.3 , 71.235 , -12.2162 , -100.896
0.31 , 85.4213 , -51.2623 , -79.4827
0.31 , 71.235 , -12.2162 , -100.896
0.32 , 85.3738 , -51.286 , -79.6965
0.32 , 71.235 , -12.2162 , -100.896
0.33 , 85.35 , -51.2623 , -80.1953
0.33 , 71.235 , -12.2162 , -100.896
0.34 , 85.35 , -51.0485 , -80.5516
0.34 , 71.235 , -12.2162 , -100.896
0.35 , 85.255 , -49.9558 , -80.7892
0.35 , 71.235 , -12.2162 , -100.896
0.36 , 85.2075 , -49.3144 , -81.7869
0.36 , 71.235 , -12.2162 , -100.896
0.37 , 85.16 , -49.2907 , -82.2145
0.37 , 71.235 , -12.2162 , -100.896
0.38 , 85.1363 , -49.3144 , -81.5493
0.38 , 71.235 , -12.2162 , -100.896
0.39 , 84.97 , -49.2907 , -82.547
0.39 , 71.235 , -12.2162 , -100.896
0.4 , 84.9937 , -49.2669 , -83.0459
0.4 , 71.235 , -12.2162 , -100.896
0.41 , 84.97 , -49.2669 , -81.7869
0.41 , 71.235 , -12.2162 , -100.896
0.42 , 84.9937 , -49.1481 , -83.901
0.42 , 71.235 , -12.2162 , -100.896
0.43 , 84.9462 , -49.0294 , -84.6374
0.43 , 71.235 , -12.2162 , -100.896
0.44 , 84.7799 , -48.9819 , -83.996
0.44 , 71.235 , -12.2162 , -100.896
0.45 , 84.2573 , -48.9106 , -87.1554
0.45 , 71.235 , -12.2162 , -100.896
0.46 , 84.0911 , -48.9106 , -88.6044
0.46 , 71.235 , -12.2162 , -100.896
0.47 , 84.0911 , -48.9106 , -88.6044
0.47 , 71.235 , -12.2162 , -100.896
0.48 , 84.0911 , -48.8393 , -89.032
0.48 , 71.235 , -12.2162 , -100.896
0.49 , 84.0911 , -48.4593 , -89.5071
0.49 , 71.235 , -12.2162 , -100.896
0.5 , 83.9723 , -48.198 , -89.5784
0.5 , 71.235 , -12.2162 , -100.896
0.51 , 83.8773 , -47.8891 , -90.2197
0.51 , 71.235 , -12.2162 , -100.896
0.52 , 83.4972 , -46.0838 , -90.9324
0.52 , 71.235 , -12.2162 , -100.896
0.53 , 83.3784 , -45.0386 , -91.1699
0.53 , 71.235 , -12.2162 , -100.896
0.54 , 83.3784 , -44.7298 , -92.4289
0.54 , 71.235 , -12.2162 , -100.896
0.55 , 83.3784 , -43.8984 , -93.6166
0.55 , 71.235 , -12.2162 , -100.896
0.56 , 83.3072 , -43.1857 , -93.8542
0.56 , 71.235 , -12.2162 , -100.896
0.57 , 82.9984 , -42.3068 , -94.5906
0.57 , 71.235 , -12.2162 , -100.896
0.58 , 82.8083 , -42.2831 , -94.7806
0.58 , 71.235 , -12.2162 , -100.896
0.59 , 82.8321 , -42.2593 , -94.8044
0.59 , 71.235 , -12.2162 , -100.896
0.6 , 82.8558 , -42.2593 , -94.8756
0.6 , 71.235 , -12.2162 , -100.896
0.61 , 82.8321 , -42.1881 , -94.9944
0.61 , 71.235 , -12.2162 , -100.896
0.62 , 82.8083 , -42.093 , -95.0181
0.62 , 71.235 , -12.2162 , -100.896
0.63 , 82.8083 , -41.9743 , -95.0419
0.63 , 71.235 , -12.2162 , -100.896
0.64 , 82.8083 , -41.7367 , -95.1607
0.64 , 71.235 , -12.2162 , -100.896
0.65 , 82.8083 , -41.0003 , -95.3982
0.65 , 71.235 , -12.2162 , -100.896
0.66 , 82.4758 , -40.5727 , -95.8496
0.66 , 71.235 , -12.2162 , -100.896
0.67 , 82.357 , -40.5252 , -95.9683
0.67 , 71.235 , -12.2162 , -100.896
0.68 , 82.357 , -40.4065 , -96.5147
0.68 , 71.235 , -12.2162 , -100.896
0.69 , 82.3332 , -40.1214 , -96.9898
0.69 , 71.235 , -12.2162 , -100.896
0.7 , 82.1669 , -39.9076 , -97.4174
0.7 , 71.235 , -12.2162 , -100.896
0.71 , 81.7156 , -39.4563 , -98.5576
0.71 , 71.235 , -12.2162 , -100.896
0.72 , 81.6206 , -38.2448 , -97.94
0.72 , 71.235 , -12.2162 , -100.896
0.73 , 81.5731 , -37.0333 , -98.5576
0.73 , 71.235 , -12.2162 , -100.896
0.74 , 81.4306 , -36.7008 , -99.294
0.74 , 71.235 , -12.2162 , -100.896
0.75 , 81.288 , -36.2732 , -96.8948
0.75 , 71.235 , -12.2162 , -100.896
0.76 , 81.1693 , -36.2019 , -98.6763
0.76 , 71.235 , -12.2162 , -100.896
0.77 , 80.908 , -36.0119 , -99.8403
0.77 , 71.235 , -12.2162 , -100.896
0.78 , 80.8129 , -35.7268 , -98.8664
0.78 , 71.235 , -12.2162 , -100.896
0.79 , 80.8129 , -35.7031 , -98.9852
0.79 , 71.235 , -12.2162 , -100.896
0.8 , 80.8129 , -35.228 , -98.5576
0.8 , 71.235 , -12.2162 , -100.896
0.81 , 80.7892 , -34.3966 , -96.681
0.81 , 71.235 , -12.2162 , -100.896
0.82 , 80.7892 , -34.3966 , -98.2013
0.82 , 71.235 , -12.2162 , -100.896
0.83 , 80.6942 , -34.1353 , -98.415
0.83 , 71.235 , -12.2162 , -100.896
0.84 , 80.5279 , -33.3514 , -98.6763
0.84 , 71.235 , -12.2162 , -100.896
0.85 , 80.4804 , -32.9 , -99.5078
0.85 , 71.235 , -12.2162 , -100.896
0.86 , 80.3378 , -32.6625 , -99.9116
0.86 , 71.235 , -12.2162 , -100.896
0.87 , 79.8628 , -31.3085 , -99.7453
0.87 , 71.235 , -12.2162 , -100.896
0.88 , 79.6252 , -29.7407 , -100.695
0.88 , 71.235 , -12.2162 , -100.896
0.89 , 79.649 , -29.7644 , -100.529
0.89 , 71.235 , -12.2162 , -100.896
0.9 , 79.5777 , -29.7169 , -100.6
0.9 , 71.235 , -12.2162 , -100.896
0.91 , 79.1976 , -29.6694 , -100.482
0.91 , 71.235 , -12.2162 , -100.896
0.92 , 79.0551 , -29.2418 , -100.553
0.92 , 71.235 , -12.2162 , -100.896
0.93 , 79.0551 , -28.4104 , -100.6
0.93 , 71.235 , -12.2162 , -100.896
0.94 , 79.0551 , -28.3867 , -100.6
0.94 , 71.235 , -12.2162 , -100.896
0.95 , 79.0789 , -27.9116 , -100.6
0.95 , 71.235 , -12.2162 , -100.896
0.96 , 78.9363 , -27.2702 , -100.672
0.96 , 71.235 , -12.2162 , -100.896
0.97 , 78.675 , -27.3415 , -100.79
0.97 , 71.235 , -12.2162 , -100.896
0.98 , 78.6275 , -27.2465 , -100.886
0.98 , 71.235 , -12.2162 , -100.896
0.99 , 78.6513 , -27.0802 , -100.862
0.99 , 71.235 , -12.2162 , -100.896
1 , 78.5087 , -27.1039 , -100.79
1 , 71.235 , -12.2162 , -100.896
1.01 , 78.3425 , -26.8189 , -100.814
1.01 , 71.235 , -12.2162 , -100.896
1.02 , 78.1762 , -26.2725 , -100.79
1.02 , 71.235 , -12.2162 , -100.896
1.03 , 77.5823 , -25.9637 , -100.933
1.03 , 71.235 , -12.2162 , -100.896
1.04 , 77.4398 , -24.8472 , -101.194
1.04 , 71.235 , -12.2162 , -100.896
1.05 , 77.321 , -24.2059 , -101.171
1.05 , 71.235 , -12.2162 , -100.896
1.06 , 77.0835 , -23.7308 , -101.266
1.06 , 71.235 , -12.2162 , -100.896
1.07 , 76.7984 , -23.0657 , -101.266
1.07 , 71.235 , -12.2162 , -100.896
1.08 , 76.8222 , -22.9944 , -101.266
1.08 , 71.235 , -12.2162 , -100.896
1.09 , 76.7747 , -22.8281 , -101.266
1.09 , 71.235 , -12.2162 , -100.896
1.1 , 76.7034 , -22.1392 , -101.242
1.1 , 71.235 , -12.2162 , -100.896
1.11 , 76.2283 , -21.3078 , -101.266
1.11 , 71.235 , -12.2162 , -100.896
1.12 , 76.0858 , -21.3078 , -101.266
1.12 , 71.235 , -12.2162 , -100.896
1.13 , 76.062 , -21.189 , -101.242
1.13 , 71.235 , -12.2162 , -100.896
1.14 , 75.9908 , -20.904 , -101.266
1.14 , 71.235 , -12.2162 , -100.896
1.15 , 75.872 , -20.5477 , -101.194
1.15 , 71.235 , -12.2162 , -100.896
1.16 , 75.7532 , -20.3576 , -101.052
1.16 , 71.235 , -12.2162 , -100.896
1.17 , 75.4207 , -19.1462 , -101.052
1.17 , 71.235 , -12.2162 , -100.896
1.18 , 75.2544 , -18.2197 , -100.933
1.18 , 71.235 , -12.2162 , -100.896
1.19 , 75.2544 , -18.196 , -100.79
1.19 , 71.235 , -12.2162 , -100.896
1.2 , 75.0406 , -18.0534 , -100.814
1.2 , 71.235 , -12.2162 , -100.896
1.21 , 74.7793 , -17.2933 , -100.886
1.21 , 71.235 , -12.2162 , -100.896
1.22 , 74.7318 , -16.9132 , -100.886
1.22 , 71.235 , -12.2162 , -100.896
1.23 , 74.7318 , -16.8657 , -100.909
1.23 , 71.235 , -12.2162 , -100.896
1.24 , 74.6368 , -16.6282 , -100.886
1.24 , 71.235 , -12.2162 , -100.896
1.25 , 74.6368 , -16.5094 , -100.886
1.25 , 71.235 , -12.2162 , -100.896
1.26 , 74.613 , -16.4144 , -100.981
1.26 , 71.235 , -12.2162 , -100.896
1.27 , 74.4467 , -16.2243 , -101.028
1.27 , 71.235 , -12.2162 , -100.896
1.28 , 74.3279 , -15.868 , -101.028
1.28 , 71.235 , -12.2162 , -100.896
1.29 , 74.3279 , -15.8443 , -101.028
1.29 , 71.235 , -12.2162 , -100.896
1.3 , 74.2804 , -15.5592 , -101.099
1.3 , 71.235 , -12.2162 , -100.896
1.31 , 74.0904 , -15.2267 , -100.909
1.31 , 71.235 , -12.2162 , -100.896
1.32 , 73.9716 , -15.2029 , -100.458
1.32 , 71.235 , -12.2162 , -100.896
1.33 , 73.9954 , -15.2267 , -100.719
1.33 , 71.235 , -12.2162 , -100.896
1.34 , 73.9479 , -15.1316 , -100.6
1.34 , 71.235 , -12.2162 , -100.896
1.35 , 73.9479 , -15.1079 , -100.6
1.35 , 71.235 , -12.2162 , -100.896
1.36 , 73.5203 , -15.0841 , -100.577
1.36 , 71.235 , -12.2162 , -100.896
1.37 , 73.164 , -14.9891 , -100.719
1.37 , 71.235 , -12.2162 , -100.896
1.38 , 73.1402 , -14.9178 , -100.719
1.38 , 71.235 , -12.2162 , -100.896
1.39 , 72.9502 , -14.8466 , -100.886
1.39 , 71.235 , -12.2162 , -100.896
1.4 , 72.8789 , -14.7753 , -101.361
1.4 , 71.235 , -12.2162 , -100.896
1.41 , 72.8789 , -14.5615 , -101.361
1.41 , 71.235 , -12.2162 , -100.896
1.42 , 72.8077 , -14.419 , -101.361
1.42 , 71.235 , -12.2162 , -100.896
1.43 , 72.7601 , -14.229 , -101.432
1.43 , 71.235 , -12.2162 , -100.896
1.44 , 72.7601 , -13.9677 , -101.456
1.44 , 71.235 , -12.2162 , -100.896
1.45 , 72.7126 , -13.9677 , -101.479
1.45 , 71.235 , -12.2162 , -100.896
1.46 , 72.6414 , -13.8726 , -101.456
1.46 , 71.235 , -12.2162 , -100.896
1.47 , 72.4988 , -13.8489 , -101.456
1.47 , 71.235 , -12.2162 , -100.896
1.48 , 72.4513 , -13.7776 , -101.456
