0, 1, 1, -1.0246, 0.0248015
0.025, 1, 1, -1.0246, 0.0248015
0.05, 1, 1, -1.0246, 0.0248015
0.075, 1, 1, -1.0246, 0.0248015
0.1, 1, 1, -1.0246, 0.0248015
0.125, 1, 1, -1.0246, 0.0248015
0.15, 1, 1, -1.0246, 0.0248015
0.175, 1, 1, -1.0246, 0.0248015
0.2, 1, 1, -1.0246, 0.0248015
0.225, 1, 1, -1.0246, 0.0248015
0.25, 1, 1, -1.0246, 0.0248015
0.275, 1, 1, -1.0246, 0.0248015
0.3, 1, 1, -1.0246, 0.0248015
0.325, 1, 1, -1.0246, 0.0248015
0.35, 1, 1, -1.0246, 0.0248015
0.375, 1, 1, -1.0246, 0.0248015
0.4, 1, 1, -1.0246, 0.0248015
0.425, 1, 1, -1.53128, 0.0461736
0.45, 1, 1, -1.53128, 0.0461736
0.475, 1, 1, -3.5331, 0.159537
0.5, 1, 1, -3.5331, 0.159537
0.525, 1, 1, -3.5331, 0.159537
0.55, 1, 1, -2.72747, 0.113823
0.575, 1, 1, -2.72747, 0.113823
0.6, 1, 1, -2.72747, 0.113823
0.625, 1, 1, -2.72747, 0.113823
0.65, 1, 1, -2.35288, 0.0924833
0.675, 1, 1, -2.35288, 0.0924833
0.7, 1, 1, -2.35288, 0.0924833
0.725, 1, 1, -2.35288, 0.0924833
0.75, 1, 1, -2.35288, 0.0924833
0.775, 1, 1, -1.79969, 0.0598376
0.8, 1, 1, -1.63714, 0.0493231
0.825, 1, 1, -1.63714, 0.0493231
0.85, 1, 1, -1.63714, 0.0493231
0.875, 1, 1, -1.60412, 0.047425
0.9, 1, 1, -1.60412, 0.047425
0.925, 1, 1, -1.60412, 0.047425
0.95, 1, 1, -1.60412, 0.047425
0.975, 1, 1, -1.60412, 0.047425
1, 1, 1, -1.5811, 0.0463165
1.025, 1, 1, -1.5811, 0.0463165
1.05, 1, 1, -1.5811, 0.0463165
1.075, 1, 1, -1.5811, 0.0463165
1.1, 1, 1, -1.5811, 0.0463165
1.125, 1, 1, -1.5811, 0.0463165
1.15, 1, 1, -1.5811, 0.0463165
1.175, 1, 1, -1.5811, 0.0463165
1.2, 1, 1, -1.5811, 0.0463165
1.225, 1, 1, -1.5811, 0.0463165
1.25, 1, 1, -1.5811, 0.0463165
1.275, 1, 1, -1.5811, 0.0463165
1.3, 1, 1, -1.5811, 0.0463165
1.325, 1, 1, -1.5811, 0.0463165
1.35, 1, 1, -1.5811, 0.0463165
1.375, 1, 1, -1.5811, 0.0463165
1.4, 1, 1, -1.5811, 0.0463165
1.425, 1, 1, -1.5811, 0.0463165
