0, 0.0017284, 0, 0.00498544, 0.14, 2.29085, 0.962733
0.025, 0.00501905, 0, 0.0103544, 0.13, 2.6348, 2.42081
0.05, 0.008105, 0, 0.123102, 0.13, 3.26424, 2.84026
0.075, 0.0111148, 0, 0.154676, 0.13, 3.39989, 3.47942
0.1, 0.0283712, 0, 0.267552, 1.29, 3.33096, 3.17981
0.125, 0.065325, 0, 0.315233, 1.76, 2.56107, 3.45945
0.15, 0.0872923, 0, 0.408422, 0.15, 3.35161, 2.60058
0.175, 0.0909394, 0, 0.448945, 0.32, 2.54024, 3.77903
0.2, 0.105608, 0, 0.532803, 1.05, 2.80526, 2.10123
0.225, 0.128679, 0, 0.568084, 1.03, 4.21232, 2.68047
0.25, 0.143773, 0, 0.714835, 0.45, 4.97693, 4.21845
0.275, 0.155409, 0, 0.781308, 0.78, 4.74962, 5.11726
0.3, 0.199473, 0, 0.961167, 3.1, 3.33536, 4.35826
0.325, 0.274053, 0, 0.995937, 3.34, 3.22857, 2.82029
0.35, 0.366176, 0, 1.11073, 4.67, 1.84613, 3.29966
0.375, 0.472443, 0, 1.13157, 4.67, 1.91667, 1.08257
0.4, 0.595839, 0, 1.18219, 6.27, 2.74266, 1.98139
0.425, 0.734954, 0, 1.21773, 6.19, 2.4841, 3.19979
0.45, 0.88298, 0, 1.31475, 7.27, 2.3708, 2.30097
0.475, 1.04093, 0, 1.33507, 7.29, 3.61534, 2.12121
0.5, 1.18387, 0, 1.47441, 6.37, 3.0219, 3.49939
0.525, 1.31501, 0, 1.50739, 6.62, 2.92524, 2.80031
0.55, 1.46847, 0, 1.59662, 8.44, 2.13302, 2.62055
0.575, 1.63838, 0, 1.63049, 8.26, 1.42922, 1.98139
0.6, 1.82953, 0, 1.6792, 10.5, 1.08898, 1.00268
0.625, 2.04498, 0, 1.68712, 10.61, 0.779327, 1.08257
0.65, 2.26683, 0, 1.70374, 11.45, 1.39435, 0.762996
0.675, 2.49345, 0, 1.72036, 11.44, 2.05061, 2.12121
0.7, 2.70793, 0, 1.80434, 10.92, 1.41201, 2.36089
0.725, 2.91292, 0, 1.82071, 11.1, 0.785581, 0.663127
0.75, 3.11766, 0, 1.83796, 11.31, 0.99618, 0.723048
0.775, 3.31686, 0, 1.8473, 11.06, 0.293742, 1.38218
0.8, 3.50619, 0, 1.85803, 10.91, 0.158022, -0.0559264
0.825, 3.6932, 0, 1.85829, 11.25, 0.0849024, 0.0639159
0.85, 3.88658, 0, 1.86085, 11.8, 1.18861, 0.183758
0.875, 4.08333, 0, 1.87964, 11.91, 0.822871, 1.9015
0.9, 4.29559, 0, 1.91658, 13.45, 0.942181, 0.723048
0.925, 4.52472, 0, 1.92425, 13.7, 0.518439, 1.10255
0.95, 4.74806, 0, 1.94253, 13.44, -0.107135, 0.143811
