0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
0;0
3,111658469;90
4,190725912;90
5,340189132;90
6,033249584;90
6,866160686;90
7,344633319;90
8,05581905;90
8,506290063;90
9,104698848;90
9,540380889;90
10,13318123;90
10,51660932;90
11,03705615;90
11,37079092;90
11,82712163;90
12,12978799;90
12,56736958;90
12,85281167;90
13,18307216;90
13,52279373;90
13,8039737;90
14,22247976;90
14,46995411;90
14,89767448;90
15,15443926;90
15,47908725;90
15,72743191;90
15,94360457;90
16,25821174;90
16,46746949;90
16,81282456;90
17,08085774;90
17,35902488;90
17,66257209;90
17,93674233;90
18,1520883;90
18,40561273;90
18,66457465;90
18,84643201;90
19,17451668;90
19,41713185;90
19,68311886;90
19,85557381;90
20,09803732;90
20,27680072;90
20,57278518;90
20,75137832;90
21,00174359;90
21,16341727;90
21,43052268;90
21,64713309;90
21,91317712;90
22,11004308;90
22,31292065;90
22,47937723;90
22,6993751;90
22,88952193;90
23,15017878;90
23,40074037;90
23,5485159;90
23,79648979;90
23,94739221;90
24,16642287;90
24,33148378;90
24,51165575;90
24,67442209;90
24,88821514;90
25,04601861;90
25,28205296;90
25,43064259;90
25,69301763;90
25,87407806;90
26,0959881;90
26,21667943;90
26,43558098;90
26,63443089;90
26,79460975;90
27,01237079;90
27,15296609;90
27,33673288;90
27,47209531;90
27,66012387;90
27,82821758;90
27,98010403;90
28,13778769;90
28,27775986;90
28,41534437;90
28,62694448;90
28,77773222;90
